record_id,timestamp,corridor_id,junction_sequence,num_junctions,junction_spacing_m,corridor_length_km,cycle_time_sec,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,ideal_offset_sec,applied_offset_sec,offset_accuracy,green_wave_success,stops_avoided,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
GW140628,2026-04-06 18:35:23,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,725.0,2.17,110,Weekday,False,Rain,True,9.6,False,True,False,86.9,79.0,0.91,False,1,1.0,10.2,36.4,814.1,0.328,0.757,0.832,Bus priority granted - green extension issued to reduce transit delay
GW140629,2025-09-22 20:02:22,Hosur_Rd,Silk Board -> Electronic City Toll,2,524.0,0.52,120,Weekday,False,Clear,False,0.0,False,True,False,59.9,64.4,0.925,False,1,0.712,19.8,28.6,131.8,0.091,0.209,0.971,Bus priority granted - green extension issued to reduce transit delay
GW140630,2025-03-20 17:20:11,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,628.0,2.51,100,Weekday,False,Clear,False,0.0,False,False,False,68.3,85.7,0.746,False,4,0.816,17.7,47.0,527.0,0.354,0.818,0.952,Heavy congestion detected - signal timing extended and reroute suggested
GW140631,2025-09-26 19:19:27,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,600.0,3.0,110,Weekday,False,Clear,False,0.0,False,True,False,87.3,83.8,0.96,False,5,0.939,10.1,34.1,1144.9,0.41,0.947,0.928,Bus priority granted - green extension issued to reduce transit delay
GW140632,2026-02-11 08:38:57,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,516.0,2.06,120,Weekday,False,Clear,False,0.0,False,True,False,72.7,70.6,0.97,False,0,0.895,11.7,36.8,709.2,0.278,0.642,0.893,Bus priority granted - green extension issued to reduce transit delay
GW140633,2026-04-08 21:03:42,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,659.0,1.98,110,Weekday,False,Clear,False,0.0,False,True,False,71.8,70.0,0.975,True,4,0.133,31.4,5.4,233.8,0.183,0.423,0.985,Bus priority granted - green extension issued to reduce transit delay
GW140634,2026-03-17 19:23:25,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,386.0,0.77,120,Weekday,False,Clear,False,0.0,False,False,False,51.2,51.5,0.994,False,1,0.837,14.0,60.5,268.6,0.119,0.276,0.938,Heavy congestion detected - signal timing extended and reroute suggested
GW140635,2026-01-07 09:20:32,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,526.0,1.58,100,Weekday,False,Clear,False,0.0,False,True,False,75.6,80.9,0.93,False,2,0.972,9.3,36.9,649.0,0.228,0.526,0.933,Bus priority granted - green extension issued to reduce transit delay
GW140636,2025-08-29 10:21:15,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,510.0,2.04,100,Weekday,False,Clear,False,0.0,False,False,False,60.2,56.0,0.931,False,4,0.688,19.8,35.7,379.7,0.27,0.624,0.962,Moderate traffic flow - standard adaptive signal timing in effect
GW140637,2025-08-15 19:45:22,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,414.0,2.07,90,Weekday,True,Heavy Rain,True,33.0,False,False,False,46.5,22.9,0.492,False,1,1.0,10.9,48.4,707.5,0.315,0.728,0.8,Festival crowd surge detected - alternate route and extended cycle recommended
GW140638,2025-02-23 08:50:17,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,613.0,1.84,120,Weekend,False,Clear,False,0.0,False,False,False,76.4,77.8,0.981,False,3,0.662,19.4,46.3,382.4,0.244,0.563,0.962,Moderate traffic flow - standard adaptive signal timing in effect
GW140639,2025-03-25 20:53:57,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,560.0,1.12,100,Weekday,False,Light Rain,True,5.2,False,False,False,59.9,64.2,0.928,True,3,0.211,32.7,15.3,134.4,0.124,0.285,0.928,Light rain detected - minor speed reduction advised
GW140640,2025-09-06 11:47:02,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,516.0,2.06,90,Weekend,True,Rain,True,13.2,False,False,False,63.1,62.4,0.989,True,5,0.223,28.6,12.8,258.0,0.198,0.457,0.875,Light rain detected - minor speed reduction advised
GW140641,2026-02-16 14:33:59,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,590.0,2.36,110,Weekday,False,Clear,False,0.0,False,False,False,55.7,57.9,0.962,True,5,0.081,36.9,8.3,243.4,0.207,0.479,0.99,Green wave coordination successful - maintain current corridor offset
GW140642,2025-12-13 21:03:28,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,432.0,1.3,120,Weekend,False,Clear,False,0.0,False,False,False,42.5,43.4,0.979,True,4,0.104,34.6,9.4,142.1,0.127,0.294,0.953,Green wave coordination successful - maintain current corridor offset
GW140643,2025-04-19 17:21:24,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,409.0,1.63,110,Weekend,False,Clear,False,0.0,False,False,False,54.4,56.8,0.955,True,5,0.262,27.0,15.5,237.8,0.184,0.425,0.99,Green wave coordination successful - maintain current corridor offset
GW140644,2025-04-03 14:54:43,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,345.0,1.03,100,Weekday,False,Clear,False,0.0,False,True,False,33.0,35.5,0.926,True,4,0.076,35.6,2.0,105.5,0.1,0.23,0.944,Bus priority granted - green extension issued to reduce transit delay
GW140645,2025-08-22 16:31:43,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,806.0,2.42,110,Weekday,False,Heavy Rain,True,44.7,False,False,False,97.2,86.4,0.889,False,3,0.909,13.2,54.6,700.2,0.348,0.804,0.882,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW140646,2025-08-03 11:53:43,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,554.0,2.21,120,Weekend,False,Clear,False,0.0,False,False,False,53.1,59.7,0.875,True,5,0.095,36.8,3.0,210.8,0.209,0.484,0.937,Green wave coordination successful - maintain current corridor offset
GW140647,2025-08-12 19:18:52,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,402.0,1.2,120,Weekday,False,Clear,False,0.0,False,False,False,60.9,51.7,0.848,False,1,0.988,8.4,62.6,562.8,0.203,0.469,0.914,Heavy congestion detected - signal timing extended and reroute suggested
GW140648,2025-03-08 05:02:26,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,166.0,0.5,90,Weekend,False,Clear,False,0.0,False,False,False,19.0,21.0,0.897,True,4,0.037,29.0,2.0,57.6,0.044,0.102,0.957,Green wave coordination successful - maintain current corridor offset
GW140649,2025-11-01 19:39:12,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,813.0,2.44,110,Weekend,True,Clear,False,0.0,False,False,False,97.8,90.0,0.973,False,3,0.742,18.0,48.6,536.6,0.322,0.744,0.907,Festival crowd surge detected - alternate route and extended cycle recommended
GW140650,2026-01-02 23:35:06,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,580.0,2.32,110,Weekday,True,Clear,False,0.0,False,False,False,48.1,54.4,0.87,True,5,0.142,42.1,5.8,221.2,0.186,0.429,0.909,Green wave coordination successful - maintain current corridor offset
GW140651,2025-05-20 19:16:31,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,586.0,1.76,110,Weekday,False,Clear,False,0.0,False,True,False,76.9,80.0,0.96,False,0,0.896,12.5,39.4,554.3,0.232,0.535,0.943,Bus priority granted - green extension issued to reduce transit delay
GW140652,2026-01-21 06:15:12,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,753.0,2.26,120,Weekday,False,Clear,False,0.0,False,False,False,68.1,65.9,0.968,True,4,0.069,37.3,7.9,246.6,0.212,0.489,0.961,Green wave coordination successful - maintain current corridor offset
GW140653,2025-01-11 11:20:31,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,380.0,1.14,100,Weekend,False,Clear,False,0.0,False,True,False,34.8,33.6,0.964,True,4,0.11,37.2,1.3,117.7,0.107,0.247,0.965,Bus priority granted - green extension issued to reduce transit delay
GW140654,2025-02-09 11:17:20,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,534.0,1.6,110,Weekend,False,Clear,False,0.0,False,False,False,46.3,44.8,0.967,True,4,0.094,40.7,2.0,140.0,0.136,0.313,0.99,Green wave coordination successful - maintain current corridor offset
GW140655,2026-06-20 23:56:51,Hosur_Rd,Silk Board -> Electronic City Toll,2,503.0,0.5,120,Weekend,False,Light Rain,True,5.5,False,False,False,49.3,44.7,0.908,True,2,0.098,35.6,2.0,50.9,0.028,0.064,0.91,Light rain detected - minor speed reduction advised
GW140656,2026-05-13 13:33:52,Hosur_Rd,Silk Board -> Electronic City Toll,2,625.0,0.63,110,Weekday,False,Clear,False,0.0,False,True,False,59.1,61.8,0.954,True,2,0.093,37.1,2.0,58.7,0.047,0.11,0.945,Bus priority granted - green extension issued to reduce transit delay
GW140657,2025-05-25 19:25:12,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,333.0,1.0,90,Weekend,False,Clear,False,0.0,False,True,False,42.0,45.5,0.915,False,3,0.685,18.6,16.8,221.7,0.135,0.311,0.959,Bus priority granted - green extension issued to reduce transit delay
GW140658,2025-02-26 11:34:00,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,763.0,2.29,90,Weekday,False,Clear,False,0.0,False,True,False,72.3,73.5,0.984,True,4,0.087,37.5,2.1,218.4,0.213,0.492,0.962,Bus priority granted - green extension issued to reduce transit delay
GW140659,2025-06-15 20:10:01,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,629.0,1.89,100,Weekend,False,Clear,False,0.0,False,False,False,61.9,62.9,0.985,True,4,0.207,33.7,15.1,224.9,0.178,0.41,0.974,Green wave coordination successful - maintain current corridor offset
GW140660,2025-06-04 21:08:42,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,503.0,1.51,90,Weekday,False,Heavy Rain,True,25.2,False,True,False,63.2,58.3,0.922,True,4,0.292,26.4,9.4,214.2,0.165,0.382,0.934,Bus priority granted - green extension issued to reduce transit delay
GW140661,2025-01-02 04:48:33,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,600.0,1.8,90,Weekday,False,Clear,False,0.0,False,False,False,63.6,69.0,0.915,True,4,0.089,33.1,4.9,205.1,0.158,0.364,0.958,Green wave coordination successful - maintain current corridor offset
GW140662,2025-02-13 11:23:20,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,735.0,3.68,110,Weekday,False,Clear,False,0.0,False,False,False,71.1,68.1,0.958,True,6,0.149,37.0,3.7,366.4,0.349,0.806,0.95,Green wave coordination successful - maintain current corridor offset
GW140663,2026-03-25 08:14:37,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,529.0,2.12,90,Weekday,False,Clear,False,0.0,False,False,False,62.0,75.1,0.79,False,1,0.882,14.4,44.5,561.7,0.306,0.708,0.914,Heavy congestion detected - signal timing extended and reroute suggested
GW140664,2026-01-31 19:05:32,Hosur_Rd,Silk Board -> Electronic City Toll,2,676.0,0.68,100,Weekend,False,Clear,False,0.0,False,True,True,72.3,63.6,0.88,False,1,0.218,20.8,10.1,131.3,0.087,0.201,0.904,Ambulance priority active - all conflicting signals preempted for corridor clearance
GW140665,2025-10-16 09:25:41,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,555.0,2.22,90,Weekday,False,Heavy Rain,True,45.7,False,False,False,78.6,90.0,0.837,False,0,1.0,8.6,50.8,979.9,0.322,0.744,0.866,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW140666,2026-02-15 16:22:04,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,439.0,1.32,110,Weekend,False,Clear,False,0.0,False,False,False,38.1,38.8,0.983,True,4,0.157,41.0,8.2,109.4,0.12,0.278,0.949,Green wave coordination successful - maintain current corridor offset
GW140667,2026-02-23 18:06:05,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,684.0,2.05,100,Weekday,False,Clear,False,0.0,False,True,False,82.6,83.3,0.992,False,3,0.997,10.2,36.5,742.9,0.29,0.669,0.892,Bus priority granted - green extension issued to reduce transit delay
GW140668,2025-06-26 10:32:17,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,512.0,1.53,110,Weekday,False,Clear,False,0.0,False,False,False,60.7,59.6,0.983,True,4,0.273,28.0,14.1,214.4,0.172,0.397,0.973,Green wave coordination successful - maintain current corridor offset
GW140669,2025-08-16 09:25:54,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,561.0,2.25,100,Weekend,True,Heavy Rain,True,35.9,False,False,False,73.7,73.5,0.998,False,4,1.0,9.3,59.0,892.5,0.332,0.767,0.8,Festival crowd surge detected - alternate route and extended cycle recommended
GW140670,2025-05-02 11:09:47,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,723.0,3.61,100,Weekday,True,Rain,True,18.9,False,True,False,94.4,77.8,0.824,False,3,0.799,15.2,29.5,854.2,0.479,1.106,0.879,Bus priority granted - green extension issued to reduce transit delay
GW140671,2026-05-08 16:07:26,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,562.0,1.69,110,Weekday,False,Clear,False,0.0,False,False,False,62.8,67.4,0.927,True,4,0.205,30.2,12.7,218.8,0.155,0.359,0.958,Green wave coordination successful - maintain current corridor offset
GW140672,2025-10-27 20:39:34,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,428.0,1.28,110,Weekday,False,Light Rain,True,3.3,False,True,False,44.2,41.7,0.944,True,4,0.255,33.5,13.2,148.2,0.14,0.322,0.92,Bus priority granted - green extension issued to reduce transit delay
GW140673,2025-09-22 13:43:25,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,476.0,0.95,110,Weekday,False,Clear,False,0.0,False,True,False,48.7,47.8,0.981,True,3,0.058,35.0,2.6,93.4,0.084,0.193,0.967,Bus priority granted - green extension issued to reduce transit delay
GW140674,2025-09-26 19:21:47,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,580.0,2.32,110,Weekday,False,Clear,False,0.0,False,False,False,86.2,90.0,0.927,False,0,0.978,8.8,58.7,995.8,0.355,0.819,0.899,Heavy congestion detected - signal timing extended and reroute suggested
GW140675,2025-12-27 13:44:15,Hosur_Rd,Silk Board -> Electronic City Toll,2,585.0,0.59,110,Weekend,False,Clear,False,0.0,False,False,False,46.6,46.6,1.0,True,2,0.052,42.5,3.8,51.4,0.052,0.12,0.943,Green wave coordination successful - maintain current corridor offset
GW140676,2025-11-04 17:37:08,Hosur_Rd,Silk Board -> Electronic City Toll,2,602.0,0.6,90,Weekday,False,Clear,False,0.0,False,False,False,82.9,80.7,0.973,False,1,0.953,10.3,46.0,249.1,0.1,0.23,0.909,Heavy congestion detected - signal timing extended and reroute suggested
GW140677,2025-04-05 18:29:19,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,561.0,1.12,90,Weekend,False,Clear,False,0.0,False,False,False,72.6,88.7,0.779,False,0,0.738,16.9,36.6,272.1,0.158,0.365,0.963,Moderate traffic flow - standard adaptive signal timing in effect
GW140678,2025-01-05 18:23:18,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,431.0,0.86,110,Weekend,False,Clear,False,0.0,False,True,False,53.0,50.4,0.951,True,3,0.285,28.1,12.3,127.3,0.1,0.232,0.982,Bus priority granted - green extension issued to reduce transit delay
GW140679,2026-04-23 18:51:06,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,522.0,1.57,90,Weekday,False,Clear,False,0.0,False,True,False,77.6,90.0,0.832,False,0,0.951,9.6,28.4,639.8,0.215,0.497,0.926,Bus priority granted - green extension issued to reduce transit delay
GW140680,2025-11-02 15:30:48,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,529.0,1.06,120,Weekend,True,Light Rain,True,1.2,False,False,False,56.3,51.5,0.914,True,3,0.25,33.5,20.0,133.2,0.119,0.276,0.863,Light rain detected - minor speed reduction advised
GW140681,2025-01-13 21:31:49,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,757.0,3.78,110,Weekday,False,Clear,False,0.0,False,False,False,78.7,75.3,0.958,True,6,0.142,33.8,9.2,406.7,0.358,0.827,0.977,Green wave coordination successful - maintain current corridor offset
GW140682,2025-06-09 19:43:34,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,553.0,1.11,100,Weekday,False,Clear,False,0.0,False,False,False,69.7,73.6,0.944,False,2,0.781,16.2,40.0,284.2,0.154,0.356,0.945,Heavy congestion detected - signal timing extended and reroute suggested
GW140683,2025-05-25 16:54:29,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,823.0,1.65,110,Weekend,False,Clear,False,0.0,False,False,False,94.1,90.0,0.948,True,3,0.244,30.1,17.9,214.4,0.189,0.436,0.967,Green wave coordination successful - maintain current corridor offset
GW140684,2025-12-24 09:06:06,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,642.0,3.21,120,Weekday,False,Clear,False,0.0,False,True,False,89.0,87.6,0.985,False,2,1.0,8.8,44.1,1282.6,0.456,1.054,0.906,Bus priority granted - green extension issued to reduce transit delay
GW140685,2025-10-14 08:15:24,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,673.0,1.35,100,Weekday,False,Rain,True,17.0,False,False,False,91.2,86.4,0.947,False,1,1.0,9.0,57.8,592.5,0.223,0.514,0.853,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW140686,2026-03-07 17:57:14,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,481.0,1.92,90,Weekend,False,Clear,False,0.0,False,False,False,53.7,52.1,0.97,False,3,0.663,21.6,42.7,380.6,0.26,0.601,0.957,Moderate traffic flow - standard adaptive signal timing in effect
GW140687,2025-08-27 15:07:13,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,668.0,2.01,90,Weekday,True,Rain,True,8.1,False,False,False,70.9,68.6,0.968,True,4,0.223,31.6,4.5,232.8,0.209,0.483,0.884,Light rain detected - minor speed reduction advised
GW140688,2025-08-10 19:39:20,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,506.0,1.52,100,Weekend,False,Heavy Rain,True,39.0,False,False,False,76.1,79.8,0.952,False,3,0.964,9.1,47.4,645.9,0.235,0.544,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW140689,2026-02-25 12:18:37,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,347.0,1.04,90,Weekday,False,Clear,False,0.0,False,False,False,27.3,26.3,0.965,True,4,0.053,45.2,2.0,79.6,0.091,0.209,0.947,Green wave coordination successful - maintain current corridor offset
GW140690,2026-04-21 08:15:30,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,569.0,1.71,120,Weekday,False,Clear,False,0.0,False,True,False,71.9,52.1,0.724,False,0,0.955,11.1,40.4,594.3,0.263,0.608,0.914,Bus priority granted - green extension issued to reduce transit delay
GW140691,2025-08-03 05:04:30,ORR_North,Hebbal -> Nagawara -> RT Nagar -> Yeshwantpur,4,633.0,1.9,120,Weekend,False,Clear,False,0.0,False,True,False,58.9,57.0,0.969,True,4,0.014,36.9,1.3,177.6,0.155,0.359,0.982,Bus priority granted - green extension issued to reduce transit delay
GW140692,2025-09-20 12:55:36,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,439.0,1.32,120,Weekend,False,Rain,True,14.1,False,False,False,47.1,50.0,0.937,True,4,0.154,33.2,7.7,157.4,0.134,0.31,0.89,Light rain detected - minor speed reduction advised
GW140693,2026-06-01 08:35:07,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,385.0,1.15,100,Weekday,False,Clear,False,0.0,False,False,False,50.3,69.6,0.616,False,3,0.93,11.5,52.8,419.1,0.197,0.455,0.929,Heavy congestion detected - signal timing extended and reroute suggested
GW140694,2026-02-09 14:57:51,Tumkur_Rd,Yeshwantpur -> Rajajinagar -> Tumkur Road,3,505.0,1.01,120,Weekday,False,Clear,False,0.0,False,False,False,47.8,45.1,0.942,True,3,0.091,36.4,7.4,107.1,0.077,0.178,0.98,Green wave coordination successful - maintain current corridor offset
GW140695,2025-02-18 06:27:43,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,564.0,1.69,110,Weekday,False,Clear,False,0.0,False,True,False,56.3,50.9,0.905,True,4,0.15,35.7,7.6,183.3,0.145,0.334,0.918,Bus priority granted - green extension issued to reduce transit delay
GW140696,2025-09-12 21:18:24,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,765.0,2.29,120,Weekday,False,Light Rain,True,6.1,False,False,False,69.6,69.1,0.992,True,4,0.186,38.8,9.6,220.7,0.235,0.543,0.935,Light rain detected - minor speed reduction advised
GW140697,2025-08-30 09:15:00,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,453.0,1.36,110,Weekend,False,Clear,False,0.0,False,True,False,60.5,55.7,0.92,False,3,0.722,16.7,28.1,310.3,0.162,0.374,0.948,Bus priority granted - green extension issued to reduce transit delay
GW140698,2025-02-20 18:45:22,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,435.0,2.17,100,Weekday,False,Clear,False,0.0,False,False,False,56.0,63.1,0.873,False,3,0.99,9.8,61.3,786.7,0.33,0.763,0.91,Heavy congestion detected - signal timing extended and reroute suggested
GW140699,2025-05-25 17:01:35,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,488.0,1.46,90,Weekend,False,Clear,False,0.0,False,False,False,63.2,65.1,0.971,True,4,0.236,26.8,13.2,213.1,0.148,0.343,0.99,Green wave coordination successful - maintain current corridor offset
GW140700,2025-12-22 12:52:48,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,634.0,2.54,110,Weekday,False,Clear,False,0.0,False,False,False,61.5,60.6,0.986,True,5,0.041,34.3,2.4,267.9,0.237,0.548,0.983,Green wave coordination successful - maintain current corridor offset
GW140701,2026-04-19 07:16:15,Old_Airport_Rd,Trinity Circle -> Ulsoor -> Domlur -> Old Airport Road -> HAL Airport Road,5,451.0,1.8,120,Weekend,False,Clear,False,0.0,False,True,False,40.9,41.3,0.988,True,5,0.158,37.0,6.3,187.7,0.172,0.398,0.972,Bus priority granted - green extension issued to reduce transit delay
GW140702,2025-08-05 07:27:12,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,487.0,1.95,120,Weekday,False,Clear,False,0.0,False,False,False,44.0,46.6,0.943,True,5,0.23,39.4,13.6,190.9,0.196,0.452,0.968,Green wave coordination successful - maintain current corridor offset
GW140703,2025-08-12 13:02:54,ORR_East,Silk Board -> Bellandur -> Marathahalli -> KR Puram,4,314.0,0.94,110,Weekday,False,Clear,False,0.0,False,False,False,27.0,27.5,0.983,True,4,0.08,41.5,2.0,84.8,0.063,0.146,0.958,Green wave coordination successful - maintain current corridor offset
GW140704,2025-03-11 08:59:41,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,612.0,2.45,90,Weekday,False,Clear,False,0.0,False,False,False,100.2,90.0,0.922,False,3,1.0,7.4,52.0,1262.9,0.346,0.799,0.937,Heavy congestion detected - signal timing extended and reroute suggested
GW140705,2025-12-27 19:25:10,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,505.0,1.52,90,Weekend,False,Clear,False,0.0,False,False,False,55.1,57.4,0.957,True,4,0.286,32.7,14.8,180.0,0.166,0.383,0.973,Green wave coordination successful - maintain current corridor offset
GW140706,2025-04-19 08:40:07,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,687.0,3.44,110,Weekend,False,Light Rain,True,1.5,False,False,False,78.5,83.8,0.933,False,3,0.763,18.4,43.7,697.6,0.456,1.053,0.906,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
GW140707,2025-08-15 18:39:06,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,546.0,2.19,110,Weekday,True,Rain,True,10.6,False,False,False,69.4,44.4,0.639,False,0,1.0,9.6,61.4,878.5,0.32,0.74,0.794,Festival crowd surge detected - alternate route and extended cycle recommended
GW140708,2026-06-05 08:29:46,South_Loop,Banashankari -> Jayanagar 4th Block -> Basavanagudi -> JP Nagar -> Bannerghatta Road,5,515.0,2.06,110,Weekday,False,Clear,False,0.0,False,False,False,75.4,74.8,0.992,False,0,0.925,10.4,55.8,748.8,0.313,0.723,0.922,Heavy congestion detected - signal timing extended and reroute suggested
GW140709,2026-05-25 07:14:21,Hosur_Rd,Silk Board -> Electronic City Toll,2,751.0,0.75,110,Weekday,False,Clear,False,0.0,False,False,False,79.5,81.1,0.98,True,2,0.238,32.6,9.6,84.1,0.081,0.187,0.985,Green wave coordination successful - maintain current corridor offset
GW140710,2026-01-14 16:42:43,Central_Loop,Majestic -> Anand Rao Circle -> Chalukya Circle -> MG Road -> Cubbon Road -> Richmond Circle,6,514.0,2.57,120,Weekday,True,Clear,False,0.0,False,False,False,60.9,48.6,0.798,False,1,0.853,15.2,51.8,680.7,0.35,0.808,0.893,Festival crowd surge detected - alternate route and extended cycle recommended
GW140711,2025-12-22 20:23:16,Mysore_Rd,City Market -> KR Market -> Mysore Road -> Vijayanagar,4,579.0,1.74,90,Weekday,False,Clear,False,0.0,False,True,False,55.6,51.3,0.921,True,4,0.267,36.8,3.4,170.9,0.179,0.413,0.961,Bus priority granted - green extension issued to reduce transit delay
GW140712,2025-04-27 10:53:52,Sarjapur_Rd,Koramangala Sony World -> HSR BDA Complex -> Sarjapur Road -> Varthur,4,509.0,1.53,90,Weekend,False,Clear,False,0.0,False,False,False,54.2,56.9,0.951,True,4,0.115,33.5,8.7,186.8,0.136,0.314,0.967,Green wave coordination successful - maintain current corridor offset
