decision_id,timestamp,junction_id,junction_name,decision_type,model_version,input_features_summary,decision_value,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,bus_priority_active,ambulance_priority_active,congestion_index,outcome_success,processing_latency_ms,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
DEC737076,2026-05-21 18:29:14,J026,Hosur Road,Priority Grant,ARGUS-DT-v2.4,queue=72veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.7,True,78,19.9,46.4,228.4,0.15,0.347,0.988,Bus priority granted - green extension issued to reduce transit delay
DEC737077,2026-01-24 08:41:05,J019,RT Nagar,Priority Grant,ARGUS-DT-v2.4,queue=64veh|congestion=0.73|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.511,True,29,27.0,34.8,135.7,0.106,0.244,0.962,Bus priority granted - green extension issued to reduce transit delay
DEC737078,2025-03-01 10:27:40,J015,Bellandur,Priority Grant,ARGUS-DT-v2.4.1,queue=30veh|congestion=0.49|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.342,True,55,25.7,26.0,165.6,0.121,0.279,0.96,Bus priority granted - green extension issued to reduce transit delay
DEC737079,2025-11-14 10:11:11,J033,Trinity Circle,Priority Grant,ARGUS-DT-v2.4,queue=55veh|congestion=0.79|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.553,True,60,23.7,33.8,64.8,0.028,0.064,0.971,Bus priority granted - green extension issued to reduce transit delay
DEC737080,2025-04-22 10:14:42,J016,Sarjapur Road,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=77veh|congestion=0.78|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.429,True,85,23.1,27.2,232.7,0.171,0.396,0.933,Moderate traffic flow - standard adaptive signal timing in effect
DEC737081,2025-09-27 14:18:45,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4,queue=47veh|congestion=0.16|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.115,False,25,39.6,7.1,82.5,0.077,0.178,0.902,Bus priority granted - green extension issued to reduce transit delay
DEC737082,2025-09-28 10:19:04,J012,Koramangala Sony World,Priority Grant,ARGUS-DT-v2.4.1,queue=38veh|congestion=0.52|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.364,True,49,22.9,18.2,232.8,0.16,0.37,0.935,Bus priority granted - green extension issued to reduce transit delay
DEC737083,2026-05-28 18:32:04,J011,Indiranagar 100ft Road,Priority Grant,ARGUS-DT-v2.4.1,queue=80veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.7,True,64,17.3,52.0,283.4,0.172,0.398,0.957,Bus priority granted - green extension issued to reduce transit delay
DEC737084,2026-04-29 16:13:06,J024,JP Nagar,Priority Grant,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.53|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Fog,False,0.0,False,True,False,0.372,True,56,32.4,19.9,127.0,0.114,0.264,0.947,Bus priority granted - green extension issued to reduce transit delay
DEC737085,2025-08-29 10:19:29,J021,Vijayanagar,Priority Grant,ARGUS-DT-v2.4,queue=93veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,39.5,False,True,False,0.7,True,73,19.2,48.9,218.9,0.137,0.316,0.912,Bus priority granted - green extension issued to reduce transit delay
DEC737086,2025-10-04 18:46:03,J001,Silk Board,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=47veh|congestion=0.66|rain=N|festival=N|accident=N,69.5,Weekend,False,Clear,False,0.0,False,False,False,0.659,True,72,23.7,41.1,168.9,0.118,0.272,0.972,Moderate traffic flow - standard adaptive signal timing in effect
DEC737087,2026-01-27 08:44:26,J018,Nagawara,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=86veh|congestion=1.00|rain=N|festival=Y|accident=N,90.0,Weekday,True,Clear,False,0.0,False,False,False,1.0,True,71,10.4,67.8,378.1,0.172,0.398,0.854,Festival crowd surge detected - alternate route and extended cycle recommended
DEC737088,2025-06-22 08:16:02,J023,Basavanagudi,Priority Grant,ARGUS-DT-v2.4.1,queue=52veh|congestion=0.65|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.458,False,55,26.7,30.1,111.8,0.092,0.212,0.926,Bus priority granted - green extension issued to reduce transit delay
DEC737089,2026-02-26 06:08:17,J001,Silk Board,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=24veh|congestion=0.24|rain=N|festival=N|accident=N,Offset Synced,Weekday,False,Clear,False,0.0,False,False,False,0.133,True,9,40.7,2.5,69.3,0.066,0.152,0.963,Green wave coordination successful - maintain current corridor offset
DEC737090,2025-06-02 12:29:02,J014,Electronic City Toll,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=34veh|congestion=0.28|rain=Y|festival=N|accident=N,46.5,Weekday,False,Light Rain,True,2.5,False,False,False,0.275,True,73,30.4,20.3,123.2,0.112,0.259,0.897,Light rain detected - minor speed reduction advised
DEC737091,2025-11-24 09:12:31,J032,Richmond Circle,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=79veh|congestion=0.91|rain=N|festival=N|accident=N,84.6,Weekday,False,Clear,False,0.0,False,False,False,0.91,True,79,13.7,54.0,382.4,0.206,0.477,0.907,Heavy congestion detected - signal timing extended and reroute suggested
DEC737092,2025-11-07 15:07:55,J004,Hebbal,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=25veh|congestion=0.35|rain=Y|festival=N|accident=N,51.1,Weekday,False,Light Rain,True,6.4,False,False,False,0.352,True,39,31.9,21.8,183.9,0.173,0.4,0.907,Light rain detected - minor speed reduction advised
DEC737093,2025-04-07 17:47:29,J016,Sarjapur Road,Priority Grant,ARGUS-DT-v2.3,queue=84veh|congestion=1.00|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.7,True,51,18.5,44.2,183.2,0.12,0.278,0.928,Bus priority granted - green extension issued to reduce transit delay
DEC737094,2026-06-23 10:04:35,J015,Bellandur,Priority Grant,ARGUS-DT-v2.4.1,queue=86veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,47.6,False,True,False,0.7,True,55,20.4,46.8,101.8,0.063,0.146,0.912,Bus priority granted - green extension issued to reduce transit delay
DEC737095,2025-02-04 17:11:41,J032,Richmond Circle,Priority Grant,ARGUS-DT-v2.3,queue=67veh|congestion=0.76|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Fog,False,0.0,False,True,False,0.533,True,44,29.7,39.6,120.1,0.098,0.227,0.954,Bus priority granted - green extension issued to reduce transit delay
DEC737096,2025-03-27 13:22:29,J021,Vijayanagar,Priority Grant,ARGUS-DT-v2.4.1,queue=10veh|congestion=0.14|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.097,True,29,36.7,8.4,96.7,0.08,0.185,0.956,Bus priority granted - green extension issued to reduce transit delay
DEC737097,2025-04-16 15:40:45,J030,MG Road,Priority Grant,ARGUS-DT-v2.3,queue=33veh|congestion=0.30|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.207,True,58,35.1,11.1,70.1,0.065,0.15,0.969,Bus priority granted - green extension issued to reduce transit delay
DEC737098,2025-02-01 19:38:47,J031,Cubbon Road,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.59|rain=N|festival=N|accident=N,Offset Re-planned,Weekend,False,Fog,False,0.0,False,False,False,0.327,True,40,28.3,23.4,49.8,0.029,0.066,0.975,Green wave coordination successful - maintain current corridor offset
DEC737099,2025-05-12 16:22:47,J038,Varthur,Parking Guidance,ARGUS-DT-v2.4.1,queue=40veh|congestion=0.51|rain=N|festival=N|accident=N,Proceed to Nearest Lot,Weekday,False,Clear,False,0.0,False,False,False,0.511,True,71,22.9,34.3,218.9,0.169,0.391,0.951,Moderate traffic flow - standard adaptive signal timing in effect
DEC737100,2026-01-04 13:23:59,J018,Nagawara,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=11veh|congestion=0.15|rain=N|festival=N|accident=N,39.2,Weekend,False,Clear,False,0.0,False,False,False,0.154,True,45,24.7,15.8,113.9,0.081,0.186,0.963,Normal free-flow traffic - standard signal timing maintained
DEC737101,2026-06-11 17:46:32,J010,Shivajinagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=70veh|congestion=1.00|rain=Y|festival=N|accident=N,90.0,Weekday,False,Rain,True,18.9,False,False,False,1.0,False,76,7.7,62.3,375.6,0.148,0.343,0.781,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC737102,2025-08-06 16:12:52,J009,Majestic,Route Recommendation,ARGUS-DT-v2.4,queue=50veh|congestion=0.41|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.412,True,78,26.7,24.3,82.5,0.034,0.079,0.99,Moderate traffic flow - standard adaptive signal timing in effect
DEC737103,2025-10-28 09:41:40,J001,Silk Board,Priority Grant,ARGUS-DT-v2.4.1,queue=64veh|congestion=0.86|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.603,True,60,22.1,40.8,193.9,0.15,0.346,0.972,Bus priority granted - green extension issued to reduce transit delay
DEC737104,2026-01-27 07:21:27,J010,Shivajinagar,Route Recommendation,ARGUS-DT-v2.3,queue=72veh|congestion=0.75|rain=N|festival=Y|accident=N,Alternate Route,Weekday,True,Clear,False,0.0,False,False,False,0.751,True,92,16.8,46.1,190.4,0.104,0.24,0.927,Festival crowd surge detected - alternate route and extended cycle recommended
DEC737105,2026-04-26 19:19:30,J041,Chalukya Circle,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=54veh|congestion=0.70|rain=Y|festival=N|accident=N,72.2,Weekend,False,Light Rain,True,3.3,False,False,False,0.704,True,87,18.9,47.0,144.8,0.075,0.174,0.918,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC737106,2025-03-17 09:51:21,J005,Yeshwantpur,Priority Grant,ARGUS-DT-v2.4.1,queue=77veh|congestion=0.81|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.565,True,69,18.6,31.6,183.6,0.103,0.239,0.973,Bus priority granted - green extension issued to reduce transit delay
DEC737107,2025-03-31 18:44:23,J032,Richmond Circle,Route Recommendation,ARGUS-DT-v2.4,queue=76veh|congestion=1.00|rain=N|festival=Y|accident=N,Alternate Route,Weekday,True,Clear,False,0.0,False,False,False,1.0,True,69,9.1,66.4,496.8,0.171,0.394,0.848,Festival crowd surge detected - alternate route and extended cycle recommended
DEC737108,2026-03-09 16:03:46,J042,Anand Rao Circle,Reroute Advisory,ARGUS-DT-v2.3,queue=41veh|congestion=0.46|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.296,True,48,29.3,19.9,145.8,0.115,0.266,0.972,Moderate traffic flow - standard adaptive signal timing in effect
DEC737109,2025-12-10 06:13:09,J002,Marathahalli,Reroute Advisory,ARGUS-DT-v2.4,queue=39veh|congestion=0.16|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.105,True,40,30.6,7.5,124.1,0.087,0.201,0.961,Normal free-flow traffic - standard signal timing maintained
DEC737110,2025-02-06 16:02:32,J012,Koramangala Sony World,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=32veh|congestion=0.35|rain=N|festival=N|accident=N,51.0,Weekday,False,Clear,False,0.0,False,False,False,0.35,True,67,38.0,22.0,86.1,0.099,0.228,0.968,Moderate traffic flow - standard adaptive signal timing in effect
DEC737111,2025-04-16 13:38:40,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4.1,queue=39veh|congestion=0.20|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.142,True,87,36.5,9.3,78.3,0.067,0.156,0.969,Bus priority granted - green extension issued to reduce transit delay
DEC737112,2026-06-12 08:43:51,J038,Varthur,Parking Guidance,ARGUS-DT-v2.4.1,queue=87veh|congestion=1.00|rain=N|festival=N|accident=N,Redirect to Alternate Lot,Weekday,False,Clear,False,0.0,False,False,False,1.0,True,85,9.2,71.1,370.3,0.147,0.34,0.897,Heavy congestion detected - signal timing extended and reroute suggested
DEC737113,2025-05-21 12:49:27,J035,Domlur,Route Recommendation,ARGUS-DT-v2.4.1,queue=29veh|congestion=0.24|rain=Y|festival=N|accident=N,Primary Route,Weekday,False,Light Rain,True,3.5,False,False,False,0.238,True,48,32.3,15.0,142.9,0.124,0.286,0.906,Light rain detected - minor speed reduction advised
DEC737114,2026-05-24 08:48:33,J004,Hebbal,Reroute Advisory,ARGUS-DT-v2.3,queue=66veh|congestion=0.87|rain=Y|festival=N|accident=N,Detour via Ring Road,Weekend,False,Rain,True,20.2,False,False,False,0.566,True,72,21.5,40.4,198.3,0.138,0.318,0.918,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC737115,2025-08-20 08:22:42,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4,queue=77veh|congestion=0.89|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.622,True,71,15.8,40.9,149.2,0.073,0.168,0.959,Bus priority granted - green extension issued to reduce transit delay
DEC737116,2025-12-11 09:31:14,J041,Chalukya Circle,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=66veh|congestion=0.86|rain=N|festival=N|accident=N,81.9,Weekday,False,Clear,False,0.0,False,False,False,0.865,True,92,14.8,55.0,200.4,0.111,0.255,0.929,Heavy congestion detected - signal timing extended and reroute suggested
DEC737117,2025-09-26 11:29:31,J031,Cubbon Road,Reroute Advisory,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.32|rain=N|festival=N|accident=N,No Reroute Needed,Weekday,False,Clear,False,0.0,False,False,False,0.208,True,57,49.4,18.7,112.1,0.132,0.305,0.969,Normal free-flow traffic - standard signal timing maintained
DEC737118,2025-05-15 08:22:03,J023,Basavanagudi,Priority Grant,ARGUS-DT-v2.4.1,queue=70veh|congestion=0.93|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Rain,True,8.5,False,True,False,0.652,True,77,23.4,49.4,200.2,0.148,0.341,0.888,Bus priority granted - green extension issued to reduce transit delay
DEC737119,2026-05-25 11:59:51,J009,Majestic,Green Wave Coordination,ARGUS-DT-v2.4,queue=17veh|congestion=0.17|rain=N|festival=N|accident=N,Offset Synced,Weekday,False,Clear,False,0.0,False,False,False,0.095,True,43,34.3,3.1,55.6,0.051,0.118,0.983,Green wave coordination successful - maintain current corridor offset
DEC737120,2026-01-11 18:03:29,J015,Bellandur,Reroute Advisory,ARGUS-DT-v2.4,queue=50veh|congestion=0.71|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.46,True,69,30.8,30.0,111.7,0.085,0.196,0.967,Moderate traffic flow - standard adaptive signal timing in effect
DEC737121,2025-02-19 12:03:16,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4,queue=20veh|congestion=0.25|rain=N|festival=N|accident=N,45.1,Weekday,False,Clear,False,0.0,False,False,False,0.252,True,74,36.2,13.4,74.6,0.067,0.156,0.977,Moderate traffic flow - standard adaptive signal timing in effect
DEC737122,2025-05-11 15:07:45,J010,Shivajinagar,Green Wave Coordination,ARGUS-DT-v2.4,queue=39veh|congestion=0.20|rain=N|festival=N|accident=N,Offset Synced,Weekend,False,Clear,False,0.0,False,False,False,0.111,True,30,31.2,5.6,150.8,0.133,0.307,0.974,Green wave coordination successful - maintain current corridor offset
DEC737123,2025-09-16 14:54:41,J038,Varthur,Route Recommendation,ARGUS-DT-v2.4.1,queue=32veh|congestion=0.17|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.173,True,58,33.3,9.4,42.2,0.048,0.111,0.96,Normal free-flow traffic - standard signal timing maintained
DEC737124,2025-10-30 19:38:59,J028,Tumkur Road,Priority Grant,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.84|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.59,True,67,25.8,37.4,141.8,0.127,0.293,0.959,Bus priority granted - green extension issued to reduce transit delay
DEC737125,2026-05-09 10:37:48,J024,JP Nagar,Route Recommendation,ARGUS-DT-v2.4.1,queue=51veh|congestion=0.54|rain=Y|festival=N|accident=N,Primary Route,Weekend,False,Rain,True,11.5,False,False,False,0.537,True,65,27.9,35.8,151.4,0.133,0.307,0.927,Light rain detected - minor speed reduction advised
DEC737126,2026-03-10 18:47:10,J041,Chalukya Circle,Priority Grant,ARGUS-DT-v2.4,queue=74veh|congestion=1.00|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.7,True,71,16.2,42.4,234.2,0.132,0.305,0.947,Bus priority granted - green extension issued to reduce transit delay
DEC737127,2025-08-15 06:03:51,J034,Ulsoor,Priority Grant,ARGUS-DT-v2.3,queue=41veh|congestion=0.37|rain=N|festival=Y|accident=N,Green Extension +12s,Weekday,True,Clear,False,0.0,False,True,False,0.256,True,74,35.3,17.3,94.6,0.094,0.217,0.893,Bus priority granted - green extension issued to reduce transit delay
DEC737128,2025-04-04 16:20:07,J006,Tin Factory,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=44veh|congestion=0.45|rain=N|festival=N|accident=N,57.3,Weekday,False,Clear,False,0.0,False,False,False,0.454,True,54,27.0,30.0,121.3,0.088,0.203,0.979,Moderate traffic flow - standard adaptive signal timing in effect
DEC737129,2025-08-06 08:10:47,J001,Silk Board,Priority Grant,ARGUS-DT-v2.4,queue=76veh|congestion=1.00|rain=Y|festival=N|accident=N,Green Extension +12s,Weekday,False,Heavy Rain,True,27.1,False,True,False,0.7,True,60,19.4,48.4,139.0,0.088,0.203,0.943,Bus priority granted - green extension issued to reduce transit delay
DEC737130,2026-02-22 07:50:10,J038,Varthur,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=51veh|congestion=0.57|rain=N|festival=N|accident=N,64.2,Weekend,False,Clear,False,0.0,False,False,False,0.569,True,91,21.9,35.7,198.8,0.133,0.306,0.966,Moderate traffic flow - standard adaptive signal timing in effect
DEC737131,2025-09-17 18:26:07,J019,RT Nagar,Reroute Advisory,ARGUS-DT-v2.4,queue=83veh|congestion=1.00|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.65,True,61,20.1,43.8,138.9,0.092,0.212,0.98,Moderate traffic flow - standard adaptive signal timing in effect
DEC737132,2025-11-04 09:58:05,J001,Silk Board,Route Recommendation,ARGUS-DT-v2.4.1,queue=74veh|congestion=0.79|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.785,True,62,20.0,50.6,228.0,0.146,0.337,0.945,Heavy congestion detected - signal timing extended and reroute suggested
DEC737133,2025-11-05 17:25:29,J033,Trinity Circle,Priority Grant,ARGUS-DT-v2.4.1,queue=64veh|congestion=0.81|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.57,True,59,28.9,36.6,133.6,0.108,0.248,0.971,Bus priority granted - green extension issued to reduce transit delay
DEC737134,2025-09-12 18:47:15,J030,MG Road,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=73veh|congestion=0.98|rain=N|festival=N|accident=N,89.0,Weekday,False,Clear,False,0.0,False,False,False,0.983,True,69,9.3,65.7,424.5,0.164,0.378,0.926,Heavy congestion detected - signal timing extended and reroute suggested
DEC737135,2025-01-08 09:58:53,J021,Vijayanagar,Green Wave Coordination,ARGUS-DT-v2.3,queue=77veh|congestion=0.82|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.452,True,50,28.0,29.3,154.5,0.136,0.313,0.966,Moderate traffic flow - standard adaptive signal timing in effect
DEC737136,2025-06-21 19:02:52,J042,Anand Rao Circle,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=50veh|congestion=0.70|rain=N|festival=N|accident=N,Offset Re-planned,Weekend,False,Clear,False,0.0,False,False,False,0.386,True,60,41.7,25.7,73.4,0.078,0.181,0.941,Green wave coordination successful - maintain current corridor offset
DEC737137,2026-06-24 18:06:50,J035,Domlur,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=70veh|congestion=0.92|rain=N|festival=N|accident=N,85.1,Weekday,False,Clear,False,0.0,False,False,False,0.919,True,64,12.2,57.6,407.7,0.173,0.401,0.92,Heavy congestion detected - signal timing extended and reroute suggested
DEC737138,2026-05-17 08:46:23,J006,Tin Factory,Priority Grant,ARGUS-DT-v2.4.1,queue=55veh|congestion=0.65|rain=N|festival=N|accident=N,Green Extension +12s,Weekend,False,Clear,False,0.0,False,True,False,0.453,False,59,26.8,37.4,143.6,0.077,0.178,0.905,Bus priority granted - green extension issued to reduce transit delay
DEC737139,2026-06-25 09:18:56,J040,City Market,Priority Grant,ARGUS-DT-v2.4.1,queue=69veh|congestion=0.95|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.666,True,86,23.8,46.7,86.2,0.057,0.131,0.982,Bus priority granted - green extension issued to reduce transit delay
DEC737140,2026-03-12 16:38:04,J008,Jayanagar 4th Block,Route Recommendation,ARGUS-DT-v2.4.1,queue=58veh|congestion=0.56|rain=N|festival=N|accident=N,Alternate Route,Weekday,False,Clear,False,0.0,False,False,False,0.559,True,59,28.9,35.6,119.8,0.091,0.21,0.98,Moderate traffic flow - standard adaptive signal timing in effect
DEC737141,2025-10-11 13:51:14,J022,Rajajinagar,Signal Timing Adjustment,ARGUS-DT-v2.3,queue=30veh|congestion=0.09|rain=N|festival=N|accident=N,35.4,Weekend,False,Clear,False,0.0,False,False,False,0.09,True,18,40.9,4.5,59.0,0.086,0.198,0.955,Normal free-flow traffic - standard signal timing maintained
DEC737142,2025-04-07 01:21:38,J038,Varthur,Reroute Advisory,ARGUS-DT-v2.4.1,queue=42veh|congestion=0.38|rain=N|festival=Y|accident=N,No Reroute Needed,Weekday,True,Clear,False,0.0,False,False,False,0.248,True,41,31.9,16.2,141.3,0.133,0.307,0.915,Normal free-flow traffic - standard signal timing maintained
DEC737143,2025-11-08 14:49:53,J009,Majestic,Priority Grant,ARGUS-DT-v2.3,queue=51veh|congestion=0.42|rain=Y|festival=N|accident=N,Green Extension +12s,Weekend,False,Heavy Rain,True,29.4,False,True,False,0.293,True,48,38.7,20.0,153.7,0.137,0.316,0.893,Bus priority granted - green extension issued to reduce transit delay
DEC737144,2025-06-27 22:05:02,J008,Jayanagar 4th Block,Priority Grant,ARGUS-DT-v2.4.1,queue=66veh|congestion=0.76|rain=Y|festival=N|accident=Y,Green Extension +12s,Weekday,False,Rain,True,11.6,True,True,False,0.532,True,80,23.7,40.3,167.3,0.114,0.264,0.783,Accident detected nearby - reroute and reduced speed advised
DEC737145,2025-08-04 17:38:59,J021,Vijayanagar,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=70veh|congestion=0.93|rain=Y|festival=N|accident=N,86.0,Weekday,False,Light Rain,True,7.1,False,False,False,0.933,False,67,10.6,65.5,170.7,0.067,0.155,0.805,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
DEC737146,2025-01-17 19:45:27,J040,City Market,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=83veh|congestion=0.77|rain=N|festival=N|accident=N,Offset Re-planned,Weekday,False,Clear,False,0.0,False,False,False,0.422,True,63,28.3,22.2,183.9,0.148,0.342,0.947,Moderate traffic flow - standard adaptive signal timing in effect
DEC737147,2025-11-07 13:13:00,J002,Marathahalli,Route Recommendation,ARGUS-DT-v2.4.1,queue=21veh|congestion=0.18|rain=N|festival=N|accident=N,Primary Route,Weekday,False,Clear,False,0.0,False,False,False,0.18,True,33,42.4,11.6,45.4,0.036,0.083,0.963,Normal free-flow traffic - standard signal timing maintained
DEC737148,2025-08-03 12:17:28,J036,HAL Airport Road,Green Wave Coordination,ARGUS-DT-v2.4.1,queue=26veh|congestion=0.12|rain=N|festival=N|accident=N,Offset Synced,Weekend,False,Clear,False,0.0,False,False,False,0.066,True,43,35.6,4.6,93.2,0.065,0.151,0.961,Green wave coordination successful - maintain current corridor offset
DEC737149,2025-02-23 08:17:33,J012,Koramangala Sony World,Reroute Advisory,ARGUS-DT-v2.4.1,queue=54veh|congestion=0.63|rain=N|festival=N|accident=N,Detour via Ring Road,Weekend,False,Clear,False,0.0,False,False,False,0.409,True,79,30.8,26.2,70.9,0.08,0.185,0.957,Moderate traffic flow - standard adaptive signal timing in effect
DEC737150,2025-12-06 17:34:38,J005,Yeshwantpur,Priority Grant,ARGUS-DT-v2.4.1,queue=55veh|congestion=0.62|rain=Y|festival=N|accident=N,Green Extension +12s,Weekend,False,Light Rain,True,3.0,False,True,False,0.433,True,49,26.9,27.3,145.5,0.105,0.243,0.915,Bus priority granted - green extension issued to reduce transit delay
DEC737151,2025-06-19 10:00:21,J039,KR Market,Signal Timing Adjustment,ARGUS-DT-v2.4.1,queue=62veh|congestion=0.83|rain=N|festival=N|accident=N,79.8,Weekday,False,Clear,False,0.0,False,False,False,0.83,True,86,13.0,58.2,177.3,0.09,0.207,0.969,Heavy congestion detected - signal timing extended and reroute suggested
DEC737152,2026-04-16 08:41:11,J002,Marathahalli,Reroute Advisory,ARGUS-DT-v2.4.1,queue=84veh|congestion=0.96|rain=N|festival=N|accident=N,Detour via Ring Road,Weekday,False,Clear,False,0.0,False,False,False,0.625,True,63,18.7,37.3,243.9,0.156,0.36,0.982,Moderate traffic flow - standard adaptive signal timing in effect
DEC737153,2025-09-06 18:50:58,J040,City Market,Priority Grant,ARGUS-DT-v2.4,queue=71veh|congestion=0.87|rain=N|festival=Y|accident=N,Green Extension +12s,Weekend,True,Clear,False,0.0,False,True,False,0.606,True,77,24.2,42.0,81.3,0.055,0.128,0.937,Bus priority granted - green extension issued to reduce transit delay
DEC737154,2025-02-19 17:50:34,J010,Shivajinagar,Priority Grant,ARGUS-DT-v2.4,queue=87veh|congestion=0.99|rain=N|festival=N|accident=N,Green Extension +12s,Weekday,False,Clear,False,0.0,False,True,False,0.695,True,83,17.9,46.8,144.2,0.087,0.2,0.963,Bus priority granted - green extension issued to reduce transit delay
DEC737155,2025-06-22 18:40:36,J042,Anand Rao Circle,Route Recommendation,ARGUS-DT-v2.4,queue=64veh|congestion=0.74|rain=N|festival=N|accident=N,Alternate Route,Weekend,False,Clear,False,0.0,False,False,False,0.738,True,88,22.6,53.9,179.0,0.118,0.273,0.966,Moderate traffic flow - standard adaptive signal timing in effect
DEC737156,2025-09-24 16:27:22,J023,Basavanagudi,Route Recommendation,ARGUS-DT-v2.4,queue=70veh|congestion=0.80|rain=Y|festival=N|accident=N,Alternate Route,Weekday,False,Rain,True,23.3,False,False,False,0.805,True,68,15.5,51.7,218.3,0.12,0.278,0.895,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
