event_id,timestamp,event_type,venue_junction_id,venue_junction_name,expected_attendance,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,road_closure_active,congestion_index,congestion_level,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EVT445451,2025-07-13 17:16:50,Trade Fair,J009,Majestic,11188,Weekend,False,Clear,False,0.0,False,False,0.731,High,16.5,51.7,421.4,0.24,0.553,0.949,Moderate traffic flow - standard adaptive signal timing in effect
EVT445452,2025-08-28 20:45:51,Religious Festival,J040,City Market,43633,Weekday,True,Clear,False,0.0,False,False,0.982,Severe,7.9,69.6,448.4,0.144,0.332,0.861,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445453,2026-03-27 15:20:29,Cultural Procession,J031,Cubbon Road,9452,Weekday,True,Clear,False,0.0,False,False,0.52,Moderate,26.1,36.1,256.0,0.201,0.464,0.933,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445454,2026-04-02 15:49:43,Local Market Day,J009,Majestic,2945,Weekday,False,Clear,False,0.0,False,False,0.394,Moderate,27.2,24.7,117.8,0.078,0.181,0.955,Moderate traffic flow - standard adaptive signal timing in effect
EVT445455,2026-03-28 19:59:39,Trade Fair,J009,Majestic,10439,Weekend,False,Clear,False,0.0,False,False,0.728,High,16.7,55.6,291.4,0.168,0.388,0.938,Moderate traffic flow - standard adaptive signal timing in effect
EVT445456,2025-09-27 06:59:01,Local Market Day,J012,Koramangala Sony World,4759,Weekend,False,Rain,True,8.1,False,False,0.636,High,19.5,42.0,266.7,0.179,0.413,0.916,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445457,2026-01-19 20:47:59,Local Market Day,J020,Malleshwaram Circle,5087,Weekday,False,Clear,False,0.0,False,False,0.482,Moderate,26.3,28.5,131.0,0.096,0.223,0.955,Moderate traffic flow - standard adaptive signal timing in effect
EVT445458,2025-12-16 16:05:37,Sports Fixture,J011,Indiranagar 100ft Road,19280,Weekday,False,Clear,False,0.0,False,False,0.502,Moderate,23.9,36.1,139.3,0.099,0.229,0.97,Moderate traffic flow - standard adaptive signal timing in effect
EVT445459,2025-01-22 06:07:33,Sports Fixture,J012,Koramangala Sony World,17397,Weekday,False,Clear,False,0.0,False,False,0.288,Low,20.9,22.1,231.7,0.141,0.327,0.982,Moderate traffic flow - standard adaptive signal timing in effect
EVT445460,2025-01-26 09:18:31,Fireworks Display,J020,Malleshwaram Circle,14148,Weekend,True,Clear,False,0.0,False,False,1.0,Severe,7.7,74.2,714.0,0.233,0.539,0.895,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445461,2025-07-11 10:19:37,Sports Fixture,J009,Majestic,12948,Weekday,False,Light Rain,True,5.0,False,False,0.809,Severe,16.7,60.9,338.7,0.205,0.473,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445462,2026-02-09 17:56:18,Sports Fixture,J012,Koramangala Sony World,36738,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,7.0,64.2,754.7,0.205,0.475,0.934,Heavy congestion detected - signal timing extended and reroute suggested
EVT445463,2025-12-15 03:57:10,Sports Fixture,J020,Malleshwaram Circle,17437,Weekday,False,Clear,False,0.0,True,False,0.716,High,13.7,50.2,386.5,0.171,0.395,0.769,Accident detected nearby - reroute and reduced speed advised
EVT445464,2025-04-29 07:57:21,Concert,J040,City Market,11776,Weekday,False,Clear,False,0.0,False,False,0.805,Severe,13.5,54.6,430.5,0.199,0.46,0.962,Heavy congestion detected - signal timing extended and reroute suggested
EVT445465,2025-12-13 10:56:54,Local Market Day,J012,Koramangala Sony World,4913,Weekend,False,Clear,False,0.0,False,False,0.488,Moderate,20.4,35.3,230.5,0.167,0.386,0.958,Moderate traffic flow - standard adaptive signal timing in effect
EVT445466,2025-02-08 14:35:23,Local Market Day,J023,Basavanagudi,6253,Weekend,False,Clear,False,0.0,False,False,0.309,Low,36.6,25.2,132.4,0.129,0.297,0.954,Moderate traffic flow - standard adaptive signal timing in effect
EVT445467,2026-03-23 20:43:32,Concert,J012,Koramangala Sony World,16300,Weekday,False,Clear,False,0.0,False,False,0.619,High,24.6,46.0,208.8,0.152,0.351,0.978,Moderate traffic flow - standard adaptive signal timing in effect
EVT445468,2026-03-25 09:37:34,Local Market Day,J011,Indiranagar 100ft Road,4683,Weekday,False,Clear,False,0.0,False,False,0.94,Severe,9.9,70.5,525.6,0.208,0.48,0.912,Heavy congestion detected - signal timing extended and reroute suggested
EVT445469,2025-08-11 04:43:45,Concert,J031,Cubbon Road,8452,Weekday,False,Heavy Rain,True,65.9,False,False,0.569,High,16.2,41.8,357.8,0.196,0.453,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445470,2026-03-23 09:36:19,Trade Fair,J030,MG Road,10002,Weekday,False,Clear,False,0.0,False,False,0.961,Severe,11.3,68.7,475.8,0.225,0.519,0.915,Heavy congestion detected - signal timing extended and reroute suggested
EVT445471,2025-08-31 10:38:17,Local Market Day,J011,Indiranagar 100ft Road,5170,Weekend,False,Clear,False,0.0,False,False,0.561,High,22.5,40.4,135.2,0.08,0.185,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT445472,2025-09-11 07:28:14,Trade Fair,J040,City Market,6665,Weekday,False,Clear,False,0.0,False,False,0.612,High,18.7,42.7,276.4,0.17,0.392,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT445473,2025-02-20 10:44:27,Trade Fair,J009,Majestic,12830,Weekday,False,Clear,False,0.0,False,False,0.535,Moderate,22.4,42.6,161.6,0.132,0.305,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT445474,2025-08-28 19:09:40,Religious Festival,J020,Malleshwaram Circle,74296,Weekday,True,Clear,False,0.0,True,False,1.0,Severe,10.0,63.6,157.0,0.074,0.171,0.684,Accident detected nearby - reroute and reduced speed advised
EVT445475,2025-11-17 14:04:56,Trade Fair,J020,Malleshwaram Circle,8739,Weekday,False,Clear,False,0.0,False,False,0.259,Low,29.0,19.0,91.7,0.052,0.12,0.957,Moderate traffic flow - standard adaptive signal timing in effect
EVT445476,2025-05-26 18:27:19,Local Market Day,J023,Basavanagudi,5493,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.0,67.3,523.3,0.207,0.478,0.898,Heavy congestion detected - signal timing extended and reroute suggested
EVT445477,2025-12-23 10:55:00,Concert,J030,MG Road,8421,Weekday,False,Clear,False,0.0,False,False,0.521,Moderate,19.5,36.6,306.9,0.187,0.433,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT445478,2026-05-09 12:11:16,Political Rally,J030,MG Road,26975,Weekend,False,Clear,False,0.0,False,False,0.419,Moderate,25.7,27.3,111.2,0.064,0.147,0.949,Moderate traffic flow - standard adaptive signal timing in effect
EVT445479,2025-01-28 09:13:13,Trade Fair,J023,Basavanagudi,10298,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.0,68.7,841.5,0.26,0.6,0.923,Heavy congestion detected - signal timing extended and reroute suggested
EVT445480,2026-05-26 08:18:42,Trade Fair,J040,City Market,8101,Weekday,False,Clear,False,0.0,False,False,0.866,Severe,13.6,64.4,351.4,0.186,0.429,0.959,Heavy congestion detected - signal timing extended and reroute suggested
EVT445481,2025-10-06 06:21:17,Sports Fixture,J040,City Market,24642,Weekday,False,Clear,False,0.0,False,False,0.374,Moderate,29.1,29.9,104.7,0.094,0.218,0.961,Moderate traffic flow - standard adaptive signal timing in effect
EVT445482,2025-06-11 19:06:11,Local Market Day,J040,City Market,3486,Weekday,False,Clear,False,0.0,False,False,0.931,Severe,12.7,71.4,555.8,0.267,0.616,0.917,Heavy congestion detected - signal timing extended and reroute suggested
EVT445483,2026-03-07 08:19:38,Political Rally,J012,Koramangala Sony World,17242,Weekend,False,Clear,False,0.0,False,False,0.867,Severe,10.4,67.1,287.6,0.112,0.26,0.954,Heavy congestion detected - signal timing extended and reroute suggested
EVT445484,2025-06-15 16:21:18,Local Market Day,J023,Basavanagudi,4052,Weekend,False,Heavy Rain,True,38.2,False,False,0.838,Severe,13.6,63.1,227.0,0.118,0.272,0.904,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445485,2025-10-22 06:29:15,Cultural Procession,J011,Indiranagar 100ft Road,21395,Weekday,True,Clear,False,0.0,False,True,0.776,High,15.6,70.1,292.3,0.176,0.407,0.878,Road closure for event/procession - full detour recommended for through-traffic
EVT445486,2025-05-13 20:43:24,Sports Fixture,J020,Malleshwaram Circle,19675,Weekday,False,Rain,True,21.4,False,False,0.832,Severe,16.9,55.8,147.2,0.103,0.238,0.899,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445487,2025-03-23 15:23:28,Local Market Day,J040,City Market,2977,Weekend,False,Fog,False,0.0,False,False,0.362,Moderate,28.3,24.3,134.7,0.099,0.229,0.965,Moderate traffic flow - standard adaptive signal timing in effect
EVT445488,2025-08-02 15:52:23,Sports Fixture,J012,Koramangala Sony World,41692,Weekend,False,Clear,False,0.0,False,False,0.679,High,18.9,48.9,178.0,0.137,0.316,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT445489,2025-05-29 07:07:14,Local Market Day,J030,MG Road,3320,Weekday,False,Clear,False,0.0,False,False,0.346,Low,33.6,27.8,62.7,0.049,0.113,0.966,Moderate traffic flow - standard adaptive signal timing in effect
EVT445490,2025-02-02 18:21:24,Trade Fair,J030,MG Road,15123,Weekend,False,Clear,False,0.0,False,False,1.0,Severe,9.4,69.3,399.1,0.163,0.378,0.932,Heavy congestion detected - signal timing extended and reroute suggested
EVT445491,2025-05-24 10:16:29,Local Market Day,J023,Basavanagudi,3630,Weekend,False,Clear,False,0.0,False,False,0.717,High,18.9,46.6,338.4,0.211,0.488,0.98,Moderate traffic flow - standard adaptive signal timing in effect
EVT445492,2025-08-25 11:24:31,Concert,J020,Malleshwaram Circle,9118,Weekday,False,Clear,False,0.0,False,False,0.326,Low,23.8,25.1,215.7,0.145,0.334,0.977,Moderate traffic flow - standard adaptive signal timing in effect
EVT445493,2025-11-21 08:22:15,Sports Fixture,J030,MG Road,13896,Weekday,False,Clear,False,0.0,False,False,0.932,Severe,11.6,64.5,324.5,0.147,0.34,0.941,Heavy congestion detected - signal timing extended and reroute suggested
EVT445494,2025-03-07 16:46:09,Local Market Day,J030,MG Road,4100,Weekday,False,Fog,False,0.0,False,False,0.651,High,22.5,41.4,126.2,0.09,0.208,0.974,Moderate traffic flow - standard adaptive signal timing in effect
EVT445495,2025-10-31 07:13:22,Local Market Day,J011,Indiranagar 100ft Road,3115,Weekday,False,Rain,True,17.5,False,False,0.758,Severe,16.7,49.4,175.8,0.1,0.23,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445496,2025-08-01 08:17:22,Sports Fixture,J020,Malleshwaram Circle,9337,Weekday,False,Heavy Rain,True,32.6,True,False,1.0,Severe,9.5,69.2,374.7,0.17,0.393,0.683,Accident detected nearby - reroute and reduced speed advised
EVT445497,2026-02-27 19:57:19,Local Market Day,J011,Indiranagar 100ft Road,4576,Weekday,False,Fog,False,0.0,False,False,0.797,Severe,15.5,63.7,409.9,0.225,0.521,0.983,Heavy congestion detected - signal timing extended and reroute suggested
EVT445498,2025-06-23 15:43:13,Trade Fair,J012,Koramangala Sony World,11446,Weekday,False,Clear,False,0.0,False,False,0.483,Moderate,21.0,38.1,241.6,0.147,0.339,0.963,Moderate traffic flow - standard adaptive signal timing in effect
EVT445499,2025-06-02 08:44:52,Concert,J030,MG Road,14513,Weekday,False,Heavy Rain,True,32.4,False,False,1.0,Severe,7.0,65.0,944.6,0.266,0.615,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445500,2026-04-13 14:16:26,Concert,J030,MG Road,17991,Weekday,False,Clear,False,0.0,False,False,0.263,Low,32.7,21.9,184.9,0.141,0.326,0.987,Moderate traffic flow - standard adaptive signal timing in effect
EVT445501,2025-07-06 22:04:05,Local Market Day,J030,MG Road,5944,Weekend,False,Rain,True,21.5,False,False,0.513,Moderate,26.4,40.7,190.2,0.161,0.371,0.895,Light rain detected - minor speed reduction advised
EVT445502,2025-11-08 08:56:36,Concert,J009,Majestic,9536,Weekend,False,Fog,False,0.0,False,False,0.896,Severe,8.7,62.4,278.8,0.106,0.245,0.889,Heavy congestion detected - signal timing extended and reroute suggested
EVT445503,2026-05-09 20:07:16,Political Rally,J031,Cubbon Road,19878,Weekend,False,Clear,False,0.0,False,False,0.678,High,16.4,49.0,286.0,0.139,0.321,0.951,Moderate traffic flow - standard adaptive signal timing in effect
EVT445504,2026-02-03 17:24:31,Concert,J009,Majestic,17721,Weekday,False,Fog,False,0.0,False,False,0.993,Severe,9.4,72.6,370.7,0.142,0.328,0.901,Heavy congestion detected - signal timing extended and reroute suggested
EVT445505,2025-04-05 00:49:50,Concert,J023,Basavanagudi,10154,Weekend,False,Clear,False,0.0,False,False,0.359,Moderate,27.9,22.7,209.7,0.16,0.37,0.946,Moderate traffic flow - standard adaptive signal timing in effect
EVT445506,2026-06-29 17:02:33,Political Rally,J012,Koramangala Sony World,15081,Weekday,False,Clear,False,0.0,False,False,0.83,Severe,10.0,63.5,507.3,0.192,0.444,0.947,Heavy congestion detected - signal timing extended and reroute suggested
EVT445507,2025-04-02 15:39:16,Trade Fair,J031,Cubbon Road,5871,Weekday,False,Clear,False,0.0,True,False,0.71,High,14.3,50.7,305.4,0.161,0.372,0.801,Accident detected nearby - reroute and reduced speed advised
EVT445508,2026-06-26 14:45:22,Local Market Day,J012,Koramangala Sony World,5393,Weekday,False,Heavy Rain,True,36.1,False,False,0.611,High,22.3,45.1,227.9,0.16,0.37,0.904,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445509,2025-06-15 14:18:50,Political Rally,J020,Malleshwaram Circle,25741,Weekend,False,Heavy Rain,True,45.6,False,False,0.781,Severe,14.0,54.9,396.4,0.201,0.465,0.901,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445510,2026-01-21 19:20:52,Local Market Day,J011,Indiranagar 100ft Road,4976,Weekday,False,Clear,False,0.0,False,False,0.973,Severe,9.1,70.3,499.4,0.18,0.416,0.924,Heavy congestion detected - signal timing extended and reroute suggested
EVT445511,2026-03-28 18:55:21,Local Market Day,J030,MG Road,8553,Weekend,False,Clear,False,0.0,False,False,0.813,Severe,13.1,51.7,241.1,0.105,0.243,0.947,Heavy congestion detected - signal timing extended and reroute suggested
EVT445512,2025-04-11 11:31:18,Political Rally,J023,Basavanagudi,12685,Weekday,False,Clear,False,0.0,False,False,0.303,Low,28.8,21.1,135.4,0.102,0.236,0.965,Moderate traffic flow - standard adaptive signal timing in effect
EVT445513,2025-05-26 19:01:23,Concert,J030,MG Road,10510,Weekday,False,Clear,False,0.0,False,False,0.942,Severe,10.9,67.3,459.3,0.191,0.442,0.929,Heavy congestion detected - signal timing extended and reroute suggested
EVT445514,2025-10-24 09:43:44,Local Market Day,J012,Koramangala Sony World,3708,Weekday,False,Clear,False,0.0,False,False,0.858,Severe,12.3,66.0,391.8,0.177,0.408,0.96,Heavy congestion detected - signal timing extended and reroute suggested
EVT445515,2025-06-07 08:04:02,Political Rally,J031,Cubbon Road,14070,Weekend,False,Clear,False,0.0,False,False,0.796,Severe,12.7,54.1,138.1,0.077,0.179,0.952,Heavy congestion detected - signal timing extended and reroute suggested
EVT445516,2026-01-02 11:12:32,Cultural Procession,J012,Koramangala Sony World,15681,Weekday,True,Clear,False,0.0,False,True,0.799,High,14.2,74.3,325.6,0.17,0.394,0.868,Road closure for event/procession - full detour recommended for through-traffic
EVT445517,2025-12-13 18:14:49,Local Market Day,J020,Malleshwaram Circle,4877,Weekend,False,Clear,False,0.0,False,False,0.933,Severe,6.6,64.6,593.8,0.155,0.359,0.906,Heavy congestion detected - signal timing extended and reroute suggested
EVT445518,2025-05-09 08:55:21,Political Rally,J011,Indiranagar 100ft Road,13585,Weekday,False,Rain,True,9.7,False,False,1.0,Severe,9.2,70.3,192.5,0.093,0.215,0.882,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445519,2026-02-14 07:32:22,Trade Fair,J020,Malleshwaram Circle,6988,Weekend,False,Clear,False,0.0,False,False,0.526,Moderate,27.2,44.9,247.3,0.201,0.464,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT445520,2025-01-07 09:44:14,Sports Fixture,J020,Malleshwaram Circle,12061,Weekday,False,Clear,False,0.0,False,False,0.993,Severe,8.1,61.7,556.2,0.18,0.415,0.917,Heavy congestion detected - signal timing extended and reroute suggested
EVT445521,2026-01-13 09:31:56,Trade Fair,J031,Cubbon Road,7942,Weekday,False,Clear,False,0.0,False,False,0.97,Severe,8.8,65.1,194.3,0.084,0.195,0.915,Heavy congestion detected - signal timing extended and reroute suggested
EVT445522,2025-01-17 07:54:46,Local Market Day,J012,Koramangala Sony World,4258,Weekday,False,Clear,False,0.0,False,False,0.809,Severe,14.0,58.1,299.2,0.154,0.355,0.948,Heavy congestion detected - signal timing extended and reroute suggested
EVT445523,2026-04-06 18:17:32,Local Market Day,J023,Basavanagudi,3960,Weekday,False,Clear,False,0.0,False,False,0.969,Severe,12.2,69.5,544.9,0.255,0.589,0.922,Heavy congestion detected - signal timing extended and reroute suggested
EVT445524,2025-09-19 12:23:44,Sports Fixture,J031,Cubbon Road,18899,Weekday,False,Clear,False,0.0,False,False,0.307,Low,29.4,23.2,112.4,0.067,0.155,0.952,Moderate traffic flow - standard adaptive signal timing in effect
EVT445525,2025-01-15 06:41:09,Fireworks Display,J023,Basavanagudi,24807,Weekday,True,Clear,False,0.0,False,False,0.638,High,22.1,49.6,219.5,0.152,0.351,0.9,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445526,2025-05-10 08:44:25,Trade Fair,J020,Malleshwaram Circle,8473,Weekend,False,Clear,False,0.0,False,False,0.943,Severe,9.9,68.2,564.2,0.234,0.542,0.908,Heavy congestion detected - signal timing extended and reroute suggested
EVT445527,2025-01-21 19:20:16,Concert,J031,Cubbon Road,14248,Weekday,False,Clear,False,0.0,False,False,0.988,Severe,9.3,74.6,612.1,0.235,0.543,0.882,Heavy congestion detected - signal timing extended and reroute suggested
EVT445528,2025-12-16 17:22:18,Sports Fixture,J030,MG Road,14568,Weekday,False,Clear,False,0.0,False,False,0.859,Severe,14.2,63.1,285.5,0.161,0.373,0.937,Heavy congestion detected - signal timing extended and reroute suggested
EVT445529,2025-08-15 15:41:06,Fireworks Display,J023,Basavanagudi,16442,Weekday,True,Heavy Rain,True,49.2,False,False,1.0,Severe,7.2,66.1,402.4,0.11,0.253,0.801,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445530,2025-05-23 13:23:26,Sports Fixture,J009,Majestic,20472,Weekday,False,Clear,False,0.0,False,False,0.346,Low,27.3,26.8,218.5,0.157,0.363,0.99,Moderate traffic flow - standard adaptive signal timing in effect
EVT445531,2025-09-08 23:24:33,Trade Fair,J011,Indiranagar 100ft Road,9152,Weekday,False,Clear,False,0.0,False,False,0.223,Low,27.8,8.8,246.0,0.155,0.359,0.99,Normal free-flow traffic - standard signal timing maintained
EVT445532,2026-05-21 08:42:29,Local Market Day,J031,Cubbon Road,3886,Weekday,False,Heavy Rain,True,33.1,False,False,1.0,Severe,8.6,69.7,1030.1,0.317,0.733,0.837,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445533,2026-03-29 22:03:58,Sports Fixture,J012,Koramangala Sony World,13874,Weekend,False,Clear,False,0.0,False,False,0.398,Moderate,28.2,31.0,159.2,0.111,0.257,0.951,Moderate traffic flow - standard adaptive signal timing in effect
EVT445534,2025-06-22 05:07:24,Local Market Day,J023,Basavanagudi,5369,Weekend,False,Clear,False,0.0,False,False,0.314,Low,28.1,19.1,118.1,0.099,0.228,0.962,Moderate traffic flow - standard adaptive signal timing in effect
EVT445535,2026-01-12 13:55:41,Local Market Day,J040,City Market,5751,Weekday,False,Clear,False,0.0,False,False,0.247,Low,30.0,22.8,114.8,0.081,0.187,0.98,Normal free-flow traffic - standard signal timing maintained
EVT445536,2025-01-30 18:57:35,Local Market Day,J040,City Market,3665,Weekday,False,Clear,False,0.0,False,False,0.873,Severe,12.1,63.2,382.2,0.172,0.397,0.948,Heavy congestion detected - signal timing extended and reroute suggested
EVT445537,2025-05-13 19:56:46,Political Rally,J009,Majestic,11543,Weekday,False,Rain,True,14.1,False,False,1.0,Severe,10.0,73.7,387.6,0.155,0.358,0.878,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445538,2026-04-20 08:39:32,Trade Fair,J009,Majestic,4775,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.0,69.9,249.4,0.097,0.224,0.927,Heavy congestion detected - signal timing extended and reroute suggested
EVT445539,2026-02-13 18:15:55,Local Market Day,J009,Majestic,5282,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,10.6,69.2,382.9,0.163,0.375,0.89,Heavy congestion detected - signal timing extended and reroute suggested
EVT445540,2025-04-22 08:41:43,Sports Fixture,J011,Indiranagar 100ft Road,33989,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,9.9,71.7,434.8,0.179,0.413,0.896,Heavy congestion detected - signal timing extended and reroute suggested
EVT445541,2026-06-09 07:16:00,Political Rally,J031,Cubbon Road,18560,Weekday,False,Clear,False,0.0,False,False,0.627,High,21.2,43.2,179.6,0.124,0.287,0.947,Moderate traffic flow - standard adaptive signal timing in effect
EVT445542,2025-11-18 19:10:32,Local Market Day,J012,Koramangala Sony World,3306,Weekday,False,Clear,False,0.0,False,False,0.987,Severe,10.7,69.6,440.3,0.19,0.439,0.924,Heavy congestion detected - signal timing extended and reroute suggested
EVT445543,2026-03-21 20:43:05,Political Rally,J023,Basavanagudi,9624,Weekend,False,Clear,False,0.0,False,False,0.58,High,25.0,37.1,188.3,0.132,0.306,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT445544,2025-03-16 09:52:34,Concert,J011,Indiranagar 100ft Road,14618,Weekend,False,Clear,False,0.0,False,False,0.787,Severe,13.7,55.1,386.0,0.175,0.405,0.975,Heavy congestion detected - signal timing extended and reroute suggested
EVT445545,2025-09-21 12:57:21,Local Market Day,J012,Koramangala Sony World,6437,Weekend,False,Rain,True,11.5,False,False,0.421,Moderate,19.7,32.5,227.5,0.128,0.297,0.919,Light rain detected - minor speed reduction advised
EVT445546,2025-11-14 21:03:48,Sports Fixture,J011,Indiranagar 100ft Road,34505,Weekday,False,Clear,False,0.0,False,False,0.673,High,17.1,49.3,196.4,0.133,0.306,0.969,Moderate traffic flow - standard adaptive signal timing in effect
EVT445547,2026-05-25 19:31:09,Trade Fair,J012,Koramangala Sony World,8121,Weekday,False,Clear,False,0.0,False,False,0.903,Severe,12.0,66.8,276.8,0.141,0.325,0.935,Heavy congestion detected - signal timing extended and reroute suggested
EVT445548,2025-03-23 20:41:02,Local Market Day,J023,Basavanagudi,4726,Weekend,False,Clear,False,0.0,False,False,0.446,Moderate,28.2,30.9,148.0,0.127,0.294,0.981,Moderate traffic flow - standard adaptive signal timing in effect
EVT445549,2025-11-06 08:11:37,Local Market Day,J023,Basavanagudi,4662,Weekday,False,Clear,False,0.0,False,False,0.888,Severe,15.4,63.1,240.0,0.139,0.322,0.96,Heavy congestion detected - signal timing extended and reroute suggested
EVT445550,2025-04-25 16:50:57,Local Market Day,J020,Malleshwaram Circle,2738,Weekday,False,Clear,False,0.0,False,False,0.619,High,14.4,42.9,379.5,0.171,0.396,0.957,Moderate traffic flow - standard adaptive signal timing in effect
EVT445551,2025-03-22 18:40:48,Local Market Day,J023,Basavanagudi,5544,Weekend,False,Clear,False,0.0,False,False,0.922,Severe,12.3,66.7,421.9,0.189,0.437,0.924,Heavy congestion detected - signal timing extended and reroute suggested
EVT445552,2026-03-26 07:47:46,Fireworks Display,J012,Koramangala Sony World,20650,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,8.2,70.7,748.3,0.255,0.59,0.854,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445553,2026-01-27 08:09:54,Religious Festival,J030,MG Road,34829,Weekday,True,Clear,False,0.0,False,False,1.0,Severe,8.0,66.1,236.3,0.096,0.222,0.858,Festival crowd surge detected - alternate route and extended cycle recommended
EVT445554,2025-03-01 10:02:51,Political Rally,J030,MG Road,11931,Weekend,False,Clear,False,0.0,False,False,0.729,High,19.9,54.1,208.4,0.123,0.283,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT445555,2025-10-14 20:23:56,Concert,J030,MG Road,13775,Weekday,False,Clear,False,0.0,False,False,0.726,High,18.2,51.8,271.6,0.166,0.383,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT445556,2026-01-17 14:24:40,Sports Fixture,J020,Malleshwaram Circle,20067,Weekend,False,Clear,False,0.0,False,False,0.344,Low,33.8,25.5,97.1,0.093,0.215,0.967,Moderate traffic flow - standard adaptive signal timing in effect
EVT445557,2025-02-15 08:56:10,Local Market Day,J012,Koramangala Sony World,3528,Weekend,False,Clear,False,0.0,False,False,0.861,Severe,11.7,65.3,496.1,0.212,0.489,0.958,Heavy congestion detected - signal timing extended and reroute suggested
EVT445558,2025-09-29 09:29:59,Sports Fixture,J040,City Market,21993,Weekday,False,Rain,True,21.7,False,False,1.0,Severe,5.4,68.2,1064.5,0.268,0.619,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445559,2026-03-07 02:40:39,Local Market Day,J040,City Market,4804,Weekend,False,Clear,False,0.0,False,False,0.338,Low,31.2,26.4,178.5,0.156,0.361,0.972,Moderate traffic flow - standard adaptive signal timing in effect
EVT445560,2026-06-08 19:59:18,Local Market Day,J012,Koramangala Sony World,4587,Weekday,False,Clear,False,0.0,False,False,0.685,High,17.0,44.6,339.2,0.184,0.426,0.968,Moderate traffic flow - standard adaptive signal timing in effect
EVT445561,2025-10-25 16:10:06,Trade Fair,J031,Cubbon Road,20252,Weekend,False,Heavy Rain,True,30.6,False,False,0.938,Severe,10.6,61.9,386.7,0.153,0.355,0.874,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445562,2025-02-25 18:42:23,Political Rally,J031,Cubbon Road,14130,Weekday,False,Clear,False,0.0,False,False,1.0,Severe,8.2,67.4,377.2,0.123,0.284,0.925,Heavy congestion detected - signal timing extended and reroute suggested
EVT445563,2026-05-26 14:25:24,Concert,J030,MG Road,5729,Weekday,False,Fog,False,0.0,False,False,0.185,Low,36.8,8.3,147.8,0.136,0.313,0.969,Normal free-flow traffic - standard signal timing maintained
EVT445564,2025-05-16 16:21:27,Sports Fixture,J040,City Market,14628,Weekday,False,Clear,False,0.0,False,False,0.573,High,21.5,39.0,265.8,0.195,0.451,0.975,Moderate traffic flow - standard adaptive signal timing in effect
EVT445565,2025-05-18 09:20:17,Sports Fixture,J020,Malleshwaram Circle,15052,Weekend,False,Clear,False,0.0,False,False,0.882,Severe,13.5,64.2,332.3,0.183,0.423,0.946,Heavy congestion detected - signal timing extended and reroute suggested
EVT445566,2026-06-13 08:51:28,Local Market Day,J023,Basavanagudi,4210,Weekend,False,Heavy Rain,True,31.1,False,False,1.0,Severe,8.2,75.8,514.0,0.187,0.431,0.851,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
EVT445567,2025-06-05 12:32:50,Sports Fixture,J040,City Market,28492,Weekday,False,Clear,False,0.0,False,False,0.42,Moderate,25.0,33.4,212.5,0.146,0.338,0.951,Moderate traffic flow - standard adaptive signal timing in effect
EVT445568,2025-05-07 20:21:01,Local Market Day,J030,MG Road,6390,Weekday,False,Clear,False,0.0,False,False,0.61,High,24.7,46.7,232.2,0.171,0.394,0.964,Moderate traffic flow - standard adaptive signal timing in effect
