record_id,timestamp,junction_id,junction_name,neighbor_junction_id,neighbor_junction_name,approach_direction,num_lanes,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident,priority_class,incoming_vehicle_count,queue_length_vehicles,requested_green_time_sec,granted_green_time_sec,negotiation_rounds,negotiation_outcome,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
JN137519,2025-05-29 20:24:34,J031,Cubbon Road,J002,Marathahalli,East,3,Weekday,False,Clear,False,0.0,False,Bus,42,35,42.4,37.9,2,Priority Granted (Bus),0.529,22.2,24.7,123.4,0.096,0.222,0.953,Bus priority granted - green extension issued to reduce transit delay
JN137520,2025-12-19 11:02:40,J037,Kadugodi,J039,KR Market,West,2,Weekday,False,Clear,False,0.0,False,Normal,33,31,34.4,43.9,1,Accepted,0.333,26.0,20.1,89.7,0.062,0.143,0.963,Moderate traffic flow - standard adaptive signal timing in effect
JN137521,2025-10-14 14:41:22,J008,Jayanagar 4th Block,J014,Electronic City Toll,South,2,Weekday,False,Rain,True,8.5,False,Normal,31,25,27.2,47.6,1,Accepted,0.156,42.4,11.6,65.7,0.07,0.161,0.897,Light rain detected - minor speed reduction advised
JN137522,2026-03-29 08:03:52,J034,Ulsoor,J039,KR Market,West,4,Weekend,False,Clear,False,0.0,False,Normal,28,21,25.7,33.7,1,Accepted,0.459,26.4,28.2,143.2,0.086,0.199,0.966,Moderate traffic flow - standard adaptive signal timing in effect
JN137523,2025-05-18 18:34:02,J042,Anand Rao Circle,J036,HAL Airport Road,West,4,Weekend,False,Clear,False,0.0,False,Normal,33,30,28.1,39.4,1,Accepted,0.647,18.4,40.1,200.6,0.124,0.286,0.964,Moderate traffic flow - standard adaptive signal timing in effect
JN137524,2025-01-09 13:30:14,J007,Banashankari,J009,Majestic,North,3,Weekday,False,Clear,False,0.0,False,Normal,18,10,12.4,45.0,1,Accepted,0.051,40.1,3.0,63.8,0.057,0.132,0.955,Normal free-flow traffic - standard signal timing maintained
JN137525,2025-05-25 07:41:13,J025,Bannerghatta Road,J030,MG Road,West,2,Weekend,False,Rain,True,9.7,False,Normal,43,33,32.3,42.8,2,Accepted,0.537,24.6,42.6,121.9,0.076,0.176,0.92,Light rain detected - minor speed reduction advised
JN137526,2025-03-29 17:35:05,J038,Varthur,J004,Hebbal,South,3,Weekend,False,Clear,False,0.0,False,Normal,40,33,32.2,40.8,2,Accepted,0.567,18.4,40.7,210.7,0.127,0.293,0.944,Moderate traffic flow - standard adaptive signal timing in effect
JN137527,2025-02-10 12:19:27,J035,Domlur,J036,HAL Airport Road,North,3,Weekday,False,Clear,False,0.0,False,Bus,26,18,38.2,36.0,3,Priority Granted (Bus),0.163,33.1,4.3,56.8,0.048,0.112,0.99,Bus priority granted - green extension issued to reduce transit delay
JN137528,2026-02-12 19:25:53,J023,Basavanagudi,J034,Ulsoor,West,3,Weekday,False,Clear,False,0.0,False,Normal,44,41,32.3,33.0,1,Accepted,0.791,15.3,54.6,151.3,0.077,0.179,0.947,Heavy congestion detected - signal timing extended and reroute suggested
JN137529,2025-08-12 12:01:14,J038,Varthur,J016,Sarjapur Road,East,2,Weekday,False,Rain,True,23.1,False,Normal,27,23,25.1,46.1,2,Accepted,0.314,29.3,21.6,128.0,0.107,0.247,0.923,Light rain detected - minor speed reduction advised
JN137530,2025-08-25 22:09:19,J040,City Market,J004,Hebbal,East,4,Weekday,False,Heavy Rain,True,30.7,False,Normal,36,28,24.3,44.3,1,Accepted,0.507,23.8,31.2,109.7,0.079,0.182,0.911,Light rain detected - minor speed reduction advised
JN137531,2026-05-13 15:42:19,J034,Ulsoor,J019,RT Nagar,South,2,Weekday,False,Clear,False,0.0,False,Bus,39,34,42.5,42.5,2,Priority Granted (Bus),0.306,37.1,16.1,59.6,0.042,0.098,0.977,Bus priority granted - green extension issued to reduce transit delay
JN137532,2025-12-19 16:13:09,J002,Marathahalli,J034,Ulsoor,West,2,Weekday,False,Clear,False,0.0,False,Normal,33,27,28.7,51.3,2,Accepted,0.335,29.2,23.3,83.5,0.046,0.105,0.976,Moderate traffic flow - standard adaptive signal timing in effect
JN137533,2025-10-14 18:58:16,J030,MG Road,J032,Richmond Circle,West,4,Weekday,False,Heavy Rain,True,28.5,False,Normal,47,43,37.4,39.9,1,Accepted,0.936,8.8,58.3,174.3,0.07,0.163,0.9,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137534,2026-02-26 07:10:21,J031,Cubbon Road,J038,Varthur,South,2,Weekday,False,Clear,False,0.0,False,Normal,39,33,28.6,44.0,2,Accepted,0.424,25.6,33.2,125.1,0.093,0.216,0.968,Moderate traffic flow - standard adaptive signal timing in effect
JN137535,2025-02-21 08:29:59,J028,Tumkur Road,J039,KR Market,South,3,Weekday,False,Clear,False,0.0,False,Normal,53,48,40.4,35.2,3,Counter-Offer Accepted,0.875,11.7,56.0,211.0,0.081,0.186,0.928,Heavy congestion detected - signal timing extended and reroute suggested
JN137536,2026-06-24 20:20:18,J023,Basavanagudi,J024,JP Nagar,South,3,Weekday,False,Clear,False,0.0,False,Normal,36,32,27.1,23.2,4,Counter-Offer Accepted,0.567,19.2,37.8,142.3,0.072,0.165,0.979,Moderate traffic flow - standard adaptive signal timing in effect
JN137537,2026-06-06 09:28:41,J039,KR Market,J042,Anand Rao Circle,East,2,Weekend,False,Heavy Rain,True,44.9,True,Normal,72,65,46.7,43.8,1,Accepted,0.927,10.3,55.7,218.0,0.078,0.18,0.725,Accident detected nearby - reroute and reduced speed advised
JN137538,2026-02-11 18:40:30,J020,Malleshwaram Circle,J011,Indiranagar 100ft Road,South,2,Weekday,False,Clear,False,0.0,False,Normal,75,67,47.0,41.8,4,Counter-Offer Accepted,0.922,7.6,57.1,347.2,0.126,0.292,0.925,Heavy congestion detected - signal timing extended and reroute suggested
JN137539,2026-03-15 16:59:48,J026,Hosur Road,J042,Anand Rao Circle,South,4,Weekend,False,Clear,False,0.0,False,Bus,21,16,32.9,32.0,3,Priority Granted (Bus),0.448,26.4,16.4,93.6,0.069,0.159,0.955,Bus priority granted - green extension issued to reduce transit delay
JN137540,2026-06-23 07:41:19,J002,Marathahalli,J006,Tin Factory,South,2,Weekday,False,Clear,False,0.0,False,Normal,52,45,41.3,52.0,2,Accepted,0.613,21.2,39.6,138.5,0.089,0.207,0.985,Moderate traffic flow - standard adaptive signal timing in effect
JN137541,2025-08-26 11:25:04,J011,Indiranagar 100ft Road,J015,Bellandur,East,3,Weekday,False,Clear,False,0.0,False,Normal,13,12,22.5,43.1,1,Accepted,0.128,42.7,3.4,42.1,0.047,0.109,0.972,Normal free-flow traffic - standard signal timing maintained
JN137542,2026-04-19 18:48:09,J003,KR Puram,J033,Trinity Circle,South,2,Weekend,False,Clear,False,0.0,False,Normal,58,53,36.8,48.3,2,Accepted,0.653,18.8,39.8,185.3,0.136,0.313,0.966,Moderate traffic flow - standard adaptive signal timing in effect
JN137543,2026-04-09 09:11:16,J022,Rajajinagar,J041,Chalukya Circle,East,4,Weekday,False,Fog,False,0.0,False,Normal,49,42,32.4,28.8,2,Counter-Offer Accepted,0.938,9.5,62.4,326.1,0.117,0.27,0.956,Heavy congestion detected - signal timing extended and reroute suggested
JN137544,2025-07-27 08:19:36,J024,JP Nagar,J020,Malleshwaram Circle,North,4,Weekend,False,Clear,False,0.0,False,Normal,35,26,25.8,33.6,2,Accepted,0.446,30.3,28.2,99.1,0.082,0.19,0.943,Moderate traffic flow - standard adaptive signal timing in effect
JN137545,2025-12-01 18:40:59,J038,Varthur,J003,KR Puram,West,4,Weekday,False,Clear,False,0.0,False,Normal,51,46,35.1,39.1,1,Accepted,0.887,13.5,59.0,286.9,0.139,0.321,0.926,Heavy congestion detected - signal timing extended and reroute suggested
JN137546,2025-04-28 12:56:09,J009,Majestic,J001,Silk Board,North,4,Weekday,False,Heavy Rain,True,26.8,True,Normal,57,43,41.1,56.4,1,Accepted,0.768,17.8,53.5,168.0,0.097,0.225,0.743,Accident detected nearby - reroute and reduced speed advised
JN137547,2025-07-03 21:45:58,J011,Indiranagar 100ft Road,J019,RT Nagar,East,2,Weekday,False,Clear,False,0.0,False,Normal,20,15,19.2,41.2,2,Accepted,0.193,39.0,11.4,52.8,0.062,0.142,0.961,Normal free-flow traffic - standard signal timing maintained
JN137548,2025-02-01 18:37:49,J022,Rajajinagar,J021,Vijayanagar,North,3,Weekend,False,Clear,False,0.0,False,Bus,42,33,44.0,41.9,3,Priority Granted (Bus),0.636,17.9,25.1,151.1,0.093,0.214,0.99,Bus priority granted - green extension issued to reduce transit delay
JN137549,2025-08-20 10:37:57,J032,Richmond Circle,J003,KR Puram,South,2,Weekday,False,Heavy Rain,True,25.5,False,Normal,58,48,35.4,29.5,4,Counter-Offer Accepted,0.77,13.1,55.5,208.4,0.103,0.239,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137550,2025-07-01 17:47:06,J026,Hosur Road,J001,Silk Board,East,4,Weekday,False,Clear,False,0.0,False,Normal,39,35,28.7,29.3,1,Accepted,0.841,14.7,53.8,112.3,0.048,0.11,0.932,Heavy congestion detected - signal timing extended and reroute suggested
JN137551,2025-04-02 09:56:16,J001,Silk Board,J008,Jayanagar 4th Block,East,4,Weekday,False,Light Rain,True,6.4,False,Normal,45,42,33.6,32.9,1,Accepted,0.823,11.7,57.1,300.2,0.137,0.318,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137552,2025-02-08 18:41:14,J014,Electronic City Toll,J019,RT Nagar,East,3,Weekend,False,Light Rain,True,3.3,False,Bus,43,37,47.9,43.5,2,Priority Granted (Bus),0.689,15.2,25.0,107.1,0.073,0.168,0.918,Bus priority granted - green extension issued to reduce transit delay
JN137553,2025-08-03 09:39:34,J008,Jayanagar 4th Block,J022,Rajajinagar,North,3,Weekend,False,Heavy Rain,True,37.2,False,Bus,61,55,55.2,51.6,2,Priority Granted (Bus),0.843,15.3,33.7,161.6,0.097,0.224,0.902,Bus priority granted - green extension issued to reduce transit delay
JN137554,2025-04-05 18:37:15,J008,Jayanagar 4th Block,J042,Anand Rao Circle,North,2,Weekend,False,Clear,False,0.0,False,Normal,51,47,35.7,39.9,2,Accepted,0.601,20.4,39.1,211.5,0.14,0.324,0.945,Moderate traffic flow - standard adaptive signal timing in effect
JN137555,2026-03-14 21:47:11,J040,City Market,J017,Whitefield ITPL,South,2,Weekend,False,Clear,False,0.0,False,Normal,28,20,21.5,46.1,2,Accepted,0.141,40.5,10.6,59.2,0.063,0.145,0.958,Normal free-flow traffic - standard signal timing maintained
JN137556,2025-05-22 18:47:28,J032,Richmond Circle,J015,Bellandur,East,3,Weekday,False,Clear,False,0.0,False,Normal,64,58,47.6,47.0,2,Accepted,0.918,14.1,57.7,275.7,0.162,0.374,0.929,Heavy congestion detected - signal timing extended and reroute suggested
JN137557,2026-02-07 12:36:07,J029,Old Airport Road,J016,Sarjapur Road,North,2,Weekend,False,Clear,False,0.0,False,Normal,25,17,26.6,53.8,1,Accepted,0.052,25.7,2.0,48.0,0.035,0.081,0.969,Normal free-flow traffic - standard signal timing maintained
JN137558,2025-10-09 17:50:14,J025,Bannerghatta Road,J013,HSR BDA Complex,East,3,Weekday,False,Light Rain,True,7.3,False,Normal,64,56,43.3,30.8,3,Counter-Offer Accepted,0.957,11.7,59.1,249.2,0.119,0.275,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137559,2025-02-25 14:45:30,J011,Indiranagar 100ft Road,J024,JP Nagar,South,2,Weekday,False,Clear,False,0.0,False,Normal,26,22,25.6,53.7,2,Accepted,0.062,33.3,2.0,69.3,0.041,0.094,0.967,Normal free-flow traffic - standard signal timing maintained
JN137560,2025-04-20 09:41:04,J032,Richmond Circle,J010,Shivajinagar,East,4,Weekend,False,Clear,False,0.0,False,Normal,37,32,29.2,36.3,2,Accepted,0.543,21.5,37.9,124.2,0.088,0.204,0.954,Moderate traffic flow - standard adaptive signal timing in effect
JN137561,2026-04-24 17:34:21,J022,Rajajinagar,J010,Shivajinagar,South,2,Weekday,False,Clear,False,0.0,False,Normal,70,58,46.8,33.0,3,Counter-Offer Accepted,0.812,9.9,59.4,280.4,0.111,0.256,0.96,Heavy congestion detected - signal timing extended and reroute suggested
JN137562,2026-01-19 10:04:48,J037,Kadugodi,J021,Vijayanagar,North,2,Weekday,False,Clear,False,0.0,False,Normal,57,51,43.4,41.7,1,Accepted,0.758,17.0,41.0,168.2,0.099,0.228,0.961,Heavy congestion detected - signal timing extended and reroute suggested
JN137563,2025-06-20 09:52:48,J001,Silk Board,J025,Bannerghatta Road,West,3,Weekday,False,Clear,False,0.0,False,Normal,45,42,35.0,34.5,1,Accepted,0.803,10.5,48.2,281.6,0.14,0.324,0.974,Heavy congestion detected - signal timing extended and reroute suggested
JN137564,2026-03-03 16:19:38,J012,Koramangala Sony World,J002,Marathahalli,West,4,Weekday,False,Clear,False,0.0,False,Normal,28,21,27.1,42.7,1,Accepted,0.362,30.5,28.0,58.7,0.055,0.127,0.97,Moderate traffic flow - standard adaptive signal timing in effect
JN137565,2026-04-03 15:35:45,J038,Varthur,J037,Kadugodi,West,4,Weekday,False,Clear,False,0.0,False,Normal,23,18,26.6,45.1,2,Accepted,0.22,29.9,17.2,43.5,0.011,0.026,0.973,Normal free-flow traffic - standard signal timing maintained
JN137566,2026-01-07 14:42:04,J019,RT Nagar,J021,Vijayanagar,South,2,Weekday,False,Clear,False,0.0,False,Normal,35,23,25.3,48.9,1,Accepted,0.11,47.7,2.0,38.3,0.029,0.066,0.985,Normal free-flow traffic - standard signal timing maintained
JN137567,2026-04-05 19:05:34,J006,Tin Factory,J010,Shivajinagar,North,2,Weekend,False,Clear,False,0.0,False,Normal,55,52,41.3,49.6,2,Accepted,0.593,15.4,41.0,212.5,0.104,0.24,0.955,Moderate traffic flow - standard adaptive signal timing in effect
JN137568,2025-01-13 10:38:43,J011,Indiranagar 100ft Road,J029,Old Airport Road,East,3,Weekday,False,Clear,False,0.0,False,Normal,41,34,33.1,40.4,2,Accepted,0.474,29.0,35.8,130.9,0.112,0.26,0.961,Moderate traffic flow - standard adaptive signal timing in effect
JN137569,2025-06-18 18:55:37,J041,Chalukya Circle,J016,Sarjapur Road,East,4,Weekday,False,Clear,False,0.0,False,Normal,49,41,31.8,38.7,2,Accepted,0.938,10.5,57.1,288.8,0.118,0.272,0.954,Heavy congestion detected - signal timing extended and reroute suggested
JN137570,2026-05-11 15:34:28,J005,Yeshwantpur,J025,Bannerghatta Road,North,4,Weekday,False,Clear,False,0.0,False,Normal,29,21,17.2,43.0,1,Accepted,0.225,29.1,16.3,106.5,0.08,0.185,0.969,Normal free-flow traffic - standard signal timing maintained
JN137571,2025-02-18 11:47:42,J002,Marathahalli,J026,Hosur Road,South,3,Weekday,False,Clear,False,0.0,False,Normal,34,24,27.5,50.8,2,Accepted,0.267,38.8,20.0,72.4,0.061,0.14,0.979,Moderate traffic flow - standard adaptive signal timing in effect
JN137572,2025-06-07 21:45:32,J023,Basavanagudi,J014,Electronic City Toll,South,2,Weekend,False,Clear,False,0.0,False,Normal,27,20,18.5,46.8,1,Accepted,0.11,38.4,7.9,64.5,0.083,0.193,0.958,Normal free-flow traffic - standard signal timing maintained
JN137573,2025-07-23 12:54:40,J007,Banashankari,J029,Old Airport Road,South,2,Weekday,False,Clear,False,0.0,False,Normal,30,19,25.8,54.7,1,Accepted,0.042,35.9,2.0,50.4,0.051,0.118,0.974,Normal free-flow traffic - standard signal timing maintained
JN137574,2025-03-23 04:16:21,J003,KR Puram,J021,Vijayanagar,West,4,Weekend,False,Clear,False,0.0,False,Bus,22,12,33.5,33.5,4,Priority Granted (Bus),0.087,33.5,3.0,81.3,0.073,0.168,0.977,Bus priority granted - green extension issued to reduce transit delay
JN137575,2025-02-21 01:08:35,J032,Richmond Circle,J033,Trinity Circle,West,3,Weekday,False,Clear,False,0.0,False,Bus,12,8,32.4,30.5,2,Priority Granted (Bus),0.049,34.1,1.2,63.8,0.041,0.094,0.973,Bus priority granted - green extension issued to reduce transit delay
JN137576,2026-05-28 18:08:59,J010,Shivajinagar,J023,Basavanagudi,East,3,Weekday,False,Clear,False,0.0,False,Normal,54,49,42.6,41.4,2,Accepted,0.859,12.8,53.3,240.1,0.118,0.272,0.925,Heavy congestion detected - signal timing extended and reroute suggested
JN137577,2026-01-28 22:36:06,J022,Rajajinagar,J005,Yeshwantpur,North,3,Weekday,False,Clear,False,0.0,False,Normal,18,11,13.6,42.9,2,Accepted,0.02,35.5,2.0,42.6,0.04,0.092,0.972,Normal free-flow traffic - standard signal timing maintained
JN137578,2025-04-18 13:52:28,J014,Electronic City Toll,J003,KR Puram,West,3,Weekday,False,Clear,False,0.0,False,Normal,17,10,17.9,46.1,2,Accepted,0.093,38.1,8.1,101.3,0.091,0.209,0.971,Normal free-flow traffic - standard signal timing maintained
JN137579,2025-08-10 15:09:35,J011,Indiranagar 100ft Road,J021,Vijayanagar,East,2,Weekend,False,Heavy Rain,True,26.3,False,Normal,39,30,33.6,48.1,2,Accepted,0.389,26.5,24.0,75.7,0.054,0.124,0.885,Light rain detected - minor speed reduction advised
JN137580,2025-03-25 09:25:15,J041,Chalukya Circle,J012,Koramangala Sony World,South,2,Weekday,False,Clear,False,0.0,False,Normal,70,67,51.2,49.6,1,Accepted,0.912,9.5,63.8,273.0,0.112,0.26,0.955,Heavy congestion detected - signal timing extended and reroute suggested
JN137581,2025-09-02 08:56:46,J012,Koramangala Sony World,J042,Anand Rao Circle,East,2,Weekday,False,Rain,True,24.7,False,Bus,67,62,62.1,60.9,4,Priority Granted (Bus),0.887,13.1,34.3,202.5,0.111,0.255,0.908,Bus priority granted - green extension issued to reduce transit delay
JN137582,2026-06-05 18:12:11,J019,RT Nagar,J039,KR Market,South,3,Weekday,False,Rain,True,14.8,False,Normal,52,52,35.7,35.1,1,Accepted,0.947,10.3,59.2,271.5,0.103,0.237,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137583,2026-06-04 13:29:24,J040,City Market,J041,Chalukya Circle,South,2,Weekday,False,Clear,False,0.0,False,Normal,24,19,20.6,47.5,2,Accepted,0.095,33.8,2.0,78.5,0.058,0.134,0.962,Normal free-flow traffic - standard signal timing maintained
JN137584,2025-01-27 20:57:39,J041,Chalukya Circle,J006,Tin Factory,East,4,Weekday,True,Clear,False,0.0,False,Bus,35,30,41.1,40.5,3,Priority Granted (Bus),0.621,21.1,21.1,132.8,0.097,0.224,0.934,Bus priority granted - green extension issued to reduce transit delay
JN137585,2026-01-22 08:56:08,J009,Majestic,J019,RT Nagar,West,3,Weekday,False,Clear,False,0.0,False,Bus,54,47,54.0,48.7,4,Priority Granted (Bus),0.915,13.6,39.6,214.1,0.116,0.267,0.917,Bus priority granted - green extension issued to reduce transit delay
JN137586,2026-01-02 16:02:12,J029,Old Airport Road,J023,Basavanagudi,South,3,Weekday,True,Clear,False,0.0,False,Normal,36,31,32.1,41.7,2,Accepted,0.506,21.7,30.9,75.1,0.057,0.132,0.89,Festival crowd surge detected - alternate route and extended cycle recommended
JN137587,2026-03-29 11:26:02,J039,KR Market,J006,Tin Factory,North,3,Weekend,False,Clear,False,0.0,False,Normal,17,14,18.6,43.6,2,Accepted,0.162,38.0,9.1,50.5,0.052,0.121,0.965,Normal free-flow traffic - standard signal timing maintained
JN137588,2025-12-20 14:04:38,J027,Mysore Road,J039,KR Market,South,3,Weekend,False,Clear,False,0.0,False,Normal,14,9,19.6,53.1,2,Accepted,0.024,36.0,2.0,71.7,0.055,0.126,0.971,Normal free-flow traffic - standard signal timing maintained
JN137589,2026-04-27 19:59:57,J036,HAL Airport Road,J013,HSR BDA Complex,South,3,Weekday,False,Clear,False,0.0,False,Normal,39,32,23.3,27.1,2,Accepted,0.698,16.8,53.6,143.0,0.079,0.183,0.99,Moderate traffic flow - standard adaptive signal timing in effect
JN137590,2025-03-06 11:18:36,J022,Rajajinagar,J006,Tin Factory,East,3,Weekday,False,Clear,False,0.0,False,Normal,29,22,22.5,38.9,2,Accepted,0.296,28.2,18.2,93.7,0.085,0.196,0.99,Moderate traffic flow - standard adaptive signal timing in effect
JN137591,2026-06-12 10:46:40,J034,Ulsoor,J001,Silk Board,East,4,Weekday,False,Heavy Rain,True,54.2,False,Normal,39,33,27.4,42.3,1,Accepted,0.71,22.0,49.5,148.8,0.102,0.236,0.919,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137592,2026-03-17 18:59:07,J001,Silk Board,J003,KR Puram,North,2,Weekday,False,Clear,False,0.0,False,Normal,62,58,43.7,36.0,4,Counter-Offer Accepted,0.892,10.8,57.0,202.9,0.11,0.255,0.914,Heavy congestion detected - signal timing extended and reroute suggested
JN137593,2026-03-09 21:54:15,J010,Shivajinagar,J032,Richmond Circle,South,2,Weekday,False,Clear,False,0.0,False,Normal,18,12,21.4,46.3,1,Accepted,0.136,36.1,6.1,51.5,0.033,0.076,0.956,Normal free-flow traffic - standard signal timing maintained
JN137594,2025-08-07 07:54:09,J015,Bellandur,J007,Banashankari,West,4,Weekday,False,Clear,False,0.0,False,Bus,41,35,49.5,46.7,3,Priority Granted (Bus),0.665,21.6,30.3,157.2,0.099,0.23,0.967,Bus priority granted - green extension issued to reduce transit delay
JN137595,2026-03-12 18:12:38,J014,Electronic City Toll,J022,Rajajinagar,South,3,Weekday,False,Clear,False,0.0,False,Bus,54,52,56.2,52.4,4,Priority Granted (Bus),0.907,13.4,36.7,78.8,0.029,0.067,0.924,Bus priority granted - green extension issued to reduce transit delay
JN137596,2026-05-09 19:54:31,J037,Kadugodi,J007,Banashankari,South,3,Weekend,False,Rain,True,15.1,False,Normal,45,38,33.3,42.4,1,Accepted,0.7,14.3,47.6,99.3,0.047,0.109,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137597,2026-01-28 18:00:48,J014,Electronic City Toll,J033,Trinity Circle,South,2,Weekday,False,Clear,False,0.0,False,Normal,63,58,47.1,42.2,4,Counter-Offer Accepted,0.833,15.4,54.4,101.9,0.07,0.161,0.949,Heavy congestion detected - signal timing extended and reroute suggested
JN137598,2026-01-17 10:20:24,J038,Varthur,J025,Bannerghatta Road,North,2,Weekend,False,Clear,False,0.0,False,Normal,38,35,26.5,47.4,2,Accepted,0.324,27.6,20.4,94.1,0.075,0.174,0.958,Moderate traffic flow - standard adaptive signal timing in effect
JN137599,2025-11-12 11:27:09,J042,Anand Rao Circle,J032,Richmond Circle,South,3,Weekday,False,Clear,False,0.0,False,Bus,19,14,35.4,33.9,4,Priority Granted (Bus),0.122,40.0,3.3,76.4,0.063,0.144,0.966,Bus priority granted - green extension issued to reduce transit delay
JN137600,2026-05-19 19:34:06,J019,RT Nagar,J021,Vijayanagar,South,4,Weekday,False,Rain,True,9.7,False,Normal,54,48,40.1,32.6,2,Counter-Offer Accepted,0.952,8.8,59.5,139.3,0.073,0.17,0.874,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137601,2025-01-25 20:36:26,J027,Mysore Road,J026,Hosur Road,North,2,Weekend,False,Clear,False,0.0,False,Normal,31,28,31.6,49.8,2,Accepted,0.249,30.1,7.8,77.8,0.06,0.139,0.946,Normal free-flow traffic - standard signal timing maintained
JN137602,2025-12-07 19:17:01,J018,Nagawara,J030,MG Road,South,2,Weekend,False,Clear,False,0.0,False,Normal,60,53,38.8,51.8,2,Accepted,0.579,18.5,33.9,153.4,0.086,0.199,0.953,Moderate traffic flow - standard adaptive signal timing in effect
JN137603,2025-12-18 17:53:17,J028,Tumkur Road,J017,Whitefield ITPL,North,4,Weekday,False,Light Rain,True,6.6,False,Bus,53,46,55.6,52.2,2,Priority Granted (Bus),0.907,9.4,36.7,392.9,0.125,0.29,0.885,Bus priority granted - green extension issued to reduce transit delay
JN137604,2026-04-18 19:57:44,J040,City Market,J025,Bannerghatta Road,East,2,Weekend,False,Clear,False,0.0,False,Ambulance,30,28,63.8,68.8,1,Preempted (Ambulance),0.343,32.7,3.3,25.8,0.012,0.028,0.969,Ambulance priority active - all conflicting signals preempted for corridor clearance
JN137605,2026-05-15 16:33:42,J028,Tumkur Road,J020,Malleshwaram Circle,East,4,Weekday,False,Clear,False,0.0,False,Normal,39,33,32.1,45.3,2,Accepted,0.469,30.0,27.9,77.2,0.068,0.158,0.956,Moderate traffic flow - standard adaptive signal timing in effect
JN137606,2026-04-07 09:30:23,J013,HSR BDA Complex,J011,Indiranagar 100ft Road,East,2,Weekday,False,Clear,False,0.0,False,Normal,65,60,43.1,36.5,4,Counter-Offer Accepted,0.926,10.4,61.5,246.0,0.109,0.251,0.905,Heavy congestion detected - signal timing extended and reroute suggested
JN137607,2025-02-14 18:09:59,J035,Domlur,J018,Nagawara,East,4,Weekday,False,Fog,False,0.0,False,Normal,45,41,33.8,31.1,1,Accepted,0.934,11.2,61.7,293.3,0.144,0.333,0.91,Heavy congestion detected - signal timing extended and reroute suggested
JN137608,2025-09-19 10:44:28,J001,Silk Board,J002,Marathahalli,East,2,Weekday,False,Heavy Rain,True,44.5,False,Normal,68,59,41.2,40.6,1,Accepted,0.851,14.0,54.7,157.8,0.077,0.178,0.899,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137609,2026-03-20 09:38:11,J008,Jayanagar 4th Block,J018,Nagawara,North,4,Weekday,True,Clear,False,0.0,False,Normal,56,51,41.1,35.3,4,Counter-Offer Accepted,0.946,10.9,62.4,334.6,0.146,0.337,0.855,Festival crowd surge detected - alternate route and extended cycle recommended
JN137610,2026-04-26 22:29:36,J005,Yeshwantpur,J023,Basavanagudi,West,3,Weekend,False,Clear,False,0.0,False,Normal,16,8,16.6,53.5,1,Accepted,0.02,36.3,2.4,74.2,0.062,0.144,0.971,Normal free-flow traffic - standard signal timing maintained
JN137611,2025-04-09 15:36:05,J040,City Market,J011,Indiranagar 100ft Road,East,4,Weekday,False,Clear,False,0.0,False,Normal,23,17,26.0,42.7,2,Accepted,0.212,35.8,11.3,68.1,0.073,0.169,0.966,Normal free-flow traffic - standard signal timing maintained
JN137612,2026-02-17 18:11:15,J027,Mysore Road,J034,Ulsoor,West,2,Weekday,False,Clear,False,0.0,False,Normal,68,61,49.4,40.7,2,Counter-Offer Accepted,0.934,8.2,59.8,275.7,0.087,0.202,0.931,Heavy congestion detected - signal timing extended and reroute suggested
JN137613,2026-03-30 18:46:30,J001,Silk Board,J037,Kadugodi,East,4,Weekday,False,Clear,False,0.0,False,Bus,51,46,53.9,51.2,2,Priority Granted (Bus),0.91,12.5,38.3,137.3,0.066,0.153,0.928,Bus priority granted - green extension issued to reduce transit delay
JN137614,2025-03-10 08:34:30,J010,Shivajinagar,J019,RT Nagar,South,4,Weekday,False,Clear,False,0.0,False,Normal,50,43,42.4,41.8,2,Accepted,0.926,12.5,61.2,186.0,0.116,0.268,0.918,Heavy congestion detected - signal timing extended and reroute suggested
JN137615,2025-07-05 19:06:42,J037,Kadugodi,J031,Cubbon Road,North,4,Weekend,False,Rain,True,18.2,False,Normal,39,35,30.5,29.6,1,Accepted,0.783,16.3,47.2,129.6,0.093,0.215,0.904,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
JN137616,2025-08-31 10:31:20,J018,Nagawara,J001,Silk Board,East,2,Weekend,False,Clear,False,0.0,False,Normal,38,35,27.8,50.9,2,Accepted,0.325,30.1,16.3,100.5,0.084,0.195,0.96,Moderate traffic flow - standard adaptive signal timing in effect
