trip_id,timestamp,origin_junction_id,origin_junction_name,destination_junction_id,destination_junction_name,vehicle_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_on_route,bus_priority_active,ambulance_priority_active,distance_km,alternate_route_available,recommended_route,recommended_speed_kmph,congestion_index,predicted_waiting_time_sec,predicted_travel_time_sec,estimated_time_saved_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
TRIP249298,2026-02-02 10:47:50,J042,Anand Rao Circle,J007,Banashankari,Bus,Weekday,False,Clear,False,0.0,False,False,False,6.58,False,Primary Route,26.5,0.451,31.9,934.5,0.0,2.506,5.789,0.957,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249299,2025-10-17 16:25:55,J029,Old Airport Road,J034,Ulsoor,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,5.23,True,Alternate Route,22.9,0.374,29.1,720.4,33.3,0.373,0.862,0.965,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249300,2026-05-31 19:41:10,J025,Bannerghatta Road,J040,City Market,Car,Weekend,False,Clear,False,0.0,False,True,False,2.43,True,Alternate Route,36.7,0.338,27.3,261.3,141.5,0.253,0.584,0.968,Bus priority granted - green extension issued to reduce transit delay
TRIP249301,2025-05-26 07:40:18,J008,Jayanagar 4th Block,J002,Marathahalli,Car,Weekday,False,Clear,False,0.0,False,False,False,3.42,True,Alternate Route,24.2,0.472,26.9,528.4,115.1,0.373,0.862,0.967,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249302,2025-02-28 19:25:59,J026,Hosur Road,J040,City Market,Car,Weekday,False,Clear,False,0.0,False,True,False,17.2,True,Alternate Route,34.9,0.425,25.9,1865.0,213.6,1.84,4.25,0.936,Bus priority granted - green extension issued to reduce transit delay
TRIP249303,2025-12-24 13:20:57,J012,Koramangala Sony World,J015,Bellandur,Car,Weekday,False,Clear,False,0.0,False,False,False,5.94,True,Primary Route,38.0,0.212,10.5,551.4,0.0,0.575,1.328,0.965,Normal free-flow traffic - standard signal timing maintained
TRIP249304,2026-06-27 19:32:44,J035,Domlur,J031,Cubbon Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,2.44,True,Alternate Route,29.8,0.481,28.9,312.0,130.1,0.118,0.273,0.963,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249305,2025-04-13 17:16:23,J018,Nagawara,J032,Richmond Circle,Car,Weekend,False,Clear,False,0.0,False,True,False,3.76,True,Alternate Route,30.5,0.322,28.1,498.7,241.2,0.388,0.896,0.97,Bus priority granted - green extension issued to reduce transit delay
TRIP249306,2025-09-11 14:11:38,J002,Marathahalli,J022,Rajajinagar,Car,Weekday,False,Rain,True,20.1,False,False,False,6.37,True,Primary Route,27.0,0.447,28.7,854.3,0.0,0.698,1.612,0.91,Light rain detected - minor speed reduction advised
TRIP249307,2025-12-22 18:06:19,J034,Ulsoor,J026,Hosur Road,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,3.59,False,Primary Route,15.9,0.792,52.9,861.4,0.0,0.33,0.762,0.973,Bus priority granted - green extension issued to reduce transit delay
TRIP249308,2025-12-14 12:18:12,J020,Malleshwaram Circle,J031,Cubbon Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,3.4,True,Primary Route,46.4,0.085,2.6,251.0,0.0,0.135,0.312,0.959,Normal free-flow traffic - standard signal timing maintained
TRIP249309,2025-03-31 11:12:26,J012,Koramangala Sony World,J015,Bellandur,Auto-Rickshaw,Weekday,True,Clear,False,0.0,False,False,False,1.29,False,Primary Route,20.8,0.495,32.4,272.1,0.0,0.101,0.233,0.93,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249310,2026-06-10 14:07:26,J003,KR Puram,J025,Bannerghatta Road,Car,Weekday,False,Fog,False,0.0,False,False,False,4.96,False,Primary Route,34.6,0.162,6.2,509.3,0.0,0.454,1.049,0.975,Normal free-flow traffic - standard signal timing maintained
TRIP249311,2025-05-04 21:01:50,J033,Trinity Circle,J034,Ulsoor,Car,Weekend,False,Clear,False,0.0,False,False,False,3.62,True,Primary Route,30.8,0.32,21.9,425.7,0.0,0.377,0.871,0.986,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249312,2026-05-15 21:33:31,J011,Indiranagar 100ft Road,J038,Varthur,Car,Weekday,False,Clear,False,0.0,False,True,False,2.58,True,Primary Route,38.5,0.218,13.2,275.7,0.0,0.261,0.603,0.984,Bus priority granted - green extension issued to reduce transit delay
TRIP249313,2026-04-02 09:56:23,J033,Trinity Circle,J029,Old Airport Road,Car,Weekday,False,Clear,False,0.0,False,False,False,3.19,False,Primary Route,22.1,0.695,48.1,557.7,0.0,0.4,0.924,0.952,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249314,2025-10-28 16:33:37,J001,Silk Board,J033,Trinity Circle,Car,Weekday,False,Clear,False,0.0,False,False,False,4.04,False,Primary Route,23.5,0.62,37.0,665.2,0.0,0.504,1.164,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249315,2025-08-22 12:34:55,J027,Mysore Road,J004,Hebbal,Two-Wheeler,Weekday,False,Rain,True,11.6,False,False,False,8.24,False,Primary Route,36.7,0.362,27.5,818.0,0.0,0.363,0.839,0.96,Light rain detected - minor speed reduction advised
TRIP249316,2025-02-04 12:35:51,J030,MG Road,J004,Hebbal,Two-Wheeler,Weekday,False,Clear,False,0.0,False,True,False,4.56,True,Primary Route,49.3,0.109,17.0,311.4,0.0,0.178,0.411,0.962,Bus priority granted - green extension issued to reduce transit delay
TRIP249317,2026-04-30 12:20:52,J015,Bellandur,J030,MG Road,Car,Weekday,False,Fog,False,0.0,False,True,False,6.34,True,Primary Route,42.1,0.144,13.6,530.1,0.0,0.601,1.388,0.967,Bus priority granted - green extension issued to reduce transit delay
TRIP249318,2026-05-30 18:55:21,J036,HAL Airport Road,J035,Domlur,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,5.43,True,Alternate Route,26.1,0.474,33.5,823.5,151.8,0.257,0.594,0.984,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249319,2026-05-02 17:56:08,J014,Electronic City Toll,J003,KR Puram,Car,Weekend,True,Clear,False,0.0,False,True,False,2.41,True,Alternate Route,27.6,0.476,29.6,361.5,262.1,0.284,0.656,0.919,Bus priority granted - green extension issued to reduce transit delay
TRIP249320,2026-01-04 09:22:13,J020,Malleshwaram Circle,J011,Indiranagar 100ft Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,7.76,True,Alternate Route,36.0,0.324,19.4,770.3,156.2,0.332,0.767,0.97,Bus priority granted - green extension issued to reduce transit delay
TRIP249321,2025-03-27 08:47:11,J039,KR Market,J036,HAL Airport Road,Car,Weekday,False,Clear,False,0.0,False,False,False,22.71,True,Alternate Route,17.5,0.732,44.1,4477.8,66.5,2.786,6.436,0.987,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249322,2025-01-07 15:14:37,J025,Bannerghatta Road,J028,Tumkur Road,Car,Weekday,False,Clear,False,0.0,False,False,False,12.4,True,Primary Route,37.3,0.262,16.0,1237.4,0.0,1.236,2.855,0.984,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249323,2025-04-26 08:33:09,J007,Banashankari,J025,Bannerghatta Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,4.0,True,Alternate Route,33.0,0.377,25.5,458.4,177.7,0.178,0.411,0.983,Bus priority granted - green extension issued to reduce transit delay
TRIP249324,2025-01-06 08:50:41,J001,Silk Board,J030,MG Road,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,11.57,True,Alternate Route,20.5,0.559,32.6,2187.2,85.1,0.908,2.097,0.974,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249325,2025-02-15 09:19:55,J038,Varthur,J008,Jayanagar 4th Block,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,False,False,3.8,True,Alternate Route,26.3,0.494,32.3,557.1,193.2,0.284,0.656,0.953,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249326,2026-05-03 15:04:44,J003,KR Puram,J007,Banashankari,Auto-Rickshaw,Weekend,False,Rain,True,16.2,False,False,False,2.65,False,Primary Route,21.3,0.39,26.8,470.2,0.0,0.193,0.446,0.917,Light rain detected - minor speed reduction advised
TRIP249327,2026-02-13 02:52:36,J011,Indiranagar 100ft Road,J024,JP Nagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.54,False,Primary Route,39.9,0.205,16.9,439.5,0.0,0.189,0.437,0.962,Normal free-flow traffic - standard signal timing maintained
TRIP249328,2025-02-05 22:53:52,J025,Bannerghatta Road,J012,Koramangala Sony World,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,8.54,False,Primary Route,34.1,0.216,8.7,925.8,0.0,0.564,1.303,0.984,Normal free-flow traffic - standard signal timing maintained
TRIP249329,2025-08-06 07:03:07,J037,Kadugodi,J025,Bannerghatta Road,Car,Weekday,False,Clear,False,0.0,False,False,False,2.63,False,Primary Route,35.2,0.376,27.0,296.3,0.0,0.268,0.619,0.956,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249330,2025-09-08 08:15:43,J012,Koramangala Sony World,J011,Indiranagar 100ft Road,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,9.61,True,Alternate Route,22.6,0.525,31.1,1593.0,43.7,0.749,1.73,0.966,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249331,2026-02-07 23:29:42,J022,Rajajinagar,J011,Indiranagar 100ft Road,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,4.81,False,Primary Route,32.5,0.03,2.0,514.9,0.0,0.175,0.404,0.955,Normal free-flow traffic - standard signal timing maintained
TRIP249332,2026-03-30 16:55:27,J032,Richmond Circle,J012,Koramangala Sony World,Car,Weekday,False,Fog,False,0.0,False,False,False,3.8,True,Alternate Route,23.3,0.445,27.3,598.8,268.0,0.426,0.984,0.971,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249333,2025-08-17 16:15:09,J019,RT Nagar,J005,Yeshwantpur,Delivery Van,Weekend,False,Clear,False,0.0,False,True,False,6.76,False,Primary Route,31.0,0.316,14.3,734.7,0.0,1.107,2.557,0.951,Bus priority granted - green extension issued to reduce transit delay
TRIP249334,2026-06-03 11:23:26,J015,Bellandur,J011,Indiranagar 100ft Road,Two-Wheeler,Weekday,False,Heavy Rain,True,52.0,False,True,False,3.8,False,Primary Route,24.4,0.471,25.3,574.1,0.0,0.173,0.4,0.909,Bus priority granted - green extension issued to reduce transit delay
TRIP249335,2025-09-30 08:21:04,J028,Tumkur Road,J012,Koramangala Sony World,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,True,False,10.22,True,Alternate Route,21.9,0.51,34.5,1618.3,207.9,0.785,1.813,0.954,Bus priority granted - green extension issued to reduce transit delay
TRIP249336,2026-03-16 06:01:39,J040,City Market,J016,Sarjapur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.81,False,Primary Route,35.4,0.221,13.0,387.9,0.0,0.155,0.358,0.967,Normal free-flow traffic - standard signal timing maintained
TRIP249337,2025-04-21 07:40:01,J010,Shivajinagar,J018,Nagawara,Car,Weekday,False,Clear,False,0.0,False,False,False,1.25,False,Primary Route,24.9,0.587,37.6,203.2,0.0,0.159,0.367,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249338,2025-07-11 18:50:21,J017,Whitefield ITPL,J018,Nagawara,Two-Wheeler,Weekday,False,Heavy Rain,True,34.5,False,False,False,5.29,True,Alternate Route,17.7,0.709,50.6,1199.9,198.1,0.279,0.644,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP249339,2025-04-17 15:54:35,J015,Bellandur,J019,RT Nagar,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,1.49,True,Primary Route,20.6,0.472,31.5,302.7,0.0,0.119,0.275,0.946,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249340,2025-11-02 22:26:28,J012,Koramangala Sony World,J011,Indiranagar 100ft Road,Car,Weekend,True,Clear,False,0.0,False,False,False,12.46,False,Primary Route,32.1,0.361,20.1,1277.8,0.0,1.305,3.015,0.919,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249341,2026-05-22 18:56:06,J002,Marathahalli,J038,Varthur,Car,Weekday,False,Clear,False,0.0,False,False,False,5.12,False,Primary Route,11.0,0.961,64.0,1746.9,0.0,0.724,1.672,0.947,Heavy congestion detected - signal timing extended and reroute suggested
TRIP249342,2026-06-26 17:41:52,J039,KR Market,J037,Kadugodi,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,True,10.4,False,Primary Route,34.8,0.244,14.7,1111.4,0.0,0.433,1.0,0.968,Ambulance priority active - all conflicting signals preempted for corridor clearance
TRIP249343,2025-02-07 20:25:01,J035,Domlur,J034,Ulsoor,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,4.19,False,Primary Route,23.3,0.481,32.5,658.6,0.0,0.318,0.735,0.949,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249344,2025-12-15 15:10:15,J019,RT Nagar,J041,Chalukya Circle,Bus,Weekday,False,Clear,False,0.0,False,True,False,2.88,True,Primary Route,33.7,0.201,12.8,285.1,0.0,1.003,2.317,0.972,Bus priority granted - green extension issued to reduce transit delay
TRIP249345,2025-12-01 21:16:56,J016,Sarjapur Road,J033,Trinity Circle,Car,Weekday,False,Clear,False,0.0,False,False,False,2.01,True,Primary Route,27.7,0.377,31.2,307.6,0.0,0.233,0.538,0.966,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249346,2025-08-18 10:38:03,J022,Rajajinagar,J005,Yeshwantpur,Car,Weekday,False,Clear,False,0.0,False,True,False,5.71,True,Alternate Route,34.2,0.309,18.4,617.7,133.8,0.576,1.331,0.975,Bus priority granted - green extension issued to reduce transit delay
TRIP249347,2026-01-23 08:14:48,J016,Sarjapur Road,J021,Vijayanagar,Car,Weekday,False,Clear,False,0.0,False,False,False,6.37,True,Alternate Route,34.5,0.439,26.9,681.8,188.6,0.71,1.64,0.944,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249348,2025-10-15 19:46:51,J030,MG Road,J040,City Market,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,6.22,False,Primary Route,16.1,0.836,54.9,1485.8,0.0,0.342,0.79,0.957,Heavy congestion detected - signal timing extended and reroute suggested
TRIP249349,2026-02-14 21:40:25,J041,Chalukya Circle,J037,Kadugodi,Car,Weekend,False,Clear,False,0.0,False,False,False,6.12,True,Primary Route,37.8,0.159,12.2,541.8,0.0,0.575,1.328,0.986,Normal free-flow traffic - standard signal timing maintained
TRIP249350,2025-01-27 21:34:57,J033,Trinity Circle,J040,City Market,Car,Weekday,True,Clear,False,0.0,False,False,False,9.77,True,Primary Route,29.0,0.535,32.6,1142.3,0.0,1.122,2.592,0.938,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP249351,2025-06-12 23:09:46,J030,MG Road,J006,Tin Factory,Car,Weekday,False,Rain,True,11.7,False,True,False,3.81,False,Primary Route,30.5,0.256,15.0,448.3,0.0,0.367,0.848,0.92,Bus priority granted - green extension issued to reduce transit delay
TRIP249352,2025-04-10 13:05:53,J036,HAL Airport Road,J029,Old Airport Road,Car,Weekday,False,Clear,False,0.0,False,True,False,11.36,True,Primary Route,35.7,0.168,8.8,1126.7,0.0,1.057,2.442,0.933,Bus priority granted - green extension issued to reduce transit delay
TRIP249353,2025-09-12 17:56:29,J034,Ulsoor,J040,City Market,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,4.98,False,Primary Route,8.0,0.973,60.6,2219.6,0.0,0.477,1.102,0.921,Heavy congestion detected - signal timing extended and reroute suggested
TRIP249354,2025-03-02 13:09:41,J029,Old Airport Road,J014,Electronic City Toll,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,9.18,False,Primary Route,44.5,0.094,2.0,742.0,0.0,0.343,0.792,0.934,Normal free-flow traffic - standard signal timing maintained
TRIP249355,2025-06-26 07:09:32,J008,Jayanagar 4th Block,J013,HSR BDA Complex,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,6.31,True,Primary Route,28.8,0.464,33.6,824.0,0.0,0.296,0.684,0.947,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249356,2025-05-06 20:48:00,J012,Koramangala Sony World,J026,Hosur Road,Car,Weekday,False,Clear,False,0.0,False,False,False,6.02,True,Primary Route,26.8,0.484,30.4,854.5,0.0,0.686,1.585,0.969,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249357,2025-10-31 20:22:17,J008,Jayanagar 4th Block,J009,Majestic,Delivery Van,Weekday,False,Clear,False,0.0,False,False,False,6.65,False,Primary Route,24.2,0.605,39.5,1113.7,0.0,1.285,2.968,0.972,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249358,2025-12-06 12:17:52,J013,HSR BDA Complex,J003,KR Puram,Car,Weekend,False,Clear,False,0.0,False,False,False,2.83,True,Primary Route,30.1,0.181,10.8,345.9,0.0,0.268,0.619,0.974,Normal free-flow traffic - standard signal timing maintained
TRIP249359,2025-10-11 13:11:06,J038,Varthur,J021,Vijayanagar,Two-Wheeler,Weekend,False,Clear,False,0.0,False,False,False,1.74,False,Primary Route,34.8,0.188,16.1,191.4,0.0,0.078,0.18,0.99,Normal free-flow traffic - standard signal timing maintained
TRIP249360,2025-12-15 00:49:23,J025,Bannerghatta Road,J035,Domlur,Delivery Van,Weekday,False,Clear,False,0.0,False,False,False,6.42,False,Primary Route,31.8,0.181,7.4,750.1,0.0,0.966,2.231,0.971,Normal free-flow traffic - standard signal timing maintained
TRIP249361,2025-05-11 07:25:22,J024,JP Nagar,J034,Ulsoor,Auto-Rickshaw,Weekend,False,Clear,False,0.0,False,True,False,11.44,True,Primary Route,29.2,0.362,22.0,1471.4,0.0,0.819,1.892,0.957,Bus priority granted - green extension issued to reduce transit delay
TRIP249362,2025-10-09 19:20:34,J024,JP Nagar,J023,Basavanagudi,Auto-Rickshaw,Weekday,False,Light Rain,True,5.8,False,False,False,2.59,True,Alternate Route,16.4,0.706,45.2,629.9,212.3,0.213,0.492,0.899,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
TRIP249363,2025-12-23 11:30:34,J001,Silk Board,J009,Majestic,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,7.67,False,Primary Route,30.0,0.232,15.9,872.0,0.0,0.505,1.167,0.965,Normal free-flow traffic - standard signal timing maintained
TRIP249364,2026-05-22 19:11:05,J041,Chalukya Circle,J006,Tin Factory,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,6.18,True,Alternate Route,20.4,0.62,48.4,1072.4,174.0,0.503,1.162,0.968,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249365,2025-03-09 12:18:32,J013,HSR BDA Complex,J038,Varthur,Bus,Weekend,False,Clear,False,0.0,False,False,False,5.74,False,Primary Route,29.9,0.068,4.0,638.4,0.0,1.69,3.904,0.968,Normal free-flow traffic - standard signal timing maintained
TRIP249366,2025-08-06 15:00:35,J018,Nagawara,J004,Hebbal,Car,Weekday,False,Clear,False,0.0,False,False,False,5.28,False,Primary Route,30.8,0.257,13.9,640.2,0.0,0.509,1.176,0.948,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249367,2025-07-09 20:15:05,J007,Banashankari,J021,Vijayanagar,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,7.14,False,Primary Route,26.4,0.545,31.1,1042.8,0.0,0.341,0.788,0.947,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249368,2026-04-25 07:43:06,J019,RT Nagar,J007,Banashankari,Bus,Weekend,False,Rain,True,8.1,False,True,False,3.9,False,Primary Route,22.7,0.476,31.2,646.0,0.0,1.581,3.652,0.926,Bus priority granted - green extension issued to reduce transit delay
TRIP249369,2025-09-10 20:44:30,J026,Hosur Road,J040,City Market,Car,Weekday,False,Clear,False,0.0,False,False,False,6.75,True,Primary Route,28.4,0.53,34.1,863.6,0.0,0.78,1.802,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249370,2025-07-10 13:40:11,J011,Indiranagar 100ft Road,J009,Majestic,Car,Weekday,False,Clear,False,0.0,False,False,False,3.46,True,Primary Route,34.7,0.14,7.6,352.9,0.0,0.317,0.732,0.95,Normal free-flow traffic - standard signal timing maintained
TRIP249371,2026-01-22 07:28:46,J037,Kadugodi,J006,Tin Factory,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,3.51,True,Alternate Route,31.1,0.321,25.1,408.2,173.8,0.156,0.36,0.955,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249372,2025-10-08 21:14:46,J025,Bannerghatta Road,J019,RT Nagar,Car,Weekday,False,Clear,False,0.0,False,False,False,4.24,True,Primary Route,35.7,0.257,15.0,454.2,0.0,0.414,0.956,0.964,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249373,2025-11-13 10:17:15,J037,Kadugodi,J009,Majestic,Bus,Weekday,False,Clear,False,0.0,False,False,False,8.4,True,Alternate Route,16.5,0.417,31.3,1804.8,64.9,3.084,7.124,0.99,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249374,2025-08-23 19:52:09,J033,Trinity Circle,J040,City Market,Delivery Van,Weekend,False,Clear,False,0.0,False,False,False,5.57,False,Primary Route,25.1,0.481,33.8,850.9,0.0,0.997,2.303,0.961,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249375,2026-01-08 10:13:40,J035,Domlur,J014,Electronic City Toll,Car,Weekday,False,Light Rain,True,6.2,False,False,False,4.34,True,Alternate Route,31.0,0.475,34.4,569.3,199.1,0.497,1.148,0.913,Light rain detected - minor speed reduction advised
TRIP249376,2025-06-27 12:10:44,J003,KR Puram,J033,Trinity Circle,Car,Weekday,False,Rain,True,10.4,False,False,False,6.89,True,Primary Route,32.2,0.28,11.9,812.1,0.0,0.682,1.575,0.923,Light rain detected - minor speed reduction advised
TRIP249377,2025-09-11 15:25:46,J024,JP Nagar,J026,Hosur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,4.83,False,Primary Route,42.7,0.196,13.8,424.9,0.0,0.192,0.444,0.979,Normal free-flow traffic - standard signal timing maintained
TRIP249378,2026-05-29 19:38:57,J011,Indiranagar 100ft Road,J027,Mysore Road,Car,Weekday,False,Clear,False,0.0,False,False,False,5.35,False,Primary Route,10.9,0.919,63.6,1851.0,0.0,0.737,1.702,0.945,Heavy congestion detected - signal timing extended and reroute suggested
TRIP249379,2026-04-23 07:20:17,J037,Kadugodi,J034,Ulsoor,Auto-Rickshaw,Weekday,False,Rain,True,14.0,False,True,False,4.75,True,Alternate Route,23.8,0.382,27.8,778.6,91.1,0.339,0.783,0.905,Bus priority granted - green extension issued to reduce transit delay
TRIP249380,2026-01-17 13:10:09,J025,Bannerghatta Road,J036,HAL Airport Road,Bus,Weekend,False,Clear,False,0.0,False,False,False,2.5,True,Primary Route,34.1,0.097,3.5,288.2,0.0,0.779,1.799,0.97,Normal free-flow traffic - standard signal timing maintained
TRIP249381,2025-08-28 03:38:41,J029,Old Airport Road,J030,MG Road,Car,Weekday,True,Clear,False,0.0,False,True,False,1.86,False,Primary Route,29.1,0.328,24.6,243.2,0.0,0.185,0.427,0.926,Bus priority granted - green extension issued to reduce transit delay
TRIP249382,2025-12-13 18:28:35,J010,Shivajinagar,J009,Majestic,Two-Wheeler,Weekend,False,Clear,False,0.0,False,True,False,3.22,True,Alternate Route,35.2,0.295,20.1,364.0,168.2,0.14,0.323,0.958,Bus priority granted - green extension issued to reduce transit delay
TRIP249383,2025-12-25 12:54:14,J018,Nagawara,J004,Hebbal,Two-Wheeler,Weekday,True,Clear,False,0.0,False,False,False,1.64,True,Primary Route,37.2,0.329,22.4,191.9,0.0,0.081,0.187,0.891,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249384,2025-01-16 15:29:27,J025,Bannerghatta Road,J035,Domlur,Auto-Rickshaw,Weekday,False,Clear,False,0.0,False,False,False,7.78,False,Primary Route,30.4,0.261,18.4,937.5,0.0,0.537,1.24,0.975,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249385,2025-07-11 12:17:45,J011,Indiranagar 100ft Road,J009,Majestic,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,5.08,False,Primary Route,39.3,0.257,14.3,481.1,0.0,0.218,0.504,0.954,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249386,2025-09-15 19:11:27,J036,HAL Airport Road,J011,Indiranagar 100ft Road,Car,Weekday,False,Clear,False,0.0,False,False,False,3.89,True,Alternate Route,21.6,0.622,44.6,741.8,205.1,0.475,1.097,0.972,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249387,2025-01-21 17:42:06,J035,Domlur,J026,Hosur Road,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,2.83,True,Alternate Route,30.3,0.517,38.5,361.4,127.1,0.143,0.33,0.947,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249388,2025-10-23 08:37:51,J039,KR Market,J040,City Market,Delivery Van,Weekday,False,Clear,False,0.0,False,True,False,12.54,True,Alternate Route,25.7,0.468,34.7,1766.9,157.0,2.202,5.087,0.963,Bus priority granted - green extension issued to reduce transit delay
TRIP249389,2025-11-01 11:27:56,J015,Bellandur,J033,Trinity Circle,Auto-Rickshaw,Weekend,True,Clear,False,0.0,False,False,False,3.01,False,Primary Route,21.5,0.428,27.9,542.8,0.0,0.22,0.508,0.922,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249390,2026-06-02 16:18:47,J028,Tumkur Road,J035,Domlur,Car,Weekday,False,Clear,False,0.0,False,True,False,2.8,False,Primary Route,29.4,0.411,24.6,381.7,0.0,0.317,0.732,0.947,Bus priority granted - green extension issued to reduce transit delay
TRIP249391,2025-11-16 10:29:35,J009,Majestic,J026,Hosur Road,Car,Weekend,False,Clear,False,0.0,False,True,False,4.4,True,Primary Route,31.9,0.286,22.1,583.9,0.0,0.457,1.056,0.94,Bus priority granted - green extension issued to reduce transit delay
TRIP249392,2025-08-15 10:25:50,J039,KR Market,J022,Rajajinagar,Car,Weekday,True,Clear,False,0.0,False,False,False,7.33,False,Primary Route,16.4,0.855,56.5,1647.4,0.0,0.966,2.231,0.912,Festival crowd surge detected - alternate route and extended cycle recommended
TRIP249393,2025-11-28 16:43:16,J006,Tin Factory,J002,Marathahalli,Car,Weekday,False,Clear,False,0.0,False,False,False,5.1,False,Primary Route,22.8,0.509,33.5,824.2,0.0,0.574,1.326,0.935,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249394,2025-01-10 17:06:58,J001,Silk Board,J013,HSR BDA Complex,Two-Wheeler,Weekday,False,Clear,False,0.0,False,False,False,8.8,True,Alternate Route,29.6,0.466,25.9,1119.4,37.7,0.395,0.912,0.945,Moderate traffic flow - standard adaptive signal timing in effect
TRIP249395,2026-05-09 02:34:20,J007,Banashankari,J039,KR Market,Two-Wheeler,Weekend,False,Rain,True,19.1,False,False,False,3.71,True,Primary Route,36.9,0.318,25.9,419.0,0.0,0.158,0.365,0.928,Light rain detected - minor speed reduction advised
TRIP249396,2025-04-30 18:06:40,J040,City Market,J012,Koramangala Sony World,Car,Weekday,False,Heavy Rain,True,28.1,False,False,False,2.56,True,Alternate Route,19.8,0.714,45.1,512.3,164.4,0.335,0.774,0.933,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
