record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX546375,2025-12-13 07:06:25,J026,Hosur Road,Weekend,False,Clear,False,0.0,18.5,2315.0,False,0.309,33.4,22.8,88.8,0.067,0.155,0.979,Moderate traffic flow - standard adaptive signal timing in effect
WX546376,2025-07-21 19:57:15,J035,Domlur,Weekday,False,Clear,False,0.0,25.8,2575.0,False,0.722,19.0,46.3,168.8,0.109,0.252,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX546377,2026-05-12 19:33:55,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,29.3,2620.0,False,0.791,15.9,61.2,170.4,0.089,0.206,0.934,Heavy congestion detected - signal timing extended and reroute suggested
WX546378,2025-09-12 18:32:35,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.2,2435.0,False,1.0,10.2,69.0,422.0,0.168,0.388,0.896,Heavy congestion detected - signal timing extended and reroute suggested
WX546379,2025-10-09 19:24:44,J040,City Market,Weekday,False,Clear,False,0.0,26.1,2223.0,False,0.87,10.9,61.1,155.5,0.058,0.134,0.926,Heavy congestion detected - signal timing extended and reroute suggested
WX546380,2025-01-05 09:44:47,J034,Ulsoor,Weekend,False,Clear,False,0.0,20.3,3000.0,False,0.568,21.1,30.8,179.5,0.109,0.252,0.978,Moderate traffic flow - standard adaptive signal timing in effect
WX546381,2026-01-27 06:46:04,J039,KR Market,Weekday,True,Clear,False,0.0,16.2,2370.0,False,0.549,24.1,32.7,141.8,0.12,0.277,0.923,Festival crowd surge detected - alternate route and extended cycle recommended
WX546382,2025-11-10 00:13:01,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,18.9,2108.0,False,0.219,32.2,9.5,132.5,0.124,0.286,0.951,Normal free-flow traffic - standard signal timing maintained
WX546383,2025-03-30 16:50:56,J032,Richmond Circle,Weekend,True,Clear,False,0.0,30.7,1967.0,False,0.719,20.8,46.9,154.0,0.106,0.245,0.924,Festival crowd surge detected - alternate route and extended cycle recommended
WX546384,2025-05-25 22:27:53,J024,JP Nagar,Weekend,False,Clear,False,0.0,27.3,2591.0,False,0.123,45.6,10.6,73.5,0.058,0.134,0.958,Normal free-flow traffic - standard signal timing maintained
WX546385,2026-06-07 15:32:54,J040,City Market,Weekend,False,Clear,False,0.0,27.7,2366.0,False,0.195,37.4,15.0,128.0,0.139,0.321,0.933,Normal free-flow traffic - standard signal timing maintained
WX546386,2026-05-23 12:47:21,J024,JP Nagar,Weekend,False,Rain,True,11.7,30.3,310.0,False,0.499,9.5,36.9,354.6,0.104,0.24,0.917,Light rain detected - minor speed reduction advised
WX546387,2025-03-03 11:35:14,J023,Basavanagudi,Weekday,False,Clear,False,0.0,28.9,2530.0,False,0.234,36.6,8.8,117.0,0.108,0.249,0.956,Normal free-flow traffic - standard signal timing maintained
WX546388,2025-05-16 10:31:21,J031,Cubbon Road,Weekday,False,Clear,False,0.0,28.5,2217.0,False,0.609,19.1,40.1,234.4,0.163,0.377,0.936,Moderate traffic flow - standard adaptive signal timing in effect
WX546389,2026-06-25 17:01:06,J037,Kadugodi,Weekday,False,Heavy Rain,True,44.1,25.7,326.0,False,1.0,9.1,68.6,319.6,0.148,0.342,0.825,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546390,2025-05-06 20:51:24,J040,City Market,Weekday,False,Rain,True,13.9,25.9,280.0,False,0.72,10.1,54.3,244.0,0.098,0.226,0.892,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546391,2025-05-27 08:38:59,J030,MG Road,Weekday,False,Rain,True,17.8,24.8,480.0,False,1.0,9.8,64.6,139.7,0.064,0.148,0.882,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546392,2025-09-29 15:32:39,J008,Jayanagar 4th Block,Weekday,False,Clear,False,0.0,28.8,3000.0,False,0.341,37.2,27.1,206.1,0.216,0.499,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX546393,2026-06-09 13:52:35,J028,Tumkur Road,Weekday,False,Clear,False,0.0,28.0,2084.0,False,0.28,30.5,17.3,103.7,0.089,0.206,0.948,Moderate traffic flow - standard adaptive signal timing in effect
WX546394,2025-04-28 00:56:49,J021,Vijayanagar,Weekday,False,Clear,False,0.0,24.6,2179.0,False,0.168,37.2,10.8,107.1,0.087,0.201,0.955,Normal free-flow traffic - standard signal timing maintained
WX546395,2026-01-22 16:20:52,J039,KR Market,Weekday,False,Clear,False,0.0,24.1,2169.0,False,0.556,25.0,38.5,123.6,0.091,0.21,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX546396,2025-01-27 15:52:27,J014,Electronic City Toll,Weekday,True,Clear,False,0.0,24.7,2765.0,False,0.657,20.8,50.8,201.5,0.124,0.286,0.909,Festival crowd surge detected - alternate route and extended cycle recommended
WX546397,2025-04-07 18:53:23,J037,Kadugodi,Weekday,True,Clear,False,0.0,31.0,2639.0,False,1.0,9.7,63.1,403.7,0.159,0.367,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
WX546398,2025-09-03 15:01:51,J024,JP Nagar,Weekday,False,Clear,False,0.0,29.7,1999.0,False,0.291,34.3,16.0,70.8,0.054,0.125,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX546399,2025-02-20 04:29:54,J038,Varthur,Weekday,False,Clear,False,0.0,17.8,2428.0,False,0.107,32.1,12.0,140.2,0.109,0.252,0.959,Normal free-flow traffic - standard signal timing maintained
WX546400,2026-03-10 19:25:10,J006,Tin Factory,Weekday,False,Clear,False,0.0,31.5,2196.0,False,0.797,14.9,52.1,298.7,0.143,0.33,0.954,Heavy congestion detected - signal timing extended and reroute suggested
WX546401,2025-12-06 10:22:23,J039,KR Market,Weekend,False,Clear,False,0.0,21.3,1625.0,False,0.48,31.9,23.6,169.8,0.158,0.365,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX546402,2025-11-08 16:52:59,J017,Whitefield ITPL,Weekend,False,Clear,False,0.0,25.7,2681.0,False,0.536,25.7,44.8,144.2,0.101,0.233,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX546403,2025-03-15 21:46:37,J042,Anand Rao Circle,Weekend,True,Clear,False,0.0,25.1,2330.0,False,0.402,30.6,24.9,102.6,0.089,0.206,0.924,Moderate traffic flow - standard adaptive signal timing in effect
WX546404,2025-10-21 09:13:27,J012,Koramangala Sony World,Weekday,True,Clear,False,0.0,23.4,2433.0,False,1.0,9.2,69.0,454.4,0.184,0.425,0.844,Festival crowd surge detected - alternate route and extended cycle recommended
WX546405,2025-05-05 16:42:45,J006,Tin Factory,Weekday,False,Fog,False,0.0,30.7,21.0,False,0.728,9.2,49.1,338.8,0.122,0.282,0.916,Moderate traffic flow - standard adaptive signal timing in effect
WX546406,2025-02-23 08:02:23,J015,Bellandur,Weekend,False,Clear,False,0.0,20.8,1821.0,False,0.598,23.5,41.3,72.0,0.055,0.127,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546407,2026-04-04 06:14:13,J031,Cubbon Road,Weekend,False,Clear,False,0.0,25.9,1735.0,False,0.182,38.2,17.7,102.7,0.112,0.259,0.967,Normal free-flow traffic - standard signal timing maintained
WX546408,2025-08-06 15:33:55,J014,Electronic City Toll,Weekday,False,Heavy Rain,True,48.9,25.0,131.0,False,0.829,9.7,54.2,507.0,0.176,0.407,0.931,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546409,2025-01-12 12:39:42,J020,Malleshwaram Circle,Weekend,False,Clear,False,0.0,26.1,2668.0,False,0.105,31.9,2.1,45.8,0.025,0.058,0.98,Normal free-flow traffic - standard signal timing maintained
WX546410,2026-05-10 10:03:12,J041,Chalukya Circle,Weekend,False,Clear,False,0.0,27.8,1843.0,False,0.622,25.4,44.5,153.9,0.127,0.293,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546411,2025-01-29 14:04:24,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,26.6,2101.0,False,0.075,39.9,7.0,88.8,0.09,0.208,0.99,Normal free-flow traffic - standard signal timing maintained
WX546412,2025-07-30 19:16:02,J026,Hosur Road,Weekday,False,Clear,False,0.0,25.9,2655.0,False,0.895,10.7,64.7,381.7,0.152,0.351,0.936,Heavy congestion detected - signal timing extended and reroute suggested
WX546413,2025-02-15 05:57:01,J015,Bellandur,Weekend,False,Clear,False,0.0,16.6,2469.0,False,0.126,42.0,9.8,27.2,0.018,0.042,0.977,Normal free-flow traffic - standard signal timing maintained
WX546414,2026-06-10 19:47:32,J010,Shivajinagar,Weekday,False,Heavy Rain,True,50.6,21.9,236.0,False,1.0,10.1,70.8,436.7,0.201,0.464,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546415,2026-04-21 11:40:58,J010,Shivajinagar,Weekday,False,Clear,False,0.0,28.7,2535.0,False,0.302,37.8,22.5,135.3,0.12,0.277,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX546416,2026-01-26 07:50:23,J018,Nagawara,Weekday,True,Clear,False,0.0,18.9,3000.0,False,0.946,9.6,63.0,374.6,0.16,0.37,0.864,Festival crowd surge detected - alternate route and extended cycle recommended
WX546417,2025-08-05 10:10:01,J019,RT Nagar,Weekday,False,Rain,True,15.4,22.6,675.0,False,1.0,9.9,65.8,510.4,0.216,0.499,0.85,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546418,2025-04-25 10:29:07,J002,Marathahalli,Weekday,False,Light Rain,True,4.5,27.5,441.0,False,0.727,10.1,52.3,426.1,0.162,0.374,0.918,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546419,2026-06-02 09:59:26,J009,Majestic,Weekday,False,Clear,False,0.0,22.6,2256.0,False,0.72,14.5,45.3,274.2,0.118,0.273,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX546420,2025-08-11 15:22:50,J018,Nagawara,Weekday,False,Clear,False,0.0,27.5,1844.0,False,0.241,36.5,12.0,95.4,0.081,0.187,0.972,Normal free-flow traffic - standard signal timing maintained
WX546421,2026-02-04 06:52:37,J032,Richmond Circle,Weekday,False,Light Rain,True,2.0,18.0,397.0,True,0.927,10.7,57.7,429.8,0.171,0.395,0.731,Accident detected nearby - reroute and reduced speed advised
WX546422,2025-06-28 16:29:17,J001,Silk Board,Weekend,False,Heavy Rain,True,80.7,23.5,252.0,False,0.92,10.3,64.0,266.9,0.135,0.312,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546423,2025-08-19 17:49:07,J001,Silk Board,Weekday,False,Clear,False,0.0,23.6,2668.0,False,0.973,7.6,63.7,569.3,0.174,0.402,0.919,Heavy congestion detected - signal timing extended and reroute suggested
WX546424,2026-05-06 08:21:36,J023,Basavanagudi,Weekday,False,Clear,False,0.0,27.4,2546.0,False,0.875,11.7,63.3,327.9,0.149,0.344,0.933,Heavy congestion detected - signal timing extended and reroute suggested
WX546425,2026-03-06 15:35:21,J034,Ulsoor,Weekday,False,Clear,False,0.0,31.6,1755.0,False,0.282,35.9,23.3,122.4,0.095,0.219,0.966,Moderate traffic flow - standard adaptive signal timing in effect
WX546426,2025-10-06 06:48:04,J035,Domlur,Weekday,False,Clear,False,0.0,21.5,2336.0,False,0.401,34.5,22.1,114.9,0.099,0.229,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX546427,2025-04-21 09:37:05,J008,Jayanagar 4th Block,Weekday,False,Clear,False,0.0,27.3,2068.0,False,0.883,16.5,54.3,282.7,0.188,0.434,0.918,Heavy congestion detected - signal timing extended and reroute suggested
WX546428,2026-01-04 21:10:09,J012,Koramangala Sony World,Weekend,False,Clear,False,0.0,22.0,1912.0,False,0.258,28.9,13.4,153.1,0.111,0.256,0.948,Moderate traffic flow - standard adaptive signal timing in effect
WX546429,2025-04-17 08:20:02,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,25.0,1494.0,False,0.787,15.3,49.2,246.4,0.15,0.346,0.944,Heavy congestion detected - signal timing extended and reroute suggested
WX546430,2025-05-30 15:58:09,J026,Hosur Road,Weekday,False,Clear,False,0.0,31.0,2426.0,False,0.386,27.2,32.1,238.7,0.169,0.39,0.953,Moderate traffic flow - standard adaptive signal timing in effect
WX546431,2025-01-23 11:00:00,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,23.5,2011.0,False,0.391,31.6,22.5,130.3,0.097,0.224,0.985,Moderate traffic flow - standard adaptive signal timing in effect
WX546432,2025-03-24 17:40:18,J010,Shivajinagar,Weekday,False,Clear,False,0.0,31.8,2212.0,False,0.91,11.3,52.0,278.4,0.143,0.33,0.928,Heavy congestion detected - signal timing extended and reroute suggested
WX546433,2026-06-12 09:46:38,J028,Tumkur Road,Weekday,False,Clear,False,0.0,24.1,2456.0,False,0.9,14.4,64.7,197.3,0.102,0.236,0.941,Heavy congestion detected - signal timing extended and reroute suggested
WX546434,2025-12-23 11:28:20,J033,Trinity Circle,Weekday,False,Clear,False,0.0,21.8,2334.0,False,0.33,28.8,25.3,125.5,0.099,0.229,0.957,Moderate traffic flow - standard adaptive signal timing in effect
WX546435,2025-02-23 06:39:28,J031,Cubbon Road,Weekend,False,Clear,False,0.0,20.7,2414.0,False,0.249,31.0,16.5,118.4,0.083,0.192,0.952,Normal free-flow traffic - standard signal timing maintained
WX546436,2025-09-06 15:55:40,J012,Koramangala Sony World,Weekend,True,Clear,False,0.0,28.7,2152.0,False,0.563,24.5,41.1,228.8,0.178,0.411,0.92,Festival crowd surge detected - alternate route and extended cycle recommended
WX546437,2025-02-01 18:33:06,J036,HAL Airport Road,Weekend,False,Clear,False,0.0,27.3,2715.0,False,0.707,19.7,45.7,210.8,0.15,0.346,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX546438,2025-01-30 14:58:35,J014,Electronic City Toll,Weekday,False,Clear,False,0.0,25.1,2240.0,False,0.252,32.1,14.0,126.9,0.097,0.224,0.954,Moderate traffic flow - standard adaptive signal timing in effect
WX546439,2026-01-06 08:18:02,J026,Hosur Road,Weekday,False,Clear,False,0.0,18.9,1440.0,False,0.881,15.8,59.3,308.8,0.188,0.434,0.915,Heavy congestion detected - signal timing extended and reroute suggested
WX546440,2025-04-14 20:19:52,J035,Domlur,Weekday,True,Clear,False,0.0,28.1,1900.0,False,0.743,19.1,55.1,274.6,0.184,0.425,0.911,Festival crowd surge detected - alternate route and extended cycle recommended
WX546441,2025-09-17 07:00:40,J005,Yeshwantpur,Weekday,False,Rain,True,14.4,19.5,491.0,False,0.68,8.6,47.7,136.3,0.063,0.146,0.899,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546442,2026-04-19 17:26:31,J021,Vijayanagar,Weekend,False,Fog,False,0.0,31.4,95.0,False,0.648,10.9,40.1,218.2,0.075,0.173,0.912,Moderate traffic flow - standard adaptive signal timing in effect
WX546443,2025-08-16 08:50:23,J039,KR Market,Weekend,True,Clear,False,0.0,21.5,1388.0,False,0.987,10.4,69.5,359.6,0.162,0.374,0.859,Festival crowd surge detected - alternate route and extended cycle recommended
WX546444,2025-10-05 19:59:45,J006,Tin Factory,Weekend,False,Rain,True,16.6,25.4,628.0,False,0.902,11.5,55.6,352.9,0.157,0.363,0.871,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546445,2026-06-09 09:04:24,J016,Sarjapur Road,Weekday,False,Fog,False,0.0,24.1,131.0,False,1.0,8.8,64.4,313.3,0.118,0.273,0.896,Heavy congestion detected - signal timing extended and reroute suggested
WX546446,2026-04-24 11:13:24,J001,Silk Board,Weekday,False,Clear,False,0.0,30.3,1143.0,False,0.356,21.3,25.3,203.6,0.124,0.286,0.968,Moderate traffic flow - standard adaptive signal timing in effect
WX546447,2025-02-23 07:28:28,J031,Cubbon Road,Weekend,False,Clear,False,0.0,21.6,3000.0,False,0.402,22.7,22.7,91.4,0.063,0.146,0.959,Moderate traffic flow - standard adaptive signal timing in effect
WX546448,2026-04-28 20:28:00,J019,RT Nagar,Weekday,False,Clear,False,0.0,28.4,2367.0,False,0.546,27.7,31.2,161.1,0.106,0.245,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX546449,2025-12-17 18:45:18,J039,KR Market,Weekday,False,Clear,False,0.0,23.0,2459.0,False,0.972,8.3,63.4,595.0,0.181,0.418,0.908,Heavy congestion detected - signal timing extended and reroute suggested
WX546450,2026-01-28 09:59:41,J030,MG Road,Weekday,False,Clear,False,0.0,20.7,1873.0,False,0.8,16.7,51.5,217.5,0.122,0.282,0.965,Heavy congestion detected - signal timing extended and reroute suggested
WX546451,2026-04-29 07:04:45,J014,Electronic City Toll,Weekday,False,Clear,False,0.0,26.9,2260.0,False,0.391,33.6,26.5,100.5,0.096,0.222,0.974,Moderate traffic flow - standard adaptive signal timing in effect
WX546452,2025-10-31 15:29:31,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,29.3,2078.0,False,0.319,30.8,21.9,145.9,0.132,0.305,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546453,2025-12-16 12:19:43,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,24.3,1823.0,False,0.253,34.1,20.6,82.0,0.069,0.159,0.973,Moderate traffic flow - standard adaptive signal timing in effect
WX546454,2025-03-14 17:13:29,J009,Majestic,Weekday,True,Clear,False,0.0,31.7,2524.0,False,1.0,8.9,67.2,459.7,0.149,0.344,0.871,Festival crowd surge detected - alternate route and extended cycle recommended
WX546455,2026-01-29 17:42:49,J042,Anand Rao Circle,Weekday,False,Clear,False,0.0,25.0,2606.0,False,0.867,13.7,52.5,302.7,0.148,0.342,0.961,Heavy congestion detected - signal timing extended and reroute suggested
WX546456,2025-11-27 17:02:31,J031,Cubbon Road,Weekday,False,Clear,False,0.0,26.4,2156.0,False,0.78,13.9,54.2,221.4,0.099,0.229,0.957,Heavy congestion detected - signal timing extended and reroute suggested
WX546457,2025-01-06 14:38:10,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,24.0,2398.0,False,0.255,34.2,14.5,79.6,0.085,0.196,0.955,Moderate traffic flow - standard adaptive signal timing in effect
WX546458,2026-05-13 16:38:46,J018,Nagawara,Weekday,False,Clear,False,0.0,31.7,900.0,False,0.543,16.8,32.3,82.8,0.049,0.113,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX546459,2025-12-13 10:14:34,J002,Marathahalli,Weekend,False,Clear,False,0.0,20.6,2463.0,False,0.506,23.5,29.9,148.3,0.086,0.199,0.982,Moderate traffic flow - standard adaptive signal timing in effect
WX546460,2025-06-26 12:11:54,J001,Silk Board,Weekday,False,Clear,False,0.0,26.1,2873.0,False,0.241,36.8,18.2,79.6,0.087,0.201,0.98,Normal free-flow traffic - standard signal timing maintained
WX546461,2025-07-06 06:08:09,J003,KR Puram,Weekend,False,Clear,False,0.0,18.5,1419.0,False,0.09,27.4,5.1,132.9,0.087,0.201,0.976,Normal free-flow traffic - standard signal timing maintained
WX546462,2025-06-19 12:40:20,J019,RT Nagar,Weekday,False,Fog,False,0.0,27.2,145.0,False,0.251,8.2,12.3,211.0,0.061,0.141,0.913,Moderate traffic flow - standard adaptive signal timing in effect
WX546463,2025-10-23 08:11:25,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,22.6,2257.0,False,0.852,13.5,59.7,228.7,0.121,0.28,0.969,Heavy congestion detected - signal timing extended and reroute suggested
WX546464,2025-07-06 18:46:19,J023,Basavanagudi,Weekend,False,Heavy Rain,True,25.2,23.4,150.0,False,1.0,9.3,70.7,331.1,0.149,0.344,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546465,2026-02-24 15:15:08,J026,Hosur Road,Weekday,False,Clear,False,0.0,29.2,1964.0,False,0.235,25.0,13.7,144.5,0.104,0.24,0.975,Normal free-flow traffic - standard signal timing maintained
WX546466,2025-06-08 03:11:02,J019,RT Nagar,Weekend,False,Clear,False,0.0,19.0,1807.0,False,0.113,34.0,7.3,75.6,0.076,0.176,0.952,Normal free-flow traffic - standard signal timing maintained
WX546467,2026-06-18 11:46:05,J009,Majestic,Weekday,False,Heavy Rain,True,55.3,22.7,91.0,False,0.796,11.1,52.9,179.7,0.081,0.187,0.885,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546468,2025-10-30 19:58:05,J024,JP Nagar,Weekday,False,Clear,False,0.0,26.3,1690.0,False,0.747,20.5,49.0,269.7,0.183,0.423,0.962,Moderate traffic flow - standard adaptive signal timing in effect
WX546469,2025-10-20 09:50:17,J013,HSR BDA Complex,Weekday,True,Rain,True,12.4,20.7,500.0,False,1.0,8.3,64.9,483.1,0.176,0.407,0.798,Festival crowd surge detected - alternate route and extended cycle recommended
WX546470,2026-01-05 20:26:39,J010,Shivajinagar,Weekday,False,Clear,False,0.0,21.8,1449.0,False,0.583,23.1,37.3,76.7,0.061,0.141,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX546471,2025-04-09 18:00:54,J024,JP Nagar,Weekday,False,Clear,False,0.0,31.8,2395.0,False,0.936,12.4,60.0,246.9,0.122,0.282,0.913,Heavy congestion detected - signal timing extended and reroute suggested
WX546472,2025-04-26 06:27:08,J005,Yeshwantpur,Weekend,False,Clear,False,0.0,24.3,2154.0,False,0.22,35.3,13.0,90.4,0.098,0.226,0.967,Normal free-flow traffic - standard signal timing maintained
WX546473,2026-03-13 09:19:52,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,25.8,2745.0,False,1.0,8.7,68.0,241.9,0.104,0.24,0.93,Heavy congestion detected - signal timing extended and reroute suggested
WX546474,2025-02-05 18:00:17,J038,Varthur,Weekday,False,Clear,False,0.0,25.8,2088.0,False,0.891,13.6,58.0,276.4,0.143,0.33,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX546475,2025-06-09 11:30:06,J010,Shivajinagar,Weekday,False,Rain,True,13.7,22.5,533.0,False,0.578,11.9,40.2,286.4,0.122,0.282,0.944,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546476,2025-04-25 13:21:58,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,31.0,2270.0,False,0.215,39.8,15.1,93.1,0.092,0.213,0.948,Normal free-flow traffic - standard signal timing maintained
WX546477,2025-05-21 15:15:22,J005,Yeshwantpur,Weekday,False,Clear,False,0.0,31.3,1957.0,False,0.21,35.3,12.6,141.2,0.115,0.266,0.989,Normal free-flow traffic - standard signal timing maintained
WX546478,2025-12-02 08:22:11,J037,Kadugodi,Weekday,False,Clear,False,0.0,20.8,2810.0,False,0.88,14.3,56.6,338.9,0.172,0.397,0.941,Heavy congestion detected - signal timing extended and reroute suggested
WX546479,2025-12-05 17:17:59,J006,Tin Factory,Weekday,False,Clear,False,0.0,25.8,2355.0,False,0.8,18.7,49.5,290.6,0.178,0.411,0.96,Heavy congestion detected - signal timing extended and reroute suggested
WX546480,2026-01-03 16:50:33,J038,Varthur,Weekend,False,Fog,False,0.0,26.0,205.0,False,0.558,10.1,35.2,257.5,0.082,0.189,0.928,Moderate traffic flow - standard adaptive signal timing in effect
WX546481,2025-10-26 19:00:34,J038,Varthur,Weekend,False,Clear,False,0.0,25.6,1938.0,False,0.756,20.6,45.6,159.6,0.124,0.286,0.973,Heavy congestion detected - signal timing extended and reroute suggested
WX546482,2025-01-10 19:52:56,J037,Kadugodi,Weekday,False,Clear,False,0.0,22.4,2163.0,False,0.799,14.4,55.2,373.4,0.19,0.439,0.962,Heavy congestion detected - signal timing extended and reroute suggested
WX546483,2025-01-03 17:36:56,J033,Trinity Circle,Weekday,False,Clear,False,0.0,24.0,2577.0,False,0.855,12.6,55.0,143.2,0.072,0.166,0.93,Heavy congestion detected - signal timing extended and reroute suggested
WX546484,2026-06-04 07:00:34,J019,RT Nagar,Weekday,False,Clear,False,0.0,22.1,1643.0,False,0.45,25.7,33.5,111.3,0.075,0.173,0.948,Moderate traffic flow - standard adaptive signal timing in effect
WX546485,2025-07-12 22:35:01,J013,HSR BDA Complex,Weekend,False,Heavy Rain,True,29.1,18.9,219.0,False,0.66,9.5,42.2,216.9,0.112,0.259,0.909,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546486,2025-08-26 12:38:35,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,24.0,1802.0,False,0.143,33.4,6.6,150.1,0.135,0.312,0.973,Normal free-flow traffic - standard signal timing maintained
WX546487,2025-05-19 06:02:46,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,24.7,2219.0,False,0.297,26.8,19.0,142.0,0.107,0.247,0.973,Moderate traffic flow - standard adaptive signal timing in effect
WX546488,2025-08-04 17:11:26,J040,City Market,Weekday,False,Clear,False,0.0,25.9,1563.0,False,0.779,16.2,53.4,99.5,0.058,0.134,0.943,Heavy congestion detected - signal timing extended and reroute suggested
WX546489,2026-03-20 07:42:06,J041,Chalukya Circle,Weekday,True,Clear,False,0.0,24.8,2894.0,False,0.89,16.7,58.0,225.7,0.159,0.367,0.868,Festival crowd surge detected - alternate route and extended cycle recommended
WX546490,2025-05-25 16:26:13,J019,RT Nagar,Weekend,False,Rain,True,17.9,29.8,356.0,False,0.784,9.1,53.2,320.6,0.106,0.245,0.884,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546491,2025-11-04 17:12:27,J003,KR Puram,Weekday,False,Rain,True,8.2,23.5,618.0,False,1.0,9.8,66.5,544.5,0.232,0.536,0.866,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546492,2025-10-10 18:34:44,J011,Indiranagar 100ft Road,Weekday,False,Heavy Rain,True,33.1,26.9,130.0,False,1.0,6.6,65.6,669.9,0.194,0.448,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546493,2026-03-29 11:45:46,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,29.2,2597.0,False,0.25,39.3,20.7,83.5,0.066,0.152,0.969,Normal free-flow traffic - standard signal timing maintained
WX546494,2025-03-02 13:15:54,J040,City Market,Weekend,False,Clear,False,0.0,32.2,2378.0,False,0.102,37.6,9.3,76.3,0.071,0.164,0.983,Normal free-flow traffic - standard signal timing maintained
WX546495,2026-03-29 16:43:33,J030,MG Road,Weekend,False,Clear,False,0.0,31.9,1978.0,False,0.481,23.1,31.3,162.5,0.118,0.273,0.98,Moderate traffic flow - standard adaptive signal timing in effect
WX546496,2025-07-12 15:52:56,J029,Old Airport Road,Weekend,False,Heavy Rain,True,72.5,26.4,259.0,False,0.797,10.3,54.3,402.2,0.143,0.33,0.893,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546497,2025-12-25 18:11:45,J033,Trinity Circle,Weekday,True,Clear,False,0.0,24.9,2163.0,False,1.0,9.3,65.6,449.7,0.173,0.4,0.873,Festival crowd surge detected - alternate route and extended cycle recommended
WX546498,2025-02-16 20:40:26,J034,Ulsoor,Weekend,False,Clear,False,0.0,23.9,1758.0,False,0.228,31.9,15.8,76.8,0.066,0.152,0.956,Normal free-flow traffic - standard signal timing maintained
WX546499,2025-09-14 18:56:46,J010,Shivajinagar,Weekend,False,Rain,True,21.4,25.0,403.0,False,1.0,7.5,68.6,221.1,0.083,0.192,0.854,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX546500,2025-11-16 15:40:34,J035,Domlur,Weekend,False,Clear,False,0.0,26.5,1909.0,False,0.178,35.9,10.0,43.4,0.022,0.051,0.97,Normal free-flow traffic - standard signal timing maintained
WX546501,2025-06-17 09:32:31,J004,Hebbal,Weekday,False,Light Rain,True,7.1,22.1,394.0,False,1.0,10.1,70.4,272.2,0.138,0.319,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
