record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE152317,2026-02-18 15:34:15,J012,Koramangala Sony World,J015,Bellandur,3,1217,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,119.1,18.4,14.8,0.447,25.3,31.9,233.4,0.171,0.395,True,0.956,Moderate traffic flow - standard adaptive signal timing in effect
RE152318,2025-06-20 05:17:12,J024,JP Nagar,J030,MG Road,3,1562,Recurrent Congestion,Weekday,False,Rain,True,23.4,False,140.5,24.5,15.2,0.54,28.7,31.5,117.2,0.118,0.273,True,0.973,Light rain detected - minor speed reduction advised
RE152319,2026-03-07 16:53:43,J028,Tumkur Road,J029,Old Airport Road,1,862,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,78.4,31.6,21.0,0.785,16.9,49.7,306.5,0.158,0.365,False,0.974,Heavy congestion detected - signal timing extended and reroute suggested
RE152320,2025-11-10 22:06:06,J030,MG Road,J034,Ulsoor,2,1258,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,105.9,13.8,9.3,0.331,24.3,29.1,226.1,0.169,0.391,True,0.94,Green wave coordination successful - maintain current corridor offset
RE152321,2026-02-06 08:39:10,J025,Bannerghatta Road,J028,Tumkur Road,3,1440,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,128.7,34.1,18.9,1.0,9.4,69.5,478.6,0.192,0.443,False,0.915,Heavy congestion detected - signal timing extended and reroute suggested
RE152322,2025-01-18 06:19:28,J021,Vijayanagar,J025,Bannerghatta Road,2,922,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,88.1,12.7,8.4,0.274,28.0,21.1,172.3,0.128,0.296,True,0.975,Green wave coordination successful - maintain current corridor offset
RE152323,2025-06-26 20:46:23,J007,Banashankari,J010,Shivajinagar,3,1027,Signal Fault,Weekday,False,Clear,False,0.0,False,100.8,30.7,20.2,0.629,17.8,37.6,259.9,0.148,0.341,False,0.911,Signal fault detected upstream - temporary manual/adaptive override recommended
RE152324,2025-08-24 20:29:35,J002,Marathahalli,J005,Yeshwantpur,3,2780,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,246.0,5.5,4.3,0.425,31.1,22.8,112.9,0.114,0.264,True,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE152325,2025-04-30 21:43:44,J017,Whitefield ITPL,J019,RT Nagar,1,481,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,51.5,33.1,26.9,0.456,26.1,27.1,196.6,0.146,0.337,False,0.976,Moderate traffic flow - standard adaptive signal timing in effect
RE152326,2026-03-03 08:47:24,J004,Hebbal,J010,Shivajinagar,3,2067,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,205.5,18.5,10.2,1.0,8.6,62.9,480.6,0.178,0.41,True,0.909,Heavy congestion detected - signal timing extended and reroute suggested
RE152327,2025-12-21 09:04:04,J013,HSR BDA Complex,J015,Bellandur,2,1598,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,150.6,27.7,22.1,0.943,12.7,68.4,197.7,0.092,0.212,False,0.937,Heavy congestion detected - signal timing extended and reroute suggested
RE152328,2025-10-08 15:22:51,J019,RT Nagar,J023,Basavanagudi,2,1714,Recurrent Congestion,Weekday,False,Rain,True,16.1,False,144.9,19.7,15.0,0.571,25.7,40.3,141.4,0.091,0.21,True,0.922,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152329,2026-02-01 10:57:23,J009,Majestic,J010,Shivajinagar,1,643,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,64.5,35.8,28.2,0.576,23.5,35.2,238.9,0.176,0.406,False,0.957,Moderate traffic flow - standard adaptive signal timing in effect
RE152330,2025-07-04 08:53:39,J025,Bannerghatta Road,J026,Hosur Road,1,735,Recurrent Congestion,Weekday,False,Heavy Rain,True,31.0,False,53.0,55.5,43.0,1.0,8.9,68.4,459.0,0.17,0.393,False,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152331,2026-03-24 09:17:37,J005,Yeshwantpur,J006,Tin Factory,1,548,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,49.6,72.7,52.8,1.0,8.0,63.7,395.5,0.134,0.309,False,0.908,Heavy congestion detected - signal timing extended and reroute suggested
RE152332,2026-02-19 17:40:40,J002,Marathahalli,J004,Hebbal,1,168,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,26.0,89.3,70.0,1.0,9.5,63.1,453.0,0.164,0.379,False,0.908,Heavy congestion detected - signal timing extended and reroute suggested
RE152333,2025-03-05 12:08:13,J012,Koramangala Sony World,J015,Bellandur,3,2094,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,203.0,5.9,3.4,0.279,38.4,19.1,86.8,0.098,0.226,True,0.953,Green wave coordination successful - maintain current corridor offset
RE152334,2026-02-13 21:44:00,J023,Basavanagudi,J027,Mysore Road,2,1186,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,99.8,17.3,11.7,0.412,29.6,25.8,126.5,0.086,0.198,True,0.95,Moderate traffic flow - standard adaptive signal timing in effect
RE152335,2026-03-18 13:37:11,J003,KR Puram,J009,Majestic,3,2561,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,229.9,2.7,1.8,0.169,32.4,5.3,162.6,0.114,0.263,True,0.975,Green wave coordination successful - maintain current corridor offset
RE152336,2025-11-24 14:42:02,J019,RT Nagar,J023,Basavanagudi,2,1341,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,139.7,15.1,11.7,0.31,26.3,21.4,114.5,0.054,0.126,True,0.964,Green wave coordination successful - maintain current corridor offset
RE152337,2025-04-02 05:16:46,J019,RT Nagar,J021,Vijayanagar,1,564,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,61.5,25.2,17.8,0.362,27.8,27.2,135.3,0.115,0.266,False,0.961,Moderate traffic flow - standard adaptive signal timing in effect
RE152338,2025-03-12 09:11:10,J034,Ulsoor,J036,HAL Airport Road,2,952,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,93.0,50.9,32.8,1.0,9.2,61.1,568.5,0.197,0.455,False,0.91,Heavy congestion detected - signal timing extended and reroute suggested
RE152339,2025-02-09 15:03:16,J025,Bannerghatta Road,J027,Mysore Road,2,1166,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,109.0,17.8,14.6,0.196,24.8,13.5,167.7,0.117,0.271,True,0.99,Green wave coordination successful - maintain current corridor offset
RE152340,2025-11-16 00:49:02,J031,Cubbon Road,J035,Domlur,2,1745,Recurrent Congestion,Weekend,False,Light Rain,True,6.3,False,181.6,16.4,11.6,0.308,37.6,24.1,60.8,0.033,0.077,True,0.926,Light rain detected - minor speed reduction advised
RE152341,2026-01-29 10:08:00,J032,Richmond Circle,J036,HAL Airport Road,2,1103,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,109.8,41.6,30.8,0.971,8.2,62.2,583.5,0.2,0.461,False,0.912,Heavy congestion detected - signal timing extended and reroute suggested
RE152342,2026-06-10 05:35:50,J027,Mysore Road,J033,Trinity Circle,3,2497,Recurrent Congestion,Weekday,False,Light Rain,True,2.9,False,230.7,6.4,4.8,0.303,27.0,19.8,111.8,0.084,0.194,True,0.917,Light rain detected - minor speed reduction advised
RE152343,2026-05-06 18:46:49,J023,Basavanagudi,J027,Mysore Road,2,2219,Recurrent Congestion,Weekday,False,Rain,True,15.2,False,208.0,18.9,14.2,1.0,10.8,67.2,480.1,0.22,0.508,True,0.878,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152344,2025-04-06 17:30:54,J037,Kadugodi,J039,KR Market,1,439,Recurrent Congestion,Weekend,True,Clear,False,0.0,False,42.2,71.2,44.9,1.0,8.3,64.8,459.3,0.176,0.407,False,0.905,Festival crowd surge detected - alternate route and extended cycle recommended
RE152345,2025-07-25 09:56:06,J022,Rajajinagar,J023,Basavanagudi,1,558,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,34.0,68.1,53.4,1.0,10.1,64.8,557.0,0.232,0.535,False,0.895,Heavy congestion detected - signal timing extended and reroute suggested
RE152346,2026-06-13 18:54:21,J008,Jayanagar 4th Block,J011,Indiranagar 100ft Road,3,1726,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,192.1,24.5,14.9,0.837,13.6,56.1,302.3,0.144,0.332,True,0.949,Heavy congestion detected - signal timing extended and reroute suggested
RE152347,2025-04-25 18:01:24,J004,Hebbal,J007,Banashankari,3,2045,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,167.5,21.8,12.2,1.0,8.5,64.3,546.1,0.198,0.457,True,0.905,Heavy congestion detected - signal timing extended and reroute suggested
RE152348,2025-01-13 16:29:54,J030,MG Road,J032,Richmond Circle,2,941,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,84.6,40.7,26.3,0.795,16.3,47.3,157.1,0.086,0.199,False,0.952,Heavy congestion detected - signal timing extended and reroute suggested
RE152349,2026-05-04 18:37:15,J035,Domlur,J041,Chalukya Circle,3,1520,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,157.8,28.2,22.6,1.0,9.2,70.3,491.1,0.188,0.434,False,0.926,Heavy congestion detected - signal timing extended and reroute suggested
RE152350,2025-12-19 09:17:19,J004,Hebbal,J005,Yeshwantpur,1,854,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,61.4,53.5,35.6,1.0,12.1,73.6,236.9,0.128,0.296,False,0.925,Heavy congestion detected - signal timing extended and reroute suggested
RE152351,2025-08-30 09:45:10,J035,Domlur,J036,HAL Airport Road,1,359,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,36.6,63.1,52.7,1.0,8.1,59.6,383.1,0.14,0.324,False,0.911,Heavy congestion detected - signal timing extended and reroute suggested
RE152352,2026-03-04 14:08:29,J030,MG Road,J032,Richmond Circle,2,787,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,73.6,34.7,21.8,0.625,26.2,44.2,71.6,0.023,0.053,False,0.929,Festival crowd surge detected - alternate route and extended cycle recommended
RE152353,2025-05-16 07:50:24,J009,Majestic,J010,Shivajinagar,1,803,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,90.9,52.7,30.0,1.0,7.9,60.9,470.3,0.173,0.4,False,0.912,Heavy congestion detected - signal timing extended and reroute suggested
RE152354,2025-06-23 17:58:20,J038,Varthur,J040,City Market,2,1306,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,96.6,29.8,22.9,1.0,9.2,64.0,472.7,0.178,0.411,False,0.898,Heavy congestion detected - signal timing extended and reroute suggested
RE152355,2025-09-12 21:43:05,J009,Majestic,J015,Bellandur,3,2240,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,199.3,8.7,5.5,0.332,35.7,17.9,136.0,0.136,0.315,True,0.968,Green wave coordination successful - maintain current corridor offset
RE152356,2026-05-06 08:46:25,J039,KR Market,J003,KR Puram,3,2591,Signal Fault,Weekday,False,Clear,False,0.0,False,249.5,20.0,15.4,1.0,6.4,66.9,345.0,0.12,0.276,True,0.862,Heavy congestion detected - signal timing extended and reroute suggested
RE152357,2025-06-14 19:11:54,J023,Basavanagudi,J025,Bannerghatta Road,1,834,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,95.3,52.4,30.8,0.975,9.6,67.0,545.6,0.215,0.496,False,0.944,Heavy congestion detected - signal timing extended and reroute suggested
RE152358,2026-01-03 17:34:12,J029,Old Airport Road,J035,Domlur,3,1921,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,180.1,23.4,13.0,0.831,18.3,55.0,281.7,0.181,0.419,True,0.952,Heavy congestion detected - signal timing extended and reroute suggested
RE152359,2025-09-25 15:05:20,J015,Bellandur,J018,Nagawara,3,2150,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,199.5,12.1,8.3,0.311,35.4,19.0,128.8,0.117,0.269,True,0.951,Green wave coordination successful - maintain current corridor offset
RE152360,2026-06-09 12:50:07,J003,KR Puram,J004,Hebbal,1,649,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,54.5,16.5,12.2,0.191,36.8,15.1,140.5,0.122,0.282,True,0.956,Green wave coordination successful - maintain current corridor offset
RE152361,2026-01-01 06:41:37,J006,Tin Factory,J009,Majestic,3,1120,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,92.3,37.6,21.9,0.827,14.0,55.5,277.3,0.13,0.301,False,0.872,Festival crowd surge detected - alternate route and extended cycle recommended
RE152362,2025-01-10 15:40:10,J007,Banashankari,J010,Shivajinagar,3,2674,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,238.2,6.4,5.4,0.402,26.9,22.2,136.9,0.121,0.28,True,0.939,Moderate traffic flow - standard adaptive signal timing in effect
RE152363,2025-07-13 21:29:25,J037,Kadugodi,J039,KR Market,2,1379,Recurrent Congestion,Weekend,False,Rain,True,18.0,False,113.2,18.3,15.3,0.603,20.3,41.4,204.2,0.125,0.29,True,0.926,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152364,2026-04-27 19:33:10,J032,Richmond Circle,J034,Ulsoor,1,1010,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,106.8,45.0,35.1,1.0,10.9,66.0,256.2,0.111,0.255,False,0.893,Heavy congestion detected - signal timing extended and reroute suggested
RE152365,2026-03-04 17:17:07,J034,Ulsoor,J040,City Market,3,1216,Festival Surge,Weekday,True,Clear,False,0.0,False,93.0,44.5,36.1,1.0,9.0,71.1,430.4,0.167,0.385,False,0.866,Festival crowd surge detected - alternate route and extended cycle recommended
RE152366,2025-02-16 13:16:00,J015,Bellandur,J016,Sarjapur Road,1,598,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,54.8,19.6,11.6,0.249,25.9,11.6,68.3,0.06,0.138,True,0.958,Green wave coordination successful - maintain current corridor offset
RE152367,2025-03-13 06:37:36,J021,Vijayanagar,J024,JP Nagar,3,1721,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,167.6,14.9,9.0,0.377,23.9,21.9,163.3,0.119,0.275,True,0.94,Green wave coordination successful - maintain current corridor offset
RE152368,2025-08-07 18:49:55,J022,Rajajinagar,J023,Basavanagudi,1,473,Signal Fault,Weekday,False,Clear,False,0.0,False,20.8,74.8,51.5,1.0,9.4,69.1,474.6,0.164,0.379,False,0.865,Heavy congestion detected - signal timing extended and reroute suggested
RE152369,2025-10-29 07:10:37,J037,Kadugodi,J038,Varthur,1,928,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,79.9,28.1,19.5,0.702,19.1,49.3,177.1,0.092,0.212,False,0.946,Moderate traffic flow - standard adaptive signal timing in effect
RE152370,2025-04-08 08:27:00,J030,MG Road,J032,Richmond Circle,2,2207,Recurrent Congestion,Weekday,False,Rain,True,20.2,False,193.6,18.0,10.7,1.0,9.9,68.7,442.6,0.176,0.407,True,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152371,2026-02-21 07:48:10,J007,Banashankari,J008,Jayanagar 4th Block,1,666,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,68.0,47.0,29.9,0.871,13.2,58.9,257.8,0.146,0.336,False,0.914,Heavy congestion detected - signal timing extended and reroute suggested
RE152372,2025-01-31 09:07:23,J039,KR Market,J003,KR Puram,3,1618,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,148.9,36.0,29.6,1.0,9.5,62.2,431.0,0.164,0.38,False,0.921,Heavy congestion detected - signal timing extended and reroute suggested
RE152373,2025-11-24 16:27:58,J037,Kadugodi,J001,Silk Board,3,776,Recurrent Congestion,Weekday,False,Light Rain,True,5.5,False,74.0,41.3,31.9,0.921,8.5,67.5,255.9,0.1,0.23,False,0.901,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152374,2025-04-25 08:19:02,J031,Cubbon Road,J033,Trinity Circle,2,1687,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,147.2,28.7,21.2,1.0,8.5,63.6,455.3,0.149,0.343,False,0.921,Heavy congestion detected - signal timing extended and reroute suggested
RE152375,2025-12-04 15:25:03,J015,Bellandur,J017,Whitefield ITPL,1,704,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,81.5,28.7,17.6,0.467,28.5,32.8,143.4,0.113,0.26,False,0.925,Moderate traffic flow - standard adaptive signal timing in effect
RE152376,2026-03-05 19:36:48,J017,Whitefield ITPL,J019,RT Nagar,1,619,Festival Surge,Weekday,True,Clear,False,0.0,False,57.3,57.6,43.1,1.0,8.6,62.2,731.0,0.253,0.585,False,0.872,Festival crowd surge detected - alternate route and extended cycle recommended
RE152377,2026-03-25 19:54:39,J036,HAL Airport Road,J042,Anand Rao Circle,3,1208,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,131.1,37.8,26.0,0.921,10.9,63.6,357.4,0.147,0.34,False,0.93,Heavy congestion detected - signal timing extended and reroute suggested
RE152378,2025-05-17 12:28:59,J023,Basavanagudi,J024,JP Nagar,1,760,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,73.2,21.0,14.7,0.202,39.0,14.7,125.8,0.132,0.306,True,0.968,Green wave coordination successful - maintain current corridor offset
RE152379,2025-05-10 08:26:12,J040,City Market,J004,Hebbal,3,2694,Signal Fault,Weekend,False,Clear,False,0.0,False,244.2,16.6,10.2,0.821,16.5,57.4,232.9,0.13,0.3,True,0.898,Heavy congestion detected - signal timing extended and reroute suggested
RE152380,2025-04-01 06:59:32,J017,Whitefield ITPL,J020,Malleshwaram Circle,3,1047,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,103.5,30.9,25.1,0.672,17.2,44.3,129.8,0.086,0.2,False,0.957,Moderate traffic flow - standard adaptive signal timing in effect
RE152381,2026-04-22 10:43:38,J032,Richmond Circle,J036,HAL Airport Road,2,1366,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,135.5,26.6,22.1,0.657,20.2,41.0,207.9,0.138,0.319,False,0.959,Moderate traffic flow - standard adaptive signal timing in effect
RE152382,2025-04-16 06:57:39,J022,Rajajinagar,J028,Tumkur Road,3,1207,Recurrent Congestion,Weekday,False,Light Rain,True,4.9,False,122.0,34.2,21.7,0.81,13.5,49.1,267.3,0.115,0.267,False,0.912,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152383,2025-09-28 22:03:38,J015,Bellandur,J016,Sarjapur Road,1,419,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,33.5,22.2,15.7,0.466,30.4,34.6,200.4,0.169,0.391,True,0.963,Moderate traffic flow - standard adaptive signal timing in effect
RE152384,2025-01-23 19:19:47,J030,MG Road,J034,Ulsoor,2,1394,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,125.2,40.6,33.5,1.0,7.0,68.5,546.5,0.149,0.344,False,0.906,Heavy congestion detected - signal timing extended and reroute suggested
RE152385,2025-04-09 19:04:42,J034,Ulsoor,J036,HAL Airport Road,2,945,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,66.7,58.6,47.7,1.0,9.7,67.5,455.8,0.19,0.439,False,0.938,Heavy congestion detected - signal timing extended and reroute suggested
RE152386,2025-05-22 21:53:10,J023,Basavanagudi,J027,Mysore Road,2,795,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,85.6,24.2,16.6,0.391,30.6,30.4,138.8,0.116,0.268,True,0.987,Green wave coordination successful - maintain current corridor offset
RE152387,2025-09-04 16:55:54,J031,Cubbon Road,J033,Trinity Circle,1,826,Signal Fault,Weekday,False,Clear,False,0.0,False,85.6,56.8,34.9,1.0,9.7,70.2,487.2,0.2,0.461,False,0.892,Heavy congestion detected - signal timing extended and reroute suggested
RE152388,2025-10-26 07:13:22,J015,Bellandur,J018,Nagawara,3,2785,Recurrent Congestion,Weekend,False,Rain,True,10.0,False,238.7,10.2,8.5,0.576,25.5,42.1,212.9,0.161,0.372,True,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152389,2026-04-19 11:50:21,J026,Hosur Road,J028,Tumkur Road,2,1344,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,127.6,13.0,10.8,0.258,40.4,20.2,38.3,0.037,0.086,True,0.99,Green wave coordination successful - maintain current corridor offset
RE152390,2026-05-25 08:15:09,J004,Hebbal,J006,Tin Factory,1,869,Recurrent Congestion,Weekday,False,Rain,True,16.9,False,91.5,52.1,43.0,1.0,9.0,69.7,435.4,0.16,0.369,False,0.855,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152391,2026-02-24 08:50:55,J013,HSR BDA Complex,J015,Bellandur,2,1515,Signal Fault,Weekday,False,Clear,False,0.0,False,144.3,31.9,22.9,1.0,9.2,59.8,640.8,0.237,0.549,False,0.848,Heavy congestion detected - signal timing extended and reroute suggested
RE152392,2026-05-01 21:13:01,J001,Silk Board,J003,KR Puram,1,420,Festival Surge,Weekday,True,Clear,False,0.0,False,24.7,65.7,41.9,1.0,6.3,60.5,738.0,0.201,0.465,False,0.865,Festival crowd surge detected - alternate route and extended cycle recommended
RE152393,2026-05-07 15:23:32,J002,Marathahalli,J003,KR Puram,1,722,Recurrent Congestion,Weekday,False,Light Rain,True,2.4,False,56.8,33.9,28.4,0.525,28.5,41.5,145.1,0.114,0.263,False,0.913,Light rain detected - minor speed reduction advised
RE152394,2026-01-16 18:27:17,J038,Varthur,J002,Marathahalli,3,3230,Accident,Weekday,False,Clear,False,0.0,True,312.0,13.9,9.9,1.0,8.1,70.0,536.6,0.182,0.421,False,0.758,Accident detected nearby - reroute and reduced speed advised
RE152395,2025-01-28 20:22:36,J022,Rajajinagar,J024,JP Nagar,2,877,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,80.6,44.5,31.2,0.861,14.9,61.0,269.2,0.138,0.318,False,0.981,Heavy congestion detected - signal timing extended and reroute suggested
RE152396,2025-09-12 09:43:57,J018,Nagawara,J021,Vijayanagar,3,3131,Recurrent Congestion,Weekday,False,Rain,True,24.7,False,285.4,18.1,11.4,1.0,9.2,67.8,382.1,0.144,0.332,True,0.87,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152397,2026-05-30 07:24:11,J030,MG Road,J036,HAL Airport Road,3,2451,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,214.9,8.0,4.9,0.412,30.5,24.8,106.6,0.079,0.181,True,0.967,Moderate traffic flow - standard adaptive signal timing in effect
RE152398,2025-05-19 09:59:07,J036,HAL Airport Road,J037,Kadugodi,1,598,Recurrent Congestion,Weekday,False,Light Rain,True,2.1,False,72.7,69.4,56.2,1.0,9.0,65.1,591.9,0.206,0.476,False,0.852,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152399,2026-06-04 11:59:35,J013,HSR BDA Complex,J015,Bellandur,1,669,Recurrent Congestion,Weekday,False,Light Rain,True,1.0,False,47.9,31.8,21.0,0.507,29.7,35.8,259.1,0.207,0.479,False,0.891,Light rain detected - minor speed reduction advised
RE152400,2026-03-29 14:32:52,J009,Majestic,J011,Indiranagar 100ft Road,2,1537,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,133.6,19.5,14.2,0.249,31.1,15.7,118.8,0.074,0.171,True,0.961,Green wave coordination successful - maintain current corridor offset
RE152401,2025-04-10 19:22:51,J028,Tumkur Road,J034,Ulsoor,3,2211,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,181.7,17.8,10.0,1.0,10.0,63.1,179.2,0.072,0.165,True,0.932,Heavy congestion detected - signal timing extended and reroute suggested
RE152402,2025-09-21 09:46:10,J037,Kadugodi,J040,City Market,3,2812,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,253.7,16.9,9.5,0.748,19.9,51.3,234.6,0.155,0.358,True,0.951,Moderate traffic flow - standard adaptive signal timing in effect
RE152403,2025-09-15 21:28:04,J037,Kadugodi,J040,City Market,3,2571,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,235.6,6.4,4.5,0.324,31.0,24.1,100.4,0.082,0.19,True,0.967,Green wave coordination successful - maintain current corridor offset
RE152404,2025-05-25 09:38:44,J020,Malleshwaram Circle,J023,Basavanagudi,3,2017,Recurrent Congestion,Weekend,False,Heavy Rain,True,28.7,False,198.4,26.9,17.7,1.0,7.1,63.2,632.2,0.213,0.491,False,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152405,2025-03-29 08:39:45,J027,Mysore Road,J029,Old Airport Road,2,1389,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,111.1,31.2,18.2,0.88,12.6,60.0,205.8,0.094,0.216,False,0.933,Heavy congestion detected - signal timing extended and reroute suggested
RE152406,2025-07-15 15:38:31,J022,Rajajinagar,J024,JP Nagar,1,793,Recurrent Congestion,Weekday,False,Heavy Rain,True,58.2,False,54.9,53.1,36.5,1.0,7.7,60.1,275.6,0.099,0.229,False,0.845,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152407,2025-06-07 18:25:31,J007,Banashankari,J013,HSR BDA Complex,3,2156,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,184.5,14.6,10.4,0.818,14.4,55.4,272.5,0.137,0.317,True,0.959,Heavy congestion detected - signal timing extended and reroute suggested
RE152408,2026-01-31 16:19:30,J004,Hebbal,J008,Jayanagar 4th Block,2,1843,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,180.1,19.3,10.9,0.444,24.4,26.2,203.8,0.152,0.352,True,0.956,Moderate traffic flow - standard adaptive signal timing in effect
RE152409,2025-11-03 12:07:04,J009,Majestic,J015,Bellandur,3,1183,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,127.9,11.7,8.3,0.292,35.5,20.1,125.9,0.111,0.256,True,0.99,Green wave coordination successful - maintain current corridor offset
RE152410,2026-03-04 19:06:35,J010,Shivajinagar,J014,Electronic City Toll,2,696,Festival Surge,Weekday,True,Rain,True,9.7,False,52.8,53.0,35.6,1.0,10.2,62.4,433.2,0.183,0.423,False,0.804,Festival crowd surge detected - alternate route and extended cycle recommended
RE152411,2026-01-21 19:27:59,J002,Marathahalli,J003,KR Puram,1,867,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,83.6,60.0,47.4,1.0,9.1,65.1,417.3,0.161,0.373,False,0.915,Heavy congestion detected - signal timing extended and reroute suggested
RE152412,2025-01-13 16:19:37,J002,Marathahalli,J006,Tin Factory,2,1470,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,127.4,18.4,12.7,0.626,21.6,42.0,121.9,0.101,0.234,True,0.945,Moderate traffic flow - standard adaptive signal timing in effect
RE152413,2025-02-10 18:13:06,J006,Tin Factory,J012,Koramangala Sony World,3,3102,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,281.3,9.8,8.0,1.0,8.3,64.6,344.2,0.126,0.29,True,0.931,Heavy congestion detected - signal timing extended and reroute suggested
RE152414,2025-06-07 16:50:18,J024,JP Nagar,J030,MG Road,3,2196,Recurrent Congestion,Weekend,False,Heavy Rain,True,41.4,False,196.9,24.7,16.3,0.98,9.4,65.1,302.7,0.097,0.224,True,0.86,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE152415,2025-06-12 07:27:25,J015,Bellandur,J017,Whitefield ITPL,1,475,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,20.0,49.7,30.7,0.885,13.9,58.3,199.9,0.082,0.19,False,0.968,Heavy congestion detected - signal timing extended and reroute suggested
