record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK640650,2025-10-31 15:35:38,J013-P1,J013,HSR BDA Complex,Multi-Level Public,803,486,60.5,Weekday,False,False,0.0,False,False,0.49,30.4,0.13,0.041,0.094,0.959,Ample parking available - standard guidance sufficient
PK640651,2025-07-17 15:17:06,J018-P2,J018,Nagawara,Office Complex,302,266,88.1,Weekday,False,False,0.0,False,False,0.41,160.9,0.8,0.206,0.477,0.95,Lot filling up - real-time slot guidance recommended
PK640652,2026-06-13 19:20:07,J029-P2,J029,Old Airport Road,Market Area,122,19,15.6,Weekend,False,False,0.0,False,False,0.67,31.9,0.1,0.027,0.062,0.953,Ample parking available - standard guidance sufficient
PK640653,2026-05-08 17:25:58,J032-P2,J032,Richmond Circle,Office Complex,331,251,75.8,Weekday,False,False,0.0,False,False,0.44,74.2,0.33,0.087,0.202,0.98,Lot filling up - real-time slot guidance recommended
PK640654,2026-01-30 09:48:21,J041-P2,J041,Chalukya Circle,On-Street Metered,58,45,77.6,Weekday,False,False,0.0,False,False,0.38,94.9,0.3,0.095,0.22,0.967,Lot filling up - real-time slot guidance recommended
PK640655,2025-09-05 15:22:45,J034-P2,J034,Ulsoor,Office Complex,269,173,64.3,Weekday,True,False,0.0,False,False,0.6,46.1,0.17,0.044,0.101,0.927,Festival demand surge expected - pre-booking recommended
PK640656,2025-06-29 09:02:14,J030-P3,J030,MG Road,Multi-Level Public,663,570,86.0,Weekend,False,True,14.6,False,False,0.47,154.7,0.43,0.15,0.348,0.901,Lot filling up - real-time slot guidance recommended
PK640657,2025-02-07 17:32:09,J010-P2,J010,Shivajinagar,Market Area,167,18,10.8,Weekday,False,False,0.0,False,False,0.67,26.2,0.1,0.021,0.049,0.941,Ample parking available - standard guidance sufficient
PK640658,2026-06-01 20:18:32,J041-P1,J041,Chalukya Circle,On-Street Metered,74,40,54.1,Weekday,False,True,16.5,False,False,0.28,31.9,0.16,0.041,0.094,0.947,Ample parking available - standard guidance sufficient
PK640659,2025-03-10 09:55:38,J012-P1,J012,Koramangala Sony World,On-Street Metered,37,29,78.4,Weekday,False,True,2.5,False,False,0.35,97.9,0.46,0.116,0.268,0.917,Lot filling up - real-time slot guidance recommended
PK640660,2026-04-03 20:08:05,J019-P3,J019,RT Nagar,Office Complex,352,87,24.7,Weekday,False,False,0.0,False,False,0.62,15.0,0.06,0.01,0.023,0.955,Ample parking available - standard guidance sufficient
PK640661,2025-11-28 13:30:30,J015-P2,J015,Bellandur,Market Area,163,26,16.0,Weekday,False,False,0.0,False,False,0.72,33.2,0.12,0.029,0.067,0.961,Ample parking available - standard guidance sufficient
PK640662,2026-01-17 18:47:16,J033-P2,J033,Trinity Circle,Multi-Level Public,703,601,85.5,Weekend,False,False,0.0,False,False,0.33,150.6,0.54,0.166,0.383,0.928,Lot filling up - real-time slot guidance recommended
PK640663,2025-05-22 20:49:50,J019-P3,J019,RT Nagar,Market Area,120,21,17.5,Weekday,False,False,0.0,False,False,0.51,22.3,0.07,0.011,0.025,0.94,Ample parking available - standard guidance sufficient
PK640664,2026-05-06 07:28:01,J011-P3,J011,Indiranagar 100ft Road,Market Area,58,52,89.7,Weekday,False,False,0.0,False,False,0.36,220.8,0.91,0.246,0.568,0.961,Lot filling up - real-time slot guidance recommended
PK640665,2025-03-09 16:09:53,J007-P3,J007,Banashankari,Market Area,137,19,13.9,Weekend,False,False,0.0,False,False,0.63,34.1,0.1,0.037,0.085,0.97,Ample parking available - standard guidance sufficient
PK640666,2025-12-03 08:34:40,J028-P3,J028,Tumkur Road,Mall Basement,488,105,21.5,Weekday,False,False,0.0,False,False,0.51,21.7,0.08,0.027,0.063,0.956,Ample parking available - standard guidance sufficient
PK640667,2025-11-10 16:03:51,J030-P3,J030,MG Road,Multi-Level Public,712,423,59.4,Weekday,False,False,0.0,False,False,0.39,21.7,0.05,0.023,0.053,0.963,Ample parking available - standard guidance sufficient
PK640668,2025-08-23 21:50:52,J033-P1,J033,Trinity Circle,Market Area,65,18,27.7,Weekend,False,True,12.4,False,False,0.64,29.0,0.1,0.034,0.079,0.916,Ample parking available - standard guidance sufficient
PK640669,2026-05-04 22:14:29,J018-P3,J018,Nagawara,Market Area,141,20,14.2,Weekday,False,False,0.0,False,False,0.66,28.4,0.09,0.018,0.042,0.983,Ample parking available - standard guidance sufficient
PK640670,2025-12-10 10:15:43,J037-P2,J037,Kadugodi,Multi-Level Public,741,462,62.3,Weekday,False,False,0.0,False,False,0.5,32.6,0.13,0.019,0.043,0.979,Ample parking available - standard guidance sufficient
PK640671,2025-02-26 12:45:42,J017-P3,J017,Whitefield ITPL,Mall Basement,461,79,17.1,Weekday,False,False,0.0,False,False,0.55,36.0,0.12,0.046,0.107,0.963,Ample parking available - standard guidance sufficient
PK640672,2025-08-20 01:45:07,J032-P3,J032,Richmond Circle,Mall Basement,456,76,16.7,Weekday,False,True,3.1,False,False,0.46,16.3,0.06,0.01,0.023,0.931,Ample parking available - standard guidance sufficient
PK640673,2025-01-21 07:41:48,J013-P2,J013,HSR BDA Complex,Office Complex,286,37,12.9,Weekday,False,False,0.0,False,False,0.61,34.8,0.13,0.032,0.073,0.971,Ample parking available - standard guidance sufficient
PK640674,2025-06-16 10:19:38,J033-P1,J033,Trinity Circle,Multi-Level Public,718,439,61.1,Weekday,False,False,0.0,False,False,0.47,41.6,0.18,0.029,0.068,0.968,Ample parking available - standard guidance sufficient
PK640675,2025-10-11 21:32:30,J018-P3,J018,Nagawara,On-Street Metered,24,10,41.7,Weekend,False,False,0.0,False,False,0.39,39.1,0.15,0.036,0.084,0.99,Ample parking available - standard guidance sufficient
PK640676,2026-06-25 06:26:56,J037-P3,J037,Kadugodi,Multi-Level Public,726,109,15.0,Weekday,False,False,0.0,False,False,0.71,18.6,0.06,0.013,0.031,0.948,Ample parking available - standard guidance sufficient
PK640677,2025-08-17 10:53:45,J018-P3,J018,Nagawara,Mall Basement,398,76,19.1,Weekend,False,False,0.0,False,False,0.63,34.6,0.18,0.029,0.066,0.963,Ample parking available - standard guidance sufficient
PK640678,2025-07-16 16:17:09,J008-P1,J008,Jayanagar 4th Block,On-Street Metered,20,13,65.0,Weekday,False,False,0.0,False,False,0.37,47.1,0.21,0.035,0.082,0.968,Ample parking available - standard guidance sufficient
PK640679,2025-04-19 10:06:00,J003-P2,J003,KR Puram,Mall Basement,472,82,17.4,Weekend,False,True,4.9,False,False,0.7,21.2,0.08,0.028,0.064,0.923,Ample parking available - standard guidance sufficient
PK640680,2026-03-10 08:21:20,J006-P2,J006,Tin Factory,Office Complex,345,65,18.8,Weekday,False,False,0.0,False,False,0.56,37.1,0.11,0.024,0.055,0.978,Ample parking available - standard guidance sufficient
PK640681,2025-12-24 00:46:02,J031-P1,J031,Cubbon Road,Office Complex,287,40,13.9,Weekday,False,False,0.0,False,False,0.63,15.0,0.05,0.022,0.052,0.971,Ample parking available - standard guidance sufficient
PK640682,2025-07-01 18:05:41,J006-P2,J006,Tin Factory,Multi-Level Public,685,547,79.9,Weekday,False,False,0.0,False,False,0.39,92.9,0.21,0.083,0.193,0.967,Lot filling up - real-time slot guidance recommended
PK640683,2026-05-12 12:25:30,J041-P1,J041,Chalukya Circle,On-Street Metered,130,90,69.2,Weekday,False,False,0.0,False,False,0.37,53.2,0.24,0.057,0.131,0.949,Ample parking available - standard guidance sufficient
PK640684,2026-02-21 18:24:50,J011-P3,J011,Indiranagar 100ft Road,Market Area,127,22,17.3,Weekend,False,False,0.0,False,False,0.71,23.6,0.1,0.029,0.068,0.972,Ample parking available - standard guidance sufficient
PK640685,2025-09-16 12:04:36,J010-P3,J010,Shivajinagar,Office Complex,315,284,90.2,Weekday,False,False,0.0,True,True,0.26,198.5,0.71,0.212,0.49,0.772,Lot filling up - real-time slot guidance recommended
PK640686,2026-01-22 12:52:59,J039-P1,J039,KR Market,Office Complex,356,292,82.0,Weekday,False,False,0.0,False,False,0.38,130.8,0.53,0.153,0.353,0.97,Lot filling up - real-time slot guidance recommended
PK640687,2025-02-08 13:14:44,J009-P3,J009,Majestic,Mall Basement,423,64,15.1,Weekend,False,False,0.0,False,False,0.61,21.1,0.08,0.031,0.071,0.971,Ample parking available - standard guidance sufficient
PK640688,2025-02-19 16:14:31,J010-P3,J010,Shivajinagar,Mall Basement,447,71,15.9,Weekday,False,False,0.0,False,False,0.7,38.8,0.12,0.024,0.056,0.976,Ample parking available - standard guidance sufficient
PK640689,2025-02-19 19:37:59,J003-P3,J003,KR Puram,Multi-Level Public,742,301,40.6,Weekday,False,False,0.0,False,False,0.63,44.5,0.17,0.053,0.123,0.956,Ample parking available - standard guidance sufficient
PK640690,2025-03-17 21:49:13,J031-P3,J031,Cubbon Road,On-Street Metered,37,12,32.4,Weekday,False,False,0.0,False,False,0.61,15.0,0.05,0.023,0.052,0.967,Ample parking available - standard guidance sufficient
PK640691,2025-06-03 04:41:09,J033-P3,J033,Trinity Circle,Mall Basement,465,79,17.0,Weekday,False,False,0.0,False,False,0.6,35.8,0.13,0.021,0.048,0.965,Ample parking available - standard guidance sufficient
PK640692,2025-04-11 08:53:51,J039-P1,J039,KR Market,On-Street Metered,63,13,20.6,Weekday,False,False,0.0,False,False,0.47,15.0,0.07,0.01,0.023,0.968,Ample parking available - standard guidance sufficient
PK640693,2025-07-14 10:07:05,J041-P1,J041,Chalukya Circle,Multi-Level Public,677,508,75.0,Weekday,False,True,51.6,False,False,0.58,84.1,0.2,0.074,0.171,0.92,Lot filling up - real-time slot guidance recommended
PK640694,2025-01-16 20:09:37,J014-P3,J014,Electronic City Toll,Market Area,176,30,17.0,Weekday,False,False,0.0,False,False,0.64,28.3,0.12,0.023,0.054,0.966,Ample parking available - standard guidance sufficient
PK640695,2025-04-14 19:35:17,J003-P3,J003,KR Puram,On-Street Metered,50,14,28.0,Weekday,True,False,0.0,False,False,0.59,26.2,0.1,0.026,0.06,0.929,Festival demand surge expected - pre-booking recommended
PK640696,2025-07-16 07:34:51,J027-P1,J027,Mysore Road,Market Area,92,66,71.7,Weekday,False,False,0.0,False,False,0.46,54.0,0.26,0.084,0.194,0.935,Ample parking available - standard guidance sufficient
PK640697,2026-03-28 19:44:32,J036-P2,J036,HAL Airport Road,Multi-Level Public,715,194,27.1,Weekend,False,False,0.0,False,False,0.49,28.1,0.1,0.035,0.08,0.969,Ample parking available - standard guidance sufficient
PK640698,2025-06-05 23:39:44,J018-P2,J018,Nagawara,Multi-Level Public,708,134,18.9,Weekday,False,False,0.0,False,False,0.57,15.0,0.06,0.01,0.023,0.964,Ample parking available - standard guidance sufficient
PK640699,2025-11-11 09:12:38,J032-P2,J032,Richmond Circle,Office Complex,380,284,74.7,Weekday,False,False,0.0,False,False,0.45,83.1,0.41,0.093,0.216,0.979,Ample parking available - standard guidance sufficient
PK640700,2025-10-01 18:36:56,J040-P2,J040,City Market,On-Street Metered,97,77,79.4,Weekday,False,False,0.0,False,False,0.3,123.0,0.48,0.129,0.297,0.981,Lot filling up - real-time slot guidance recommended
PK640701,2025-06-26 18:29:28,J017-P2,J017,Whitefield ITPL,On-Street Metered,181,152,84.0,Weekday,False,False,0.0,False,False,0.42,143.6,0.88,0.195,0.449,0.914,Lot filling up - real-time slot guidance recommended
PK640702,2025-06-04 16:15:51,J003-P3,J003,KR Puram,Market Area,84,13,15.5,Weekday,False,False,0.0,False,False,0.63,48.9,0.21,0.043,0.1,0.962,Ample parking available - standard guidance sufficient
PK640703,2026-04-20 22:22:15,J004-P1,J004,Hebbal,Market Area,105,20,19.0,Weekday,False,False,0.0,False,False,0.52,25.6,0.09,0.029,0.067,0.984,Ample parking available - standard guidance sufficient
PK640704,2025-02-24 10:49:01,J042-P1,J042,Anand Rao Circle,Mall Basement,496,109,22.0,Weekday,False,False,0.0,False,False,0.65,39.1,0.17,0.02,0.046,0.976,Ample parking available - standard guidance sufficient
PK640705,2026-04-04 12:57:31,J015-P1,J015,Bellandur,Market Area,92,85,92.4,Weekend,False,False,0.0,False,True,0.36,203.5,0.69,0.202,0.466,0.899,Lot filling up - real-time slot guidance recommended
PK640706,2026-03-31 11:11:12,J004-P2,J004,Hebbal,Multi-Level Public,721,502,69.6,Weekday,False,False,0.0,False,False,0.29,49.3,0.21,0.078,0.18,0.969,Ample parking available - standard guidance sufficient
PK640707,2025-09-07 13:25:38,J028-P1,J028,Tumkur Road,On-Street Metered,94,59,62.8,Weekend,False,True,58.0,False,False,0.59,20.0,0.1,0.043,0.099,0.906,Ample parking available - standard guidance sufficient
PK640708,2025-06-11 21:17:09,J015-P3,J015,Bellandur,Multi-Level Public,644,362,56.2,Weekday,False,True,27.2,False,False,0.53,17.0,0.07,0.016,0.037,0.93,Ample parking available - standard guidance sufficient
PK640709,2026-05-29 00:11:27,J002-P1,J002,Marathahalli,On-Street Metered,79,8,10.1,Weekday,False,False,0.0,False,False,0.67,43.9,0.23,0.047,0.108,0.968,Ample parking available - standard guidance sufficient
PK640710,2025-05-08 08:16:30,J027-P1,J027,Mysore Road,Market Area,62,47,75.8,Weekday,False,False,0.0,False,False,0.42,82.8,0.24,0.078,0.18,0.974,Lot filling up - real-time slot guidance recommended
PK640711,2025-05-16 19:08:06,J021-P3,J021,Vijayanagar,Mall Basement,431,286,66.4,Weekday,False,False,0.0,False,False,0.44,36.8,0.19,0.045,0.104,0.983,Ample parking available - standard guidance sufficient
PK640712,2025-05-27 14:48:56,J037-P2,J037,Kadugodi,Multi-Level Public,708,522,73.7,Weekday,False,True,9.1,False,False,0.35,81.3,0.23,0.066,0.153,0.904,Ample parking available - standard guidance sufficient
PK640713,2025-12-30 19:31:28,J035-P2,J035,Domlur,Office Complex,245,38,15.5,Weekday,False,False,0.0,False,False,0.68,15.0,0.06,0.021,0.048,0.984,Ample parking available - standard guidance sufficient
PK640714,2025-12-10 16:09:28,J031-P2,J031,Cubbon Road,Multi-Level Public,762,549,72.0,Weekday,False,False,0.0,False,False,0.41,64.6,0.31,0.088,0.203,0.97,Ample parking available - standard guidance sufficient
PK640715,2025-01-23 09:24:24,J033-P3,J033,Trinity Circle,Mall Basement,477,117,24.5,Weekday,False,False,0.0,False,False,0.59,23.5,0.09,0.037,0.086,0.985,Ample parking available - standard guidance sufficient
PK640716,2025-07-29 16:10:52,J041-P1,J041,Chalukya Circle,On-Street Metered,78,56,71.8,Weekday,False,False,0.0,False,False,0.47,45.8,0.16,0.043,0.1,0.968,Ample parking available - standard guidance sufficient
PK640717,2026-04-24 14:03:39,J023-P2,J023,Basavanagudi,Office Complex,261,187,71.6,Weekday,False,False,0.0,False,False,0.43,63.1,0.23,0.064,0.149,0.941,Ample parking available - standard guidance sufficient
PK640718,2025-07-21 12:34:54,J027-P3,J027,Mysore Road,Multi-Level Public,726,496,68.3,Weekday,False,True,9.4,False,False,0.56,59.5,0.24,0.053,0.123,0.917,Ample parking available - standard guidance sufficient
PK640719,2026-04-01 10:30:32,J039-P2,J039,KR Market,Market Area,48,32,66.7,Weekday,False,False,0.0,False,False,0.54,53.6,0.27,0.054,0.124,0.967,Ample parking available - standard guidance sufficient
PK640720,2025-08-01 15:54:10,J018-P1,J018,Nagawara,On-Street Metered,26,19,73.1,Weekday,False,False,0.0,False,False,0.5,75.1,0.39,0.091,0.209,0.955,Ample parking available - standard guidance sufficient
PK640721,2026-02-28 09:39:03,J009-P2,J009,Majestic,Market Area,114,97,85.1,Weekend,False,False,0.0,False,False,0.42,135.2,0.5,0.146,0.338,0.963,Lot filling up - real-time slot guidance recommended
PK640722,2026-02-19 12:23:33,J018-P1,J018,Nagawara,Market Area,99,66,66.7,Weekday,False,False,0.0,False,False,0.5,40.9,0.12,0.033,0.077,0.972,Ample parking available - standard guidance sufficient
PK640723,2025-07-05 17:52:33,J024-P1,J024,JP Nagar,Office Complex,330,146,44.2,Weekend,False,True,37.6,False,False,0.5,26.2,0.11,0.024,0.056,0.919,Ample parking available - standard guidance sufficient
PK640724,2026-02-10 11:10:50,J032-P2,J032,Richmond Circle,Mall Basement,449,51,11.4,Weekday,False,False,0.0,False,False,0.66,43.6,0.18,0.028,0.066,0.968,Ample parking available - standard guidance sufficient
PK640725,2025-10-25 07:25:14,J004-P1,J004,Hebbal,Office Complex,271,30,11.1,Weekend,False,False,0.0,False,False,0.53,28.7,0.13,0.013,0.031,0.957,Ample parking available - standard guidance sufficient
PK640726,2025-02-28 09:01:38,J022-P2,J022,Rajajinagar,Mall Basement,449,92,20.5,Weekday,False,False,0.0,False,False,0.64,42.0,0.15,0.024,0.056,0.951,Ample parking available - standard guidance sufficient
PK640727,2025-02-22 08:00:13,J014-P2,J014,Electronic City Toll,On-Street Metered,20,3,15.0,Weekend,False,False,0.0,False,False,0.67,42.2,0.12,0.048,0.11,0.966,Ample parking available - standard guidance sufficient
PK640728,2025-10-29 04:59:34,J005-P3,J005,Yeshwantpur,On-Street Metered,64,11,17.2,Weekday,False,False,0.0,False,False,0.62,39.0,0.18,0.044,0.101,0.972,Ample parking available - standard guidance sufficient
PK640729,2025-10-22 13:58:01,J032-P3,J032,Richmond Circle,Market Area,129,55,42.6,Weekday,True,False,0.0,False,False,0.58,24.6,0.09,0.033,0.076,0.915,Festival demand surge expected - pre-booking recommended
PK640730,2025-12-23 08:57:02,J042-P2,J042,Anand Rao Circle,Office Complex,352,58,16.5,Weekday,False,False,0.0,False,False,0.59,26.7,0.1,0.024,0.055,0.97,Ample parking available - standard guidance sufficient
PK640731,2025-03-29 17:44:25,J042-P1,J042,Anand Rao Circle,On-Street Metered,20,17,85.0,Weekend,False,False,0.0,False,False,0.42,155.6,0.55,0.167,0.385,0.945,Lot filling up - real-time slot guidance recommended
PK640732,2025-02-08 12:24:45,J040-P3,J040,City Market,Mall Basement,418,63,15.1,Weekend,False,False,0.0,False,False,0.69,24.6,0.11,0.032,0.073,0.958,Ample parking available - standard guidance sufficient
PK640733,2025-04-21 12:14:45,J012-P2,J012,Koramangala Sony World,Mall Basement,416,71,17.1,Weekday,False,False,0.0,False,False,0.66,26.7,0.09,0.034,0.078,0.962,Ample parking available - standard guidance sufficient
PK640734,2025-01-20 11:58:45,J038-P2,J038,Varthur,Mall Basement,416,61,14.7,Weekday,False,False,0.0,False,False,0.61,48.1,0.19,0.033,0.076,0.954,Ample parking available - standard guidance sufficient
PK640735,2026-03-18 12:58:34,J004-P2,J004,Hebbal,Multi-Level Public,759,475,62.6,Weekday,False,False,0.0,False,False,0.43,35.1,0.14,0.03,0.069,0.948,Ample parking available - standard guidance sufficient
PK640736,2025-04-02 09:53:25,J014-P3,J014,Electronic City Toll,On-Street Metered,91,68,74.7,Weekday,False,True,3.7,False,False,0.48,78.1,0.28,0.07,0.162,0.898,Ample parking available - standard guidance sufficient
PK640737,2026-02-13 10:04:32,J028-P2,J028,Tumkur Road,Office Complex,307,279,90.9,Weekday,False,False,0.0,False,True,0.42,214.7,1.04,0.254,0.588,0.936,Lot filling up - real-time slot guidance recommended
PK640738,2026-06-08 19:57:05,J024-P3,J024,JP Nagar,Multi-Level Public,604,210,34.8,Weekday,False,True,2.7,False,False,0.6,40.5,0.14,0.036,0.084,0.925,Ample parking available - standard guidance sufficient
PK640739,2026-05-15 09:40:12,J005-P2,J005,Yeshwantpur,Mall Basement,435,59,13.6,Weekday,False,False,0.0,False,False,0.51,37.2,0.1,0.024,0.054,0.978,Ample parking available - standard guidance sufficient
PK640740,2026-05-25 16:18:29,J022-P1,J022,Rajajinagar,Multi-Level Public,744,447,60.1,Weekday,False,False,0.0,False,False,0.48,37.8,0.13,0.026,0.059,0.95,Ample parking available - standard guidance sufficient
PK640741,2026-04-02 22:28:37,J001-P1,J001,Silk Board,Mall Basement,407,310,76.2,Weekday,False,False,0.0,False,False,0.51,115.4,0.39,0.123,0.283,0.96,Lot filling up - real-time slot guidance recommended
PK640742,2025-08-06 07:56:45,J042-P3,J042,Anand Rao Circle,Mall Basement,449,92,20.5,Weekday,False,False,0.0,False,False,0.64,21.1,0.05,0.025,0.058,0.962,Ample parking available - standard guidance sufficient
PK640743,2025-05-19 20:05:08,J030-P3,J030,MG Road,On-Street Metered,90,28,31.1,Weekday,False,False,0.0,False,False,0.59,15.0,0.06,0.013,0.029,0.99,Ample parking available - standard guidance sufficient
PK640744,2026-05-06 14:31:11,J032-P2,J032,Richmond Circle,Multi-Level Public,726,595,82.0,Weekday,False,True,20.3,False,False,0.43,110.1,0.38,0.103,0.238,0.861,Lot filling up - real-time slot guidance recommended
PK640745,2025-12-08 21:16:05,J017-P1,J017,Whitefield ITPL,Multi-Level Public,690,264,38.3,Weekday,False,False,0.0,False,False,0.49,25.9,0.07,0.035,0.08,0.99,Ample parking available - standard guidance sufficient
PK640746,2025-01-26 22:25:54,J017-P2,J017,Whitefield ITPL,Mall Basement,419,419,100.0,Weekend,True,False,0.0,False,True,0.39,425.6,1.37,0.422,0.976,0.8,Lot near capacity - reroute to nearby alternate parking recommended
PK640747,2025-08-27 20:13:32,J002-P3,J002,Marathahalli,On-Street Metered,63,27,42.9,Weekday,True,True,35.4,False,False,0.57,45.2,0.25,0.064,0.148,0.88,Festival demand surge expected - pre-booking recommended
PK640748,2026-06-06 06:17:42,J001-P3,J001,Silk Board,Multi-Level Public,672,143,21.3,Weekend,False,True,66.3,False,False,0.68,25.0,0.08,0.023,0.054,0.938,Ample parking available - standard guidance sufficient
PK640749,2025-03-09 09:19:40,J020-P2,J020,Malleshwaram Circle,Multi-Level Public,657,423,64.4,Weekend,False,False,0.0,False,False,0.5,48.6,0.14,0.06,0.138,0.967,Ample parking available - standard guidance sufficient
PK640750,2026-03-07 11:42:43,J018-P1,J018,Nagawara,Multi-Level Public,695,561,80.7,Weekend,False,False,0.0,False,False,0.44,113.1,0.46,0.143,0.329,0.958,Lot filling up - real-time slot guidance recommended
PK640751,2025-02-01 16:53:38,J028-P2,J028,Tumkur Road,On-Street Metered,84,49,58.3,Weekend,False,False,0.0,False,False,0.46,47.0,0.18,0.047,0.11,0.989,Ample parking available - standard guidance sufficient
PK640752,2026-03-25 16:27:57,J019-P1,J019,RT Nagar,Multi-Level Public,704,416,59.1,Weekday,False,False,0.0,False,False,0.58,27.6,0.12,0.039,0.089,0.959,Ample parking available - standard guidance sufficient
PK640753,2025-02-19 18:20:49,J020-P2,J020,Malleshwaram Circle,Market Area,120,4,3.3,Weekday,False,False,0.0,False,False,0.61,20.7,0.1,0.034,0.078,0.952,Ample parking available - standard guidance sufficient
PK640754,2026-04-23 18:47:35,J008-P2,J008,Jayanagar 4th Block,On-Street Metered,110,99,90.0,Weekday,False,False,0.0,False,True,0.39,195.5,0.51,0.168,0.388,0.948,Lot filling up - real-time slot guidance recommended
PK640755,2026-01-06 08:01:51,J026-P3,J026,Hosur Road,Multi-Level Public,692,97,14.0,Weekday,False,False,0.0,False,False,0.57,22.6,0.11,0.037,0.085,0.972,Ample parking available - standard guidance sufficient
PK640756,2026-04-01 20:41:03,J007-P2,J007,Banashankari,On-Street Metered,82,35,42.7,Weekday,False,False,0.0,False,False,0.49,27.9,0.11,0.036,0.084,0.949,Ample parking available - standard guidance sufficient
PK640757,2025-08-19 07:29:43,J027-P1,J027,Mysore Road,On-Street Metered,31,8,25.8,Weekday,False,True,2.4,False,False,0.61,23.9,0.09,0.035,0.082,0.921,Ample parking available - standard guidance sufficient
PK640758,2025-08-20 04:10:33,J030-P1,J030,MG Road,On-Street Metered,66,20,30.3,Weekday,False,True,1.4,False,False,0.66,16.6,0.07,0.01,0.023,0.944,Ample parking available - standard guidance sufficient
PK640759,2025-07-20 17:20:57,J017-P2,J017,Whitefield ITPL,On-Street Metered,20,17,85.0,Weekend,False,False,0.0,False,False,0.45,137.1,0.65,0.177,0.409,0.935,Lot filling up - real-time slot guidance recommended
PK640760,2026-02-05 03:37:03,J008-P1,J008,Jayanagar 4th Block,On-Street Metered,66,10,15.2,Weekday,False,False,0.0,False,False,0.5,29.5,0.12,0.02,0.046,0.955,Ample parking available - standard guidance sufficient
PK640761,2026-06-23 17:40:27,J013-P1,J013,HSR BDA Complex,Mall Basement,501,327,65.3,Weekday,False,False,0.0,False,False,0.56,22.1,0.07,0.01,0.023,0.952,Ample parking available - standard guidance sufficient
PK640762,2025-04-04 17:46:53,J038-P1,J038,Varthur,On-Street Metered,39,36,92.3,Weekday,False,False,0.0,False,True,0.5,216.1,1.06,0.281,0.648,0.922,Lot filling up - real-time slot guidance recommended
PK640763,2026-06-06 18:49:16,J004-P1,J004,Hebbal,Market Area,118,4,3.4,Weekend,False,False,0.0,False,False,0.59,15.6,0.08,0.032,0.075,0.969,Ample parking available - standard guidance sufficient
PK640764,2025-08-17 10:18:27,J012-P2,J012,Koramangala Sony World,Mall Basement,434,59,13.6,Weekend,False,False,0.0,False,False,0.63,34.5,0.12,0.038,0.087,0.962,Ample parking available - standard guidance sufficient
PK640765,2025-04-29 11:51:12,J002-P3,J002,Marathahalli,On-Street Metered,56,36,64.3,Weekday,False,False,0.0,False,False,0.57,46.5,0.16,0.034,0.079,0.957,Ample parking available - standard guidance sufficient
PK640766,2025-07-20 17:13:24,J023-P3,J023,Basavanagudi,On-Street Metered,118,109,92.4,Weekend,False,False,0.0,False,True,0.38,204.5,0.76,0.203,0.469,0.935,Lot filling up - real-time slot guidance recommended
PK640767,2025-02-20 08:05:24,J021-P1,J021,Vijayanagar,On-Street Metered,68,16,23.5,Weekday,False,False,0.0,False,False,0.58,35.5,0.17,0.027,0.062,0.979,Ample parking available - standard guidance sufficient
PK640768,2026-02-14 19:17:33,J032-P1,J032,Richmond Circle,Market Area,52,11,21.2,Weekend,False,False,0.0,False,False,0.63,15.0,0.08,0.027,0.062,0.958,Ample parking available - standard guidance sufficient
PK640769,2025-05-08 06:27:52,J040-P3,J040,City Market,Mall Basement,454,73,16.1,Weekday,False,False,0.0,False,False,0.56,37.0,0.11,0.026,0.061,0.976,Ample parking available - standard guidance sufficient
PK640770,2025-09-01 19:40:48,J042-P1,J042,Anand Rao Circle,Office Complex,262,75,28.6,Weekday,False,False,0.0,False,False,0.73,36.6,0.14,0.056,0.128,0.955,Ample parking available - standard guidance sufficient
PK640771,2025-09-30 06:06:12,J024-P3,J024,JP Nagar,Office Complex,296,64,21.6,Weekday,False,False,0.0,False,False,0.63,44.3,0.17,0.033,0.077,0.959,Ample parking available - standard guidance sufficient
PK640772,2025-07-26 08:20:54,J039-P1,J039,KR Market,Market Area,138,133,96.4,Weekend,False,False,0.0,False,True,0.43,251.6,0.84,0.27,0.624,0.927,Lot near capacity - reroute to nearby alternate parking recommended
PK640773,2026-04-18 23:50:10,J033-P2,J033,Trinity Circle,Multi-Level Public,720,197,27.4,Weekend,False,False,0.0,False,False,0.57,30.0,0.09,0.036,0.084,0.965,Ample parking available - standard guidance sufficient
PK640774,2025-07-29 20:37:55,J003-P3,J003,KR Puram,On-Street Metered,111,45,40.5,Weekday,False,True,30.5,False,False,0.53,15.0,0.05,0.01,0.023,0.898,Ample parking available - standard guidance sufficient
PK640775,2025-08-23 21:00:25,J030-P3,J030,MG Road,Office Complex,247,57,23.1,Weekend,False,True,11.4,False,False,0.58,18.9,0.08,0.029,0.066,0.91,Ample parking available - standard guidance sufficient
PK640776,2025-02-10 06:01:53,J015-P3,J015,Bellandur,Multi-Level Public,735,132,18.0,Weekday,False,False,0.0,False,False,0.65,25.5,0.1,0.022,0.051,0.954,Ample parking available - standard guidance sufficient
